start_frame,end_frame,n_window_frames,n_links,n_rows,n_analysis_eligible_rows,n_analysis_ineligible_rows,n_analysis_nan_rows,percent_analysis_eligible,n_stage08_jump_context_rows,n_stage07_jump_fail_rows,n_stage07_jump_warn_rows,feature_scope_counts_excluded_distal,feature_scope_counts_core_candidate,feature_scope_counts_review_provisional,feature_scope_counts_excluded_toe,stage08_policy_counts_excluded_from_analysis,stage08_policy_counts_allow_filter,stage08_policy_counts_manual_review_required,stage08_policy_counts_allow_filter_with_warning,stage08_policy_counts_block_filter
16000,17000,1001,50,50050,14893,35157,35157,29.7562,1159,9009,10010,30030,16016,2002,2002,32032,13013,2002,2002,1001
