file_name,input_file,project_name,subject_id,session_id,motive_version,capture_frame_rate_hz,export_frame_rate_hz,effective_frame_rate_hz,frame_rate_status,total_frames_metadata,total_frames_observed,frame_start,frame_end,frame_continuity_status,duration_seconds,time_column_status,length_units,coordinate_space,axis_convention,rotation_type,n_marker_triplets_total,n_labeled_markers,n_unlabeled_markers,contains_marker_xyz,contains_rigid_body_columns,contains_skeleton_columns,contains_quaternion_columns,raw_data_status,validation_status,n_errors,n_warnings,total_marker_frames_all,missing_marker_frames_all,missing_percent_all,total_marker_frames_labeled,missing_marker_frames_labeled,missing_percent_labeled,total_marker_frames_unlabeled,missing_marker_frames_unlabeled,missing_percent_unlabeled,n_gaps_total_all,n_gaps_total_labeled,n_gaps_ge_0p2s_labeled,n_gaps_ge_0p5s_labeled,n_gaps_ge_1p0s_labeled,longest_gap_marker_labeled,longest_gap_seconds_labeled,gap_evidence_summary,markers_with_gap_ge_0p5s,n_markers_with_gap_ge_0p5s,union_gap_seconds_ge_0p2_labeled,longest_merged_gap_run_seconds,max_critical_gap_seconds_labeled,n_labeled_markers_in_analysis,n_quarantined_markers,labeled_marker_coverage_mean_pct,min_marker_coverage_pct_observed,pct_time_below_coverage,n_markers_sustained_dropout,pct_frames_union_flag_gap_0p2,pct_frames_union_flag_gap_0p5,pct_frames_union_flag_artifact_sigma,pct_frames_union_flag_segment_swap,pct_frames_union_flag_edge_effect,pct_frames_union_any_flag,dominant_gap_marker_canonical,dominant_gap_marker_raw,pct_frames_dominant_marker_in_gap_ge_0p5,pct_session_time_dominant_marker_in_gap_ge_0p5,dominant_criterion
671_T2_P1_R2_Take 2026-01-15 04.35.25 PM_009.csv,/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer1_motive_qc/motive_qc/data/671/671_T2_P1_R2_Take 2026-01-15 04.35.25 PM_009.csv,Motive raw marker QC,671,T2_P1_R2,Motive:Body 3.4.0.2,120.0,120.0,120.0,ok,30479,30479,0,30478,continuous,253.98333333333332,ok,Meters,Global,unknown,XYZ,131,108,23,True,False,False,False,consistent_with_marker_xyz,pass_with_warnings,0,1,3992749,2348805,58.826763,1462992,2357,0.161108,701017,698739,99.675044,177,128,21,9,3,FKA-671_ChestTop,5.266667,Longest labeled gap: FKA-671_ChestTop (5.267s); 9 gaps >=0.5s across 5 marker(s).,FKA-671_ChestLow;FKA-671_ChestTop;FKA-671_LHandOut;FKA-671_LThighFront;FKA-671_RKneeOut,5,15.1,5.391667,5.266667,48,48,99.838892,95.833333,0.0,1,1.410807,4.60645,0.551199,1.76515,0.360904,8.48453,ChestTop,FKA-671_ChestTop,2.926605,2.926688,artifact_sigma
