event_id,marker_name,body_region_group,method,start_frame,end_frame,start_time_s,end_time_s,duration_frames,duration_seconds,event_class,severity,near_gap,methods_in_event,peak_metric_value
E000001,FKA-671_LThighFront,thigh_knee,velocity_mad,1231,1231,10.258333,10.258333,1,0.008333,single_frame,moderate,False,velocity_mad,2.348158
E000002,FKA-671_LThighFront,thigh_knee,velocity_mad,29366,29366,244.716667,244.716667,1,0.008333,single_frame,minor,False,velocity_mad,1.975027
E000003,FKA-671_LThighFront,thigh_knee,velocity_mad,29371,29371,244.758333,244.758333,1,0.008333,single_frame,minor,False,velocity_mad,1.849641
E000004,FKA-671_WaistLFront,pelvis_waist,velocity_mad,1267,1267,10.558333,10.558333,1,0.008333,single_frame,minor,False,velocity_mad,1.560179
E000005,FKA-671_WaistLFront,pelvis_waist,velocity_mad,18349,18349,152.908333,152.908333,1,0.008333,single_frame,moderate,False,velocity_mad,2.675243
E000006,FKA-671_WaistLFront,pelvis_waist,velocity_mad,19998,19998,166.65,166.65,1,0.008333,single_frame,minor,False,velocity_mad,1.59553
E000007,FKA-671_WaistLFront,pelvis_waist,velocity_mad,22374,22374,186.45,186.45,1,0.008333,single_frame,minor,False,velocity_mad,1.364699
E000008,FKA-671_WaistLFront,pelvis_waist,velocity_mad,24170,24170,201.416667,201.416667,1,0.008333,single_frame,severe,False,velocity_mad,5.110788
E000009,FKA-671_WaistLFront,pelvis_waist,velocity_mad,25169,25169,209.741667,209.741667,1,0.008333,single_frame,minor,False,velocity_mad,1.563443
E000010,FKA-671_WaistLFront,pelvis_waist,velocity_mad,25173,25173,209.775,209.775,1,0.008333,single_frame,moderate,False,velocity_mad,1.711877
E000011,FKA-671_WaistLFront,pelvis_waist,velocity_mad,25326,25326,211.05,211.05,1,0.008333,single_frame,minor,False,velocity_mad,1.495597
E000012,FKA-671_WaistLFront,pelvis_waist,velocity_mad,28846,28846,240.383333,240.383333,1,0.008333,single_frame,moderate,False,velocity_mad,1.950718
E000013,FKA-671_WaistLFront,pelvis_waist,velocity_mad,29731,29731,247.758333,247.758333,1,0.008333,single_frame,minor,False,velocity_mad,1.439828
E000014,FKA-671_WaistRFront,pelvis_waist,velocity_mad,1367,1367,11.391667,11.391667,1,0.008333,single_frame,moderate,False,velocity_mad,2.561643
E000015,FKA-671_WaistRFront,pelvis_waist,velocity_mad,25191,25191,209.925,209.925,1,0.008333,single_frame,minor,False,velocity_mad,1.436214
E000016,FKA-671_WaistRFront,pelvis_waist,velocity_mad,29542,29542,246.183333,246.183333,1,0.008333,single_frame,minor,False,velocity_mad,1.582389
E000017,FKA-671_WaistRFront,pelvis_waist,velocity_mad,30257,30257,252.141667,252.141667,1,0.008333,single_frame,minor,False,velocity_mad,1.646045
E000018,FKA-671_WaistRFront,pelvis_waist,velocity_mad,30274,30274,252.283333,252.283333,1,0.008333,single_frame,severe,False,velocity_mad,3.352399
E000019,FKA-671_ChestTop,torso_chest_back,velocity_mad,4354,4354,36.283333,36.283333,1,0.008333,single_frame,severe,False,velocity_mad,4.078169
E000020,FKA-671_ChestTop,torso_chest_back,velocity_mad,15400,15400,128.333333,128.333333,1,0.008333,single_frame,severe,False,velocity_mad,3.622719
E000021,FKA-671_ChestTop,torso_chest_back,velocity_mad,15584,15584,129.866667,129.866667,1,0.008333,single_frame,moderate,False,velocity_mad,2.561684
E000022,FKA-671_ChestTop,torso_chest_back,velocity_mad,15711,15711,130.925,130.925,1,0.008333,single_frame,severe,False,velocity_mad,4.475434
E000023,FKA-671_ChestTop,torso_chest_back,velocity_mad,17162,17162,143.016667,143.016667,1,0.008333,single_frame,severe,False,velocity_mad,3.483118
E000024,FKA-671_ChestTop,torso_chest_back,velocity_mad,17170,17170,143.083333,143.083333,1,0.008333,single_frame,minor,False,velocity_mad,1.869629
E000025,FKA-671_ChestTop,torso_chest_back,velocity_mad,18977,18977,158.141667,158.141667,1,0.008333,single_frame,minor,False,velocity_mad,1.862635
E000026,FKA-671_ChestTop,torso_chest_back,velocity_mad,19955,19955,166.291667,166.291667,1,0.008333,single_frame,minor,False,velocity_mad,1.730084
E000027,FKA-671_BackTop,torso_chest_back,velocity_mad,5898,5898,49.15,49.15,1,0.008333,single_frame,severe,False,velocity_mad,3.924736
E000028,FKA-671_BackTop,torso_chest_back,velocity_mad,18985,18985,158.208333,158.208333,1,0.008333,single_frame,moderate,False,velocity_mad,2.352583
E000029,FKA-671_BackTop,torso_chest_back,velocity_mad,19955,19955,166.291667,166.291667,1,0.008333,single_frame,minor,False,velocity_mad,1.553868
E000030,FKA-671_BackTop,torso_chest_back,velocity_mad,29273,29273,243.941667,243.941667,1,0.008333,single_frame,minor,False,velocity_mad,1.537532
E000031,FKA-671_BackTop,torso_chest_back,velocity_mad,29519,29519,245.991667,245.991667,1,0.008333,single_frame,minor,False,velocity_mad,1.595244
E000032,FKA-671_ChestLow,torso_chest_back,velocity_mad,14249,14249,118.741667,118.741667,1,0.008333,single_frame,minor,False,velocity_mad,2.772847
E000033,FKA-671_ChestLow,torso_chest_back,velocity_mad,15659,15659,130.491667,130.491667,1,0.008333,single_frame,minor,False,velocity_mad,2.99739
E000034,FKA-671_ChestLow,torso_chest_back,velocity_mad,15778,15778,131.483333,131.483333,1,0.008333,single_frame,moderate,False,velocity_mad,3.548648
E000035,FKA-671_ChestLow,torso_chest_back,velocity_mad,16224,16224,135.2,135.2,1,0.008333,single_frame,minor,False,velocity_mad,3.09989
E000036,FKA-671_ChestLow,torso_chest_back,velocity_mad,16628,16628,138.566667,138.566667,1,0.008333,single_frame,moderate,False,velocity_mad,4.033428
E000037,FKA-671_ChestLow,torso_chest_back,velocity_mad,17484,17484,145.7,145.7,1,0.008333,single_frame,minor,False,velocity_mad,2.960121
E000038,FKA-671_ChestLow,torso_chest_back,velocity_mad,17486,17486,145.716667,145.716667,1,0.008333,single_frame,moderate,False,velocity_mad,3.849119
E000039,FKA-671_ChestLow,torso_chest_back,velocity_mad,17675,17675,147.291667,147.291667,1,0.008333,single_frame,minor,False,velocity_mad,2.970041
E000040,FKA-671_ChestLow,torso_chest_back,velocity_mad,17678,17678,147.316667,147.316667,1,0.008333,single_frame,minor,False,velocity_mad,2.947608
E000041,FKA-671_ChestLow,torso_chest_back,velocity_mad,27538,27538,229.483333,229.483333,1,0.008333,single_frame,moderate,False,velocity_mad,5.079166
E000042,FKA-671_LHandIn,wrist_hand,velocity_mad,14467,14467,120.558333,120.558333,1,0.008333,single_frame,minor,False,velocity_mad,6.151163
E000043,FKA-671_LHandIn,wrist_hand,velocity_mad,15388,15388,128.233333,128.233333,1,0.008333,single_frame,minor,False,velocity_mad,7.275083
E000044,FKA-671_LHandIn,wrist_hand,velocity_mad,27963,27963,233.025,233.025,1,0.008333,single_frame,moderate,False,velocity_mad,8.879166
E000045,FKA-671_LHandIn,wrist_hand,velocity_mad,28074,28074,233.95,233.95,1,0.008333,single_frame,minor,False,velocity_mad,6.018905
E000046,FKA-671_LHandIn,wrist_hand,velocity_mad,29064,29064,242.2,242.2,1,0.008333,single_frame,minor,False,velocity_mad,6.033755
