start_frame,end_frame,n_window_frames,n_links,n_rows,n_analysis_eligible_rows,n_analysis_ineligible_rows,n_analysis_nan_rows,percent_analysis_eligible,n_stage08_jump_context_rows,n_stage07_jump_fail_rows,n_stage07_jump_warn_rows,feature_scope_counts_excluded_distal,feature_scope_counts_core_candidate,feature_scope_counts_review_provisional,feature_scope_counts_excluded_toe,stage08_policy_counts_excluded_from_analysis,stage08_policy_counts_allow_filter,stage08_policy_counts_manual_review_required,stage08_policy_counts_allow_filter_with_warning,stage08_policy_counts_block_filter
0,2000,2001,50,100050,30015,70035,70035,30.0,0,18009,20010,60030,32016,4002,4002,64032,26013,4002,4002,2001
