joint_id,parent_bone,child_bone,source_parent_bone,source_child_bone,included_in_v0,selection_status,requires_manual_review,link_classification,core_candidate,excluded_candidate,link_group,total_frames,finite_rotvec_rows,non_finite_rotvec_rows,min_rotvec_norm,mean_rotvec_norm,median_rotvec_norm,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,max_frame_to_frame_jump,p95_frame_to_frame_jump,p99_frame_to_frame_jump,large_jump_count,large_jump_percent,first_large_jump_frame,branch_cut_status,jump_status,stage08_may_proceed_for_link
J002,671,Ab,671:671,671:Ab,False,provisional_v0,True,trunk_spine,False,False,review_provisional,30479,30479,0,0.0020256112841363976,0.08807857939075663,0.050490740027874015,0.4414264597901677,0.2815421128256087,0.37410463837141456,0,0.0,0.03490165957451781,0.012044728462730737,0.020967987093050283,0,0.0,,pass,pass,True
J003,Ab,Chest,671:Ab,671:Chest,False,provisional_v0,True,trunk_spine,False,False,review_provisional,30479,30479,0,0.0025407600939317708,0.10100436613570882,0.07536787164386018,0.44263543661939275,0.2891686288112005,0.3749186243453984,0,0.0,0.03677388224714215,0.012801999084110349,0.021807979455597083,0,0.0,,pass,pass,True
J004,Neck,Head,671:Neck,671:Head,True,provisional_v0,False,head_neck,True,False,core_candidate,30479,30479,0,0.00962498274449439,0.21668212387729321,0.1689438326759476,0.7011694255400862,0.5465760690784608,0.6083765797225336,0,0.0,0.03106110534420099,0.013205446313450437,0.018309029536138794,0,0.0,,pass,pass,True
J005,LUArm,LFArm,671:LUArm,671:LFArm,True,provisional_v0,False,forearm,True,False,core_candidate,30479,30479,0,0.003785333700357298,1.0603524867752874,0.7675041549609091,2.589324806258714,1.994769923592513,2.1421025039572963,0,0.0,0.2754793535414685,0.0666948361778906,0.11888516044900732,0,0.0,,pass,pass,True
J006,LShin,LFoot,671:LShin,671:LFoot,True,provisional_v0,False,foot,True,False,core_candidate,30479,30479,0,0.01774141459605332,0.3159560326873752,0.20646085817301632,1.2009728937351085,0.8202250586056861,0.9783375858202553,0,0.0,0.13552477404137728,0.03115144821654012,0.06573158631146024,0,0.0,,pass,pass,True
J007,LFArm,LHand,671:LFArm,671:LHand,True,provisional_v0,False,hand,True,False,core_candidate,30479,30479,0,0.06607569578041463,0.8636746631457757,0.753104246006503,1.9761729372312407,1.3422301985711944,1.5516965659833566,0,0.0,0.3177896983308794,0.1025339170999301,0.16410230647161497,0,0.0,,pass,pass,True
J008,LHand,LIndex1,671:LHand,671:LIndex1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.17458274382029176,0.9436687426730132,0.5543796608520962,1.7524334984340988,1.7440439836998147,1.7524315801898809,0,0.0,0.09856678639476615,0.02031168544433031,0.04817149515783122,0,0.0,,pass,pass,True
J009,LIndex1,LIndex2,671:LIndex1,671:LIndex2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,9.603856259018996e-05,1.0441108395096312,0.5643821320674881,2.0400026632644046,2.04000118920974,2.04000178133194,0,0.0,0.11640364523671888,0.020437929073505997,0.05516611950565995,0,0.0,,pass,pass,True
J010,LIndex2,LIndex3,671:LIndex2,671:LIndex3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,4.1645425396947e-05,0.43504612841730356,0.2351594597223375,0.8500026288370226,0.85000098454263,0.8500016199551385,0,0.0,0.04850279726033567,0.008516762104752672,0.022983810597349507,0,0.0,,pass,pass,True
J011,LHand,LMiddle1,671:LHand,671:LMiddle1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.08729879287838944,0.7097518412072698,0.8331253650329989,1.4013440397279193,1.2954635754063897,1.3421839737371,0,0.0,0.1038299240999252,0.02118346656541996,0.048736592909064645,0,0.0,,pass,pass,True
J012,LMiddle1,LMiddle2,671:LMiddle1,671:LMiddle2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,2.7982389285276756e-06,0.784770989273358,0.9841530930921464,1.6533153074198972,1.478799790699223,1.5385651396622175,0,0.0,0.1245525214710193,0.021782566042651722,0.05674569237090251,0,0.0,,pass,pass,True
J013,LMiddle2,LMiddle3,671:LMiddle2,671:LMiddle3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,1.2976080783048105e-06,0.3269879024166429,0.4100625694200116,0.6888818255688959,0.6161664144277154,0.6410686533194716,0,0.0,0.051898241761541404,0.009076442735867024,0.02364356979160917,0,0.0,,pass,pass,True
J014,LHand,LPinky1,671:LHand,671:LPinky1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.17454650990760773,0.422674184967385,0.3052945411027601,1.7326029813546593,1.0455863884708139,1.7326000020217844,0,0.0,0.18078778970612236,0.03420596626128128,0.06368897991711765,0,0.0,,pass,pass,True
J015,LPinky1,LPinky2,671:LPinky1,671:LPinky2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.00019614277512688193,0.39185000759007677,0.23754529346155948,2.0400027237143923,1.2292922144741287,2.040000274481001,0,0.0,0.21349307228032774,0.0372147732529482,0.0746386943840044,0,0.0,,pass,pass,True
J016,LPinky2,LPinky3,671:LPinky2,671:LPinky3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,8.049166719841426e-05,0.16327082289181152,0.09897784973585812,0.8500031649086134,0.5122038065365189,0.8500001338824544,0,0.0,0.08895515962970493,0.015508773070178204,0.03109830190124774,0,0.0,,pass,pass,True
J017,LHand,LRing1,671:LHand,671:LRing1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.08756331028321834,0.5413990066294411,0.68745800332305,1.4372733864255416,0.9188159943717298,1.3921468225606735,0,0.0,0.11301910543214878,0.02661528778661657,0.05615264354182121,0,0.0,,pass,pass,True
J018,LRing1,LRing2,671:LRing1,671:LRing2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,4.582422085548263e-05,0.5825778892676781,0.7500495226832096,1.71345580560528,1.0533112550592119,1.6590193373366613,0,0.0,0.1355596219525341,0.028821928958274092,0.06599935642042469,0,0.0,,pass,pass,True
J019,LRing2,LRing3,671:LRing2,671:LRing3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,1.9284509748882743e-05,0.24274077105372383,0.31252230612421844,0.7139395580259873,0.43887952442463923,0.6912582399749071,0,0.0,0.056483857497992805,0.012010460944783662,0.02750165496426046,0,0.0,,pass,pass,True
J020,LThigh,LShin,671:LThigh,671:LShin,True,provisional_v0,False,shin,True,False,core_candidate,30479,30479,0,9.114333588797571e-06,0.3632471647441854,0.18765492999678735,2.2451776607451754,1.209795624208354,1.7622103931109023,0,0.0,0.13251240466127515,0.02288733809493744,0.04533371981219555,0,0.0,,pass,pass,True
J021,Chest,LShoulder,671:Chest,671:LShoulder,True,provisional_v0,False,shoulder,True,False,core_candidate,30479,30479,0,0.01783987577585233,0.28365130413532685,0.28248791354713837,0.6604666477480009,0.5692699963503325,0.6177789211198088,0,0.0,0.0851288009804173,0.019939255953303793,0.03246825162759455,0,0.0,,pass,pass,True
J022,671,LThigh,671:671,671:LThigh,True,provisional_v0,False,hip_top_segment_to_thigh,True,False,core_candidate,30479,30479,0,0.007858697597511314,0.26137822272785566,0.16032191682746613,1.8367838853237208,0.8665889410304884,1.4840349976210563,0,0.0,0.07577700572567433,0.021153598753314847,0.03501244100143619,0,0.0,,pass,pass,True
J023,LHand,LThumb1,671:LHand,671:LThumb1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.6844786214846054,1.0974990803460614,1.0877181105061338,1.7099486336914835,1.1793014057669913,1.4199284357870057,0,0.0,0.22088429245135247,0.02114658568872353,0.04530214661370738,0,0.0,,pass,pass,True
J024,LThumb1,LThumb2,671:LThumb1,671:LThumb2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.11086412766431676,0.53343645543698,0.5138761955061457,1.520451271131215,0.605516176851934,1.2662523763518767,0,0.0,0.21640087035955652,0.015305424960975034,0.033539350578351786,0,0.0,,pass,pass,True
J025,LThumb2,LThumb3,671:LThumb2,671:LThumb3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,4.898910430072708e-06,0.11538019441356857,0.09781477928892718,0.9095868687279657,0.25280506311029727,0.6553886072169369,0,0.0,0.21640099153750936,0.015310463360818137,0.033540330030788275,0,0.0,,pass,pass,True
J026,LFoot,LToe,671:LFoot,671:LToe,False,provisional_v0,True,toe,False,True,excluded,30479,30479,0,1.199183729082006e-05,0.040007917252237846,0.025317323097406922,0.29601221931703003,0.10926280974174797,0.17134313478397473,0,0.0,0.029740560566172115,0.0033077281444717824,0.008477566752558278,0,0.0,,pass,pass,True
J027,LShoulder,LUArm,671:LShoulder,671:LUArm,True,provisional_v0,False,upper_arm,True,False,core_candidate,30479,30479,0,0.07367029982664185,0.9524667901039634,1.0191472878340464,1.5013505819582111,1.2910053202004257,1.3900457581587502,0,0.0,0.1677428124516317,0.042678498352939256,0.06886662394945309,0,0.0,,pass,pass,True
J028,Chest,Neck,671:Chest,671:Neck,True,provisional_v0,False,head_neck,True,False,core_candidate,30479,30479,0,0.009625864334242602,0.21668210536599583,0.1689451758243929,0.7011727274573768,0.5465758244043675,0.6083749466556386,0,0.0,0.031059260418437536,0.013206662180783616,0.01831213541670557,0,0.0,,pass,pass,True
J029,RUArm,RFArm,671:RUArm,671:RFArm,True,provisional_v0,False,forearm,True,False,core_candidate,30479,30479,0,0.04857115247372122,1.0361546747509043,0.7876185303667445,2.6632303132920425,2.2111815244285804,2.38269753784421,0,0.0,0.32927316546796553,0.05539980324336066,0.0998299120234906,0,0.0,,pass,pass,True
J030,RShin,RFoot,671:RShin,671:RFoot,True,provisional_v0,False,foot,True,False,core_candidate,30479,30479,0,0.011813820938466408,0.3946320358846675,0.2806161511827357,1.3149790105438814,0.9217667786556291,1.1392574735943801,0,0.0,0.1394515000150005,0.02876653758154727,0.06449945262655749,0,0.0,,pass,pass,True
J031,RFArm,RHand,671:RFArm,671:RHand,True,provisional_v0,False,hand,True,False,core_candidate,30479,30479,0,0.2395742909958836,0.9584469669639653,0.8004404357932257,1.980948053423735,1.6322935831837493,1.8179578932241325,0,0.0,0.34089851489278283,0.07215141833696052,0.13197659202547235,0,0.0,,pass,pass,True
J032,RHand,RIndex1,671:RHand,671:RIndex1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.1745312920787148,0.9505514493964311,0.5387040963079214,1.7306065786663822,1.7107284716749236,1.7187457748338018,0,0.0,0.3985822210178982,0.006632382607327649,0.01707659926441715,0,0.0,,pass,pass,True
J033,RIndex1,RIndex2,671:RIndex1,671:RIndex2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,1.872161347154951e-17,1.0475063990467226,0.1200018731764399,2.040002874484633,2.0400012363469346,2.040001820934723,0,0.0,0.07503319981070318,0.002411491730495885,0.01680787775424487,0,0.0,,pass,pass,True
J034,RIndex2,RIndex3,671:RIndex2,671:RIndex3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,1.872161347154951e-17,0.4364609660055165,0.050001910356109895,0.8500026684606693,0.8500010285725678,0.8500016162719676,0,0.0,0.03126315806816252,0.0010050088564777558,0.007003361217493675,0,0.0,,pass,pass,True
J035,RHand,RMiddle1,671:RHand,671:RMiddle1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.08735893003803344,0.7342402749435005,0.5570391435683052,1.5219372761651624,1.3606394439368468,1.4258220280951353,0,0.0,0.25364281800960436,0.0077277751705240524,0.01598781283314658,0,0.0,,pass,pass,True
J036,RMiddle1,RMiddle2,671:RMiddle1,671:RMiddle2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,2.3641025247779696e-05,0.8340462184988764,0.6265560108677761,1.8115012703940911,1.6057503327385088,1.6967728757993492,0,0.0,0.057277568816311124,0.007259982443989942,0.015762809629351775,0,0.0,,pass,pass,True
J037,RMiddle2,RMiddle3,671:RMiddle2,671:RMiddle3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,1.071699223295818e-05,0.3475192397839599,0.2610665309193349,0.7547919827740441,0.6690629565778035,0.7069880174873184,0,0.0,0.023868412556857913,0.003025384419886556,0.006568870772882742,0,0.0,,pass,pass,True
J038,RHand,RPinky1,671:RHand,671:RPinky1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.17456122386443865,0.6326148590208958,0.5848439357986623,1.7326019243294886,1.4407370741944037,1.7004569635373454,0,0.0,0.1317472078637499,0.017697478639711495,0.027870810492070644,0,0.0,,pass,pass,True
J039,RPinky1,RPinky2,671:RPinky1,671:RPinky2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,3.1835391518431e-06,0.677015272753398,0.6244173753047888,2.0400023035535186,1.7156546025429609,2.0399991886593045,0,0.0,0.1470602678023506,0.018477614218038726,0.02917494972841091,0,0.0,,pass,pass,True
J040,RPinky2,RPinky3,671:RPinky2,671:RPinky3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,1.5262943300830255e-17,0.2820896937877871,0.26017364014119854,0.8500019022208436,0.714855411884137,0.8499991403027082,0,0.0,0.06127315960729381,0.007699064628796673,0.012155764031029363,0,0.0,,pass,pass,True
J041,RHand,RRing1,671:RHand,671:RRing1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.0876147076549552,0.6289125388620452,0.5564026821505406,1.3314788914339275,1.0298898274162445,1.192601407049818,0,0.0,0.1320825153406735,0.012431097094721894,0.019721078488562915,0,0.0,,pass,pass,True
J042,RRing1,RRing2,671:RRing1,671:RRing2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,5.61762378720009e-05,0.721586261853883,0.6346649304744595,1.5843707154048925,1.220193088416664,1.40192248848257,0,0.0,0.10203251841065919,0.01286388735835756,0.020506745279775203,0,0.0,,pass,pass,True
J043,RRing2,RRing3,671:RRing2,671:RRing3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,2.4898169031831973e-05,0.3006609134716119,0.2644440650586746,0.6601536889345553,0.5084139227007233,0.5841350803178337,0,0.0,0.04251220470947596,0.005359920821656488,0.008544127221783288,0,0.0,,pass,pass,True
J044,RThigh,RShin,671:RThigh,671:RShin,True,provisional_v0,False,shin,True,False,core_candidate,30479,30479,0,7.991958411209924e-06,0.3268058252538332,0.11568020620923944,2.326433084533433,1.2544393881725753,1.9284498876165708,0,0.0,0.14927517768156562,0.023760785621116644,0.045505735143805334,0,0.0,,pass,pass,True
J045,Chest,RShoulder,671:Chest,671:RShoulder,True,provisional_v0,False,shoulder,True,False,core_candidate,30479,30479,0,0.02468121480026783,0.29748565154381423,0.27904415425916246,0.761314510046862,0.6473689044477497,0.7251271009222394,0,0.0,0.06040670804031337,0.018136057059366908,0.028932350335179116,0,0.0,,pass,pass,True
J046,671,RThigh,671:671,671:RThigh,True,provisional_v0,False,hip_top_segment_to_thigh,True,False,core_candidate,30479,30479,0,0.00694150260487215,0.27531801195297895,0.17556137406304875,1.9617175414262116,0.8874418970839235,1.5089025555154179,0,0.0,0.12814410643348745,0.021074788897974372,0.036961554224924156,0,0.0,,pass,pass,True
J047,RHand,RThumb1,671:RHand,671:RThumb1,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.8532786278109785,1.1200126698654465,1.0912569653546846,1.767540620026513,1.2857351174803036,1.7675384339778368,0,0.0,0.2570781720472761,0.018565286440487213,0.04075471270914263,0,0.0,,pass,pass,True
J048,RThumb1,RThumb2,671:RThumb1,671:RThumb2,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,0.11086309399667534,0.6635860467229394,0.655481825176954,1.6108675978821614,0.9315511585284131,1.610864796558217,0,0.0,0.23532757564158002,0.014382931305724352,0.033261053280495174,0,0.0,,pass,pass,True
J049,RThumb2,RThumb3,671:RThumb2,671:RThumb3,False,provisional_v0,False,finger,False,True,excluded,30479,30479,0,1.7534702398321095e-17,0.19324945654806538,0.18219042428366758,1.000002331601864,0.3945658840452508,0.9999995845223282,0,0.0,0.23532327840270453,0.014382367730127375,0.03326022865439206,0,0.0,,pass,pass,True
