joint_id,parent_bone,child_bone,link_group,core_candidate,excluded_candidate,total_frames,non_finite_rotvec_rows,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,branch_cut_status,stage08_may_proceed_for_link
J002,671,Ab,review_provisional,False,False,30479,0,0.4414264597901677,0.2815421128256087,0.37410463837141456,0,0.0,pass,True
J003,Ab,Chest,review_provisional,False,False,30479,0,0.44263543661939275,0.2891686288112005,0.3749186243453984,0,0.0,pass,True
J004,Neck,Head,core_candidate,True,False,30479,0,0.7011694255400862,0.5465760690784608,0.6083765797225336,0,0.0,pass,True
J005,LUArm,LFArm,core_candidate,True,False,30479,0,2.589324806258714,1.994769923592513,2.1421025039572963,0,0.0,pass,True
J006,LShin,LFoot,core_candidate,True,False,30479,0,1.2009728937351085,0.8202250586056861,0.9783375858202553,0,0.0,pass,True
J007,LFArm,LHand,core_candidate,True,False,30479,0,1.9761729372312407,1.3422301985711944,1.5516965659833566,0,0.0,pass,True
J008,LHand,LIndex1,excluded,False,True,30479,0,1.7524334984340988,1.7440439836998147,1.7524315801898809,0,0.0,pass,True
J009,LIndex1,LIndex2,excluded,False,True,30479,0,2.0400026632644046,2.04000118920974,2.04000178133194,0,0.0,pass,True
J010,LIndex2,LIndex3,excluded,False,True,30479,0,0.8500026288370226,0.85000098454263,0.8500016199551385,0,0.0,pass,True
J011,LHand,LMiddle1,excluded,False,True,30479,0,1.4013440397279193,1.2954635754063897,1.3421839737371,0,0.0,pass,True
J012,LMiddle1,LMiddle2,excluded,False,True,30479,0,1.6533153074198972,1.478799790699223,1.5385651396622175,0,0.0,pass,True
J013,LMiddle2,LMiddle3,excluded,False,True,30479,0,0.6888818255688959,0.6161664144277154,0.6410686533194716,0,0.0,pass,True
J014,LHand,LPinky1,excluded,False,True,30479,0,1.7326029813546593,1.0455863884708139,1.7326000020217844,0,0.0,pass,True
J015,LPinky1,LPinky2,excluded,False,True,30479,0,2.0400027237143923,1.2292922144741287,2.040000274481001,0,0.0,pass,True
J016,LPinky2,LPinky3,excluded,False,True,30479,0,0.8500031649086134,0.5122038065365189,0.8500001338824544,0,0.0,pass,True
J017,LHand,LRing1,excluded,False,True,30479,0,1.4372733864255416,0.9188159943717298,1.3921468225606735,0,0.0,pass,True
J018,LRing1,LRing2,excluded,False,True,30479,0,1.71345580560528,1.0533112550592119,1.6590193373366613,0,0.0,pass,True
J019,LRing2,LRing3,excluded,False,True,30479,0,0.7139395580259873,0.43887952442463923,0.6912582399749071,0,0.0,pass,True
J020,LThigh,LShin,core_candidate,True,False,30479,0,2.2451776607451754,1.209795624208354,1.7622103931109023,0,0.0,pass,True
J021,Chest,LShoulder,core_candidate,True,False,30479,0,0.6604666477480009,0.5692699963503325,0.6177789211198088,0,0.0,pass,True
J022,671,LThigh,core_candidate,True,False,30479,0,1.8367838853237208,0.8665889410304884,1.4840349976210563,0,0.0,pass,True
J023,LHand,LThumb1,excluded,False,True,30479,0,1.7099486336914835,1.1793014057669913,1.4199284357870057,0,0.0,pass,True
J024,LThumb1,LThumb2,excluded,False,True,30479,0,1.520451271131215,0.605516176851934,1.2662523763518767,0,0.0,pass,True
J025,LThumb2,LThumb3,excluded,False,True,30479,0,0.9095868687279657,0.25280506311029727,0.6553886072169369,0,0.0,pass,True
J026,LFoot,LToe,excluded,False,True,30479,0,0.29601221931703003,0.10926280974174797,0.17134313478397473,0,0.0,pass,True
J027,LShoulder,LUArm,core_candidate,True,False,30479,0,1.5013505819582111,1.2910053202004257,1.3900457581587502,0,0.0,pass,True
