session_id,run_label,template_name,link_id,parent_canonical,child_canonical,feature_scope,stage04_parent_qc_status,stage04_child_qc_status,stage05_parent_sign_status,stage05_child_sign_status,stage06_reconstruction_status,stage06_max_reconstruction_error_deg,stage06_relative_sign_status,stage07_branch_cut_status,stage07_max_rotvec_norm,stage07_jump_status,stage07_max_jump_rad,stage08_policy,notes
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J002,671,Ab,review_provisional,pass,pass,pass,pass,pass,2.4070941885006745e-14,pass,pass,0.4414264597901677,pass,0.03490165957451781,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J003,Ab,Chest,review_provisional,pass,pass,pass,pass,pass,3.0820947906131214e-14,pass,pass,0.44263543661939275,pass,0.03677388224714215,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J004,Neck,Head,core_candidate,pass,pass,pass,pass,pass,2.7660425258989884e-14,pass,pass,0.7011694255400862,pass,0.03106110534420099,allow_filter,head/neck core candidate
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J005,LUArm,LFArm,core_candidate,pass,pass,pass,pass,pass,3.0071396436288327e-14,pass,pass,2.589324806258714,pass,0.2754793535414685,allow_filter,forearm core candidate
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J006,LShin,LFoot,core_candidate,pass,pass,pass,pass,pass,2.477076339359717e-14,pass,pass,1.2009728937351085,pass,0.13552477404137728,allow_filter,foot core candidate
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J007,LFArm,LHand,core_candidate,pass,pass,pass,pass,pass,3.285973292399676e-14,pass,pass,1.9761729372312407,pass,0.3177896983308794,allow_filter,hand core candidate (provisional V0)
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J008,LHand,LIndex1,excluded_distal,pass,pass,pass,pass,pass,3.1186072007826704e-14,pass,pass,1.7524334984340988,pass,0.09856678639476615,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J009,LIndex1,LIndex2,excluded_distal,pass,pass,pass,pass,pass,3.29023855511722e-14,pass,pass,2.0400026632644046,pass,0.11640364523671888,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J010,LIndex2,LIndex3,excluded_distal,pass,pass,pass,pass,pass,2.7673812620461296e-14,pass,pass,0.8500026288370226,pass,0.04850279726033567,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J011,LHand,LMiddle1,excluded_distal,pass,pass,pass,pass,pass,3.9439145209476273e-14,pass,pass,1.4013440397279193,pass,0.1038299240999252,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J012,LMiddle1,LMiddle2,excluded_distal,pass,pass,pass,pass,pass,3.3324996417965026e-14,pass,pass,1.6533153074198972,pass,0.1245525214710193,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J013,LMiddle2,LMiddle3,excluded_distal,pass,pass,pass,pass,pass,3.1356240451530875e-14,pass,pass,0.6888818255688959,pass,0.051898241761541404,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J014,LHand,LPinky1,excluded_distal,pass,pass,pass,pass,pass,2.7129832552994983e-14,pass,pass,1.7326029813546593,pass,0.18078778970612236,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J015,LPinky1,LPinky2,excluded_distal,pass,pass,pass,pass,pass,3.0641121991419556e-14,pass,pass,2.0400027237143923,pass,0.21349307228032774,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J016,LPinky2,LPinky3,excluded_distal,pass,pass,pass,pass,pass,3.1666759481613286e-14,pass,pass,0.8500031649086134,pass,0.08895515962970493,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J017,LHand,LRing1,excluded_distal,pass,pass,pass,pass,pass,3.011311826311234e-14,pass,pass,1.4372733864255416,pass,0.11301910543214878,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J018,LRing1,LRing2,excluded_distal,pass,pass,pass,pass,pass,3.054901276834772e-14,pass,pass,1.71345580560528,pass,0.1355596219525341,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J019,LRing2,LRing3,excluded_distal,pass,pass,pass,pass,pass,2.4348758447967622e-14,pass,pass,0.7139395580259873,pass,0.056483857497992805,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J020,LThigh,LShin,core_candidate,pass,pass,pass,pass,pass,2.9388280898541256e-14,pass,pass,2.2451776607451754,pass,0.13251240466127515,allow_filter,shin core candidate
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J021,Chest,LShoulder,core_candidate,pass,pass,pass,pass,pass,2.975973682814706e-14,pass,pass,0.6604666477480009,pass,0.0851288009804173,allow_filter,shoulder core candidate
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J022,671,LThigh,core_candidate,pass,pass,pass,pass,pass,2.9383302588603265e-14,pass,pass,1.8367838853237208,pass,0.07577700572567433,allow_filter,Defensible Motive hip/top-segment-to-thigh link: asset-name-labeled Motive hip/top skeleton segment (`671`); Motive documents this as the skeleton hip; export naming may follow Asset Hip Name
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J023,LHand,LThumb1,excluded_distal,pass,pass,pass,pass,pass,3.1430687643105065e-14,pass,pass,1.7099486336914835,pass,0.22088429245135247,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J024,LThumb1,LThumb2,excluded_distal,pass,pass,pass,pass,pass,2.8143097647255673e-14,pass,pass,1.520451271131215,pass,0.21640087035955652,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T2_P1_R2,671_T2_P1_R2_Take_2026-01-15_04.35.25_PM_009,Core + Passive Fingers (54),J025,LThumb2,LThumb3,excluded_distal,pass,pass,pass,pass,pass,2.6540497630464892e-14,pass,pass,0.9095868687279657,pass,0.21640099153750936,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
