input_file,links_processed,core_links_processed,review_links_processed,excluded_links_processed,max_rotvec_norm_core,max_rotvec_norm_all,max_jump_core,max_jump_all,core_warnings,core_failures,review_warnings,review_failures,excluded_warnings,excluded_failures,stage08_may_proceed,fail_reasons,warning_reasons
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,50,16,2,32,2.4743873928737568,2.4743873928737568,0.7187676308631565,1.9718061304534047,2,0,0,0,5,6,True,,J029 (RUArm→RFArm): jump warning (max jump=0.718768 rad); J031 (RFArm→RHand): jump warning (max jump=0.701735 rad); J023 (LHand→LThumb1) [excluded]: jump fail (max jump=1.14226 rad; non-blocking unless core); J032 (RHand→RIndex1) [excluded]: jump fail (max jump=1.65112 rad; non-blocking unless core); J033 (RIndex1→RIndex2) [excluded]: jump fail (max jump=1.97181 rad; non-blocking unless core); J034 (RIndex2→RIndex3) [excluded]: jump warning (max jump=0.821585 rad); J035 (RHand→RMiddle1) [excluded]: jump fail (max jump=1.26102 rad; non-blocking unless core); J036 (RMiddle1→RMiddle2) [excluded]: jump fail (max jump=1.51152 rad; non-blocking unless core); J037 (RMiddle2→RMiddle3) [excluded]: jump warning (max jump=0.629798 rad); J038 (RHand→RPinky1) [excluded]: jump warning (max jump=0.515744 rad); J039 (RPinky1→RPinky2) [excluded]: jump warning (max jump=0.593707 rad); J041 (RHand→RRing1) [excluded]: jump warning (max jump=0.879714 rad); J042 (RRing1→RRing2) [excluded]: jump fail (max jump=1.05399 rad; non-blocking unless core)
