joint_id,parent_bone,child_bone,source_parent_bone,source_child_bone,included_in_v0,selection_status,requires_manual_review,link_classification,core_candidate,excluded_candidate,link_group,total_frames,finite_rotvec_rows,non_finite_rotvec_rows,min_rotvec_norm,mean_rotvec_norm,median_rotvec_norm,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,max_frame_to_frame_jump,p95_frame_to_frame_jump,p99_frame_to_frame_jump,large_jump_count,large_jump_percent,first_large_jump_frame,branch_cut_status,jump_status,stage08_may_proceed_for_link
J002,671,Ab,671:671,671:Ab,False,provisional_v0,True,trunk_spine,False,False,review_provisional,30356,30356,0,0.003961156385030524,0.088754207197359,0.0528098476010935,0.39042102811650276,0.2744168813682165,0.38046097772827625,0,0.0,0.04124272944272075,0.012463240181196017,0.02269254552608238,0,0.0,,pass,pass,True
J003,Ab,Chest,671:Ab,671:Chest,False,provisional_v0,True,trunk_spine,False,False,review_provisional,30356,30356,0,0.005771705884574625,0.10236742161859674,0.07446063127979144,0.39987941427303675,0.2772686187736164,0.3816106149154856,0,0.0,0.04120896159748339,0.013430691278615538,0.02353905547806454,0,0.0,,pass,pass,True
J004,Neck,Head,671:Neck,671:Head,True,provisional_v0,False,head_neck,True,False,core_candidate,30356,30356,0,0.004617897033439881,0.2056131974026085,0.16095735286003626,0.6902320453281156,0.5457521418178656,0.5888800673399374,0,0.0,0.050809752713694575,0.013998464145208098,0.02100168591068404,0,0.0,,pass,pass,True
J005,LUArm,LFArm,671:LUArm,671:LFArm,True,provisional_v0,False,forearm,True,False,core_candidate,30356,30356,0,0.011444316770278937,1.0450824593832684,0.7867784941442932,2.2792073533703303,1.970682149242966,2.101575736863708,0,0.0,0.3555506112889059,0.06453068367437227,0.10680684065701425,0,0.0,,pass,pass,True
J006,LShin,LFoot,671:LShin,671:LFoot,True,provisional_v0,False,foot,True,False,core_candidate,30356,30356,0,0.02800149511664921,0.29031600948715697,0.19746090841949826,1.0926130963295946,0.7690436255912073,1.0051713914663858,0,0.0,0.13807299553349708,0.027295905418751154,0.05233096501246015,0,0.0,,pass,pass,True
J007,LFArm,LHand,671:LFArm,671:LHand,True,provisional_v0,False,hand,True,False,core_candidate,30356,30356,0,0.059971147379270395,0.7237079873210658,0.562141271989504,1.7951498288388306,1.3406938525640997,1.4050423800902734,0,0.0,0.31589541879822514,0.11168521997129606,0.1701784985296934,0,0.0,,pass,pass,True
J008,LHand,LIndex1,671:LHand,671:LIndex1,False,provisional_v0,False,finger,False,True,excluded,30356,30356,0,0.17453657120884855,0.2092147037740803,0.2025463066209587,0.4711012192027449,0.22058615096318354,0.28958140820242423,0,0.0,0.08382930978401147,0.017254503388626715,0.037944725069602586,0,0.0,,pass,pass,True
J009,LIndex1,LIndex2,671:LIndex1,671:LIndex2,False,provisional_v0,False,finger,False,True,excluded,30356,30356,0,9.380832575699059e-06,0.11080043026739711,0.11999962990463597,0.5257354439561627,0.1200019564718682,0.25191446008657986,0,0.0,0.09925062127521486,0.017241534089030466,0.042810148545797566,0,0.0,,pass,pass,True
J010,LIndex2,LIndex3,671:LIndex2,671:LIndex3,False,provisional_v0,False,finger,False,True,excluded,30356,30356,0,2.7184584884198625e-06,0.046166838597372944,0.0499996178661603,0.21905882014011172,0.050001958374791745,0.10496400041719675,0,0.0,0.04135506998916974,0.007184684384062207,0.01783741751589468,0,0.0,,pass,pass,True
J011,LHand,LMiddle1,671:LHand,671:LMiddle1,False,provisional_v0,False,finger,False,True,excluded,30356,30356,0,0.08726613768860747,0.14689649795062998,0.12057625911344327,0.7322651636601412,0.31342518046623213,0.4518961575637711,0,0.0,0.07728107595410666,0.018187175537427,0.04092889647405933,0,0.0,,pass,pass,True
J012,LMiddle1,LMiddle2,671:LMiddle1,671:LMiddle2,False,provisional_v0,False,finger,False,True,excluded,30356,30356,0,2.2168784489481302e-05,0.09707321999544948,0.05804681836074061,0.8717848264361868,0.3376450159165253,0.5164381198126372,0,0.0,0.09184631398635053,0.018878698037921426,0.04668434496047396,0,0.0,,pass,pass,True
J013,LMiddle2,LMiddle3,671:LMiddle2,671:LMiddle3,False,provisional_v0,False,finger,False,True,excluded,30356,30356,0,6.298997742475492e-06,0.040447168355505325,0.024186648077185506,0.36324463643447297,0.14068637437136983,0.21518123212535592,0,0.0,0.03826798406379045,0.007866903635160037,0.01945198836092489,0,0.0,,pass,pass,True
J014,LHand,LPinky1,671:LHand,671:LPinky1,False,provisional_v0,False,finger,False,True,excluded,30356,30356,0,0.17453462679884504,0.32434834059200685,0.239578207634642,1.405283539920355,0.7344231682733364,0.9641810464726223,0,0.0,0.19440100287371767,0.02973514291224658,0.056113881554631505,0,0.0,,pass,pass,True
