session_id,run_label,template_name,link_id,parent_canonical,child_canonical,feature_scope,stage04_parent_qc_status,stage04_child_qc_status,stage05_parent_sign_status,stage05_child_sign_status,stage06_reconstruction_status,stage06_max_reconstruction_error_deg,stage06_relative_sign_status,stage07_branch_cut_status,stage07_max_rotvec_norm,stage07_jump_status,stage07_max_jump_rad,stage08_policy,notes
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J001,T3_671,Ab,review_provisional,pass,pass,pass,pass,pass,2.7361084662198142e-14,pass,pass,0.3657581228102247,pass,0.017239832092369633,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J002,Spine4,Chest,review_provisional,pass,pass,pass,pass,pass,2.6114268052432028e-14,pass,pass,0.15949923610406438,pass,0.019234186445023376,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J003,Neck2,Head,core_candidate,pass,pass,pass,pass,pass,2.376929291760556e-14,pass,pass,0.458039172630674,pass,0.17175497685265578,allow_filter,head/neck core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J004,LUArm,LFArm,core_candidate,pass,pass,pass,pass,pass,3.031168296156203e-14,pass,pass,2.690689758744655,fail,1.3331956407914098,block_filter,forearm core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J005,LShin,LFoot,core_candidate,pass,pass,pass,pass,pass,2.403003119038045e-14,pass,pass,1.0408332545166794,pass,0.16357349659181483,allow_filter,foot core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J006,LFArm,LHand,core_candidate,pass,pass,pass,pass,pass,3.1376225112025606e-14,pass,pass,2.00360030943926,fail,1.4497434147009356,block_filter,hand core candidate (provisional V0)
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J007,LHand,LIndex1,excluded_distal,pass,pass,pass,pass,pass,3.1273233344364676e-14,pass,pass,1.747758158517163,fail,1.6819577328661888,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J008,LIndex1,LIndex2,excluded_distal,pass,pass,pass,pass,pass,2.9686602528437786e-14,pass,pass,2.040002685539131,fail,2.0068197335255222,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J009,LIndex2,LIndex3,excluded_distal,pass,pass,pass,pass,pass,2.7666077177999673e-14,pass,pass,0.8500025685626147,warning,0.8361732123135457,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J010,LHand,LMiddle1,excluded_distal,pass,pass,pass,pass,pass,3.2249590983604945e-14,pass,pass,1.612987761492517,fail,1.081783432611202,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J011,LMiddle1,LMiddle2,excluded_distal,pass,pass,pass,pass,pass,3.419328683218895e-14,pass,pass,1.9187978332836118,fail,1.2857605329342323,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J012,LMiddle2,LMiddle3,excluded_distal,pass,pass,pass,pass,pass,2.791994608011852e-14,pass,pass,0.7994995485484135,warning,0.5357332993038284,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J013,LHand,LPinky1,excluded_distal,pass,pass,pass,pass,pass,2.927940998471604e-14,pass,pass,1.7939323183587885,pass,0.316283552452841,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J014,LPinky1,LPinky2,excluded_distal,pass,pass,pass,pass,pass,3.074291063609059e-14,pass,pass,2.0400024626955235,pass,0.15204231067896679,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J015,LPinky2,LPinky3,excluded_distal,pass,pass,pass,pass,pass,2.7302224504700366e-14,pass,pass,0.8500020222210971,pass,0.06335307857506485,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J016,LHand,LRing1,excluded_distal,pass,pass,pass,pass,pass,2.801795490722267e-14,pass,pass,1.6639770130945537,pass,0.4910572966916014,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J017,LRing1,LRing2,excluded_distal,pass,pass,pass,pass,pass,3.0543675449693506e-14,pass,pass,1.9792167385605306,warning,0.5690148514236942,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J018,LRing2,LRing3,excluded_distal,pass,pass,pass,pass,pass,2.6187379465174693e-14,pass,pass,0.8246719952074905,pass,0.2370925608926849,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J019,LThigh,LShin,core_candidate,pass,pass,pass,pass,pass,2.8351491245710937e-14,pass,pass,2.2832396476460013,pass,0.14439194548406606,allow_filter,shin core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J020,Chest,LShoulder,core_candidate,pass,pass,pass,pass,pass,2.3555645935685916e-14,pass,pass,0.5120454551133731,pass,0.10848593743854834,allow_filter,shoulder core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J021,T3_671,LThigh,core_candidate,pass,pass,pass,pass,pass,2.2968716591848422e-14,pass,pass,1.5667857230208229,pass,0.14518390213661497,allow_filter,Defensible Motive hip/top-segment-to-thigh link: asset-name-labeled Motive hip/top skeleton segment (`T3_671`); Motive documents this as the skeleton hip; export naming may follow Asset Hip Name
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J022,LHand,LThumb1,excluded_distal,pass,pass,pass,pass,pass,3.1783677461605176e-14,pass,pass,1.7109193564999574,warning,0.9729141046152449,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J023,LThumb1,LThumb2,excluded_distal,pass,pass,pass,pass,pass,2.964860550078043e-14,pass,pass,1.490153895237477,pass,0.3789674118319995,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J024,LThumb2,LThumb3,excluded_distal,pass,pass,pass,pass,pass,2.890037276356385e-14,pass,pass,0.8792908647041807,pass,0.37896707228593846,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J025,LFoot,LToe,excluded_toe,pass,pass,pass,pass,pass,2.2896959264923083e-14,pass,pass,0.4400397535554527,pass,0.04582253532466346,excluded_from_analysis,toe link excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J026,LShoulder,LUArm,core_candidate,pass,pass,pass,pass,pass,3.3341222008767155e-14,pass,pass,1.853717415119229,pass,0.20368249037888603,allow_filter,upper arm core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J027,Chest,Neck,core_candidate,pass,pass,pass,pass,pass,2.4181996824898553e-14,pass,pass,0.6818734782470679,pass,0.1727228507763517,allow_filter,head/neck core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J028,Neck,Neck2,review_provisional,pass,pass,pass,pass,pass,2.6456334890624608e-14,pass,pass,0.4430710721082179,pass,0.17181291074729568,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J029,RUArm,RFArm,core_candidate,pass,pass,pass,pass,pass,3.3728355406094485e-14,pass,pass,2.531462982061305,pass,0.4737854396791074,allow_filter,forearm core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J030,RShin,RFoot,core_candidate,pass,pass,pass,pass,pass,2.2550474001926113e-14,pass,pass,1.2024426954878666,pass,0.17934393317671224,allow_filter,foot core candidate
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J031,RFArm,RHand,core_candidate,pass,pass,pass,pass,pass,2.99754913386421e-14,pass,pass,2.064915154945339,fail,1.7399371866532016,block_filter,hand core candidate (provisional V0)
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J032,RHand,RIndex1,excluded_distal,pass,pass,pass,pass,pass,2.8277273346548942e-14,pass,pass,0.994010521036161,pass,0.2533858683426951,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J033,RIndex1,RIndex2,excluded_distal,pass,pass,pass,pass,pass,2.6310661750772556e-14,pass,pass,1.1135599710967905,pass,0.09292593379842314,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J034,RIndex2,RIndex3,excluded_distal,pass,pass,pass,pass,pass,2.6535907023667615e-14,pass,pass,0.46398339747737277,pass,0.03872159732547716,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J035,RHand,RMiddle1,excluded_distal,pass,pass,pass,pass,pass,2.5724410273938252e-14,pass,pass,1.1877303535900434,pass,0.4528738604185899,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J036,RMiddle1,RMiddle2,excluded_distal,pass,pass,pass,pass,pass,2.9836993567419843e-14,pass,pass,1.4229914928120566,warning,0.5367883549967615,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J037,RMiddle2,RMiddle3,excluded_distal,pass,pass,pass,pass,pass,2.5601629661168722e-14,pass,pass,0.5929129867301778,pass,0.22366443430490685,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),J038,RHand,RPinky1,excluded_distal,pass,pass,pass,pass,pass,3.215546722499904e-14,pass,pass,1.732602277655067,fail,1.3715606509458842,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
