joint_id,parent_bone,child_bone,source_parent_bone,source_child_bone,included_in_v0,selection_status,requires_manual_review,link_classification,core_candidate,excluded_candidate,link_group,total_frames,finite_rotvec_rows,non_finite_rotvec_rows,min_rotvec_norm,mean_rotvec_norm,median_rotvec_norm,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,max_frame_to_frame_jump,p95_frame_to_frame_jump,p99_frame_to_frame_jump,large_jump_count,large_jump_percent,first_large_jump_frame,branch_cut_status,jump_status,stage08_may_proceed_for_link
J002,671,Ab,671:671,671:Ab,False,provisional_v0,True,trunk_spine,False,False,review_provisional,30235,30235,0,0.0013099579760888242,0.09014851574681777,0.056681450999777366,0.37766037348076076,0.25098551346830617,0.3618980342861968,0,0.0,0.03418408527431828,0.007722454277244833,0.015698296410762806,0,0.0,,pass,pass,True
J003,Ab,Chest,671:Ab,671:Chest,False,provisional_v0,True,trunk_spine,False,False,review_provisional,30235,30235,0,0.0029142632376265706,0.09819020522512188,0.07243097182420366,0.38299701566624444,0.2537022874669622,0.3648827674321248,0,0.0,0.03442619870691832,0.008597610310857673,0.016341091652410673,0,0.0,,pass,pass,True
J004,Neck,Head,671:Neck,671:Head,True,provisional_v0,False,head_neck,True,False,core_candidate,30235,30235,0,0.011872558073007274,0.3422280955458862,0.2993379751056087,0.8157894931144439,0.6697709956449105,0.8082024966796535,0,0.0,0.047113526630867285,0.014397379846740263,0.02091220236339422,0,0.0,,pass,pass,True
J005,LUArm,LFArm,671:LUArm,671:LFArm,True,provisional_v0,False,forearm,True,False,core_candidate,30235,30235,0,0.00608407549316211,0.8352773654910489,0.45709063689267343,2.646642894157299,2.1953514353900094,2.460055275519464,0,0.0,0.22667892391946023,0.08134199433415458,0.11884410143000776,0,0.0,,pass,pass,True
J006,LShin,LFoot,671:LShin,671:LFoot,True,provisional_v0,False,foot,True,False,core_candidate,30235,30235,0,0.017466996192564862,0.33613631906567054,0.23994435368360065,1.0824575221598847,0.749624463573333,1.0029613978050982,0,0.0,0.16404545643503174,0.02051553106447563,0.038179379972955105,0,0.0,,pass,pass,True
J007,LFArm,LHand,671:LFArm,671:LHand,True,provisional_v0,False,hand,True,False,core_candidate,30235,30235,0,0.05112135496832888,0.5059077437990276,0.3588192545427381,1.728982837647918,1.2398602829831835,1.454257568131806,0,0.0,0.358889677088691,0.09427831229682151,0.16801632120014337,0,0.0,,pass,pass,True
J008,LHand,LIndex1,671:LHand,671:LIndex1,False,provisional_v0,False,finger,False,True,excluded,30235,30235,0,0.17456069305998959,0.44089117255243304,0.2981024957327848,1.7524332501619186,1.7138759925676643,1.752430988976977,0,0.0,0.08203587261229282,0.019714223001496087,0.031070539893898543,0,0.0,,pass,pass,True
J009,LIndex1,LIndex2,671:LIndex1,671:LIndex2,False,provisional_v0,False,finger,False,True,excluded,30235,30235,0,2.6001650310179312e-17,0.30702463226238225,0.09480582324479346,2.0400027590262098,2.0399267390863134,2.0400009220202944,0,0.0,0.0697306983207129,0.018806145227344858,0.030629001779942915,0,0.0,,pass,pass,True
J010,LIndex2,LIndex3,671:LIndex2,671:LIndex3,False,provisional_v0,False,finger,False,True,excluded,30235,30235,0,2.6001650310179312e-17,0.12792692085806212,0.03950230061356881,0.8500024903857198,0.84996942590798,0.8500007022560543,0,0.0,0.02905656248542907,0.007836786226286014,0.01276105747759867,0,0.0,,pass,pass,True
J011,LHand,LMiddle1,671:LHand,671:LMiddle1,False,provisional_v0,False,finger,False,True,excluded,30235,30235,0,0.08822074180030563,0.39537998070216646,0.22820951252560243,1.71118767371522,1.279711971419668,1.4893118478850325,0,0.0,0.05558784416087102,0.020666381178794317,0.03138334536076322,0,0.0,,pass,pass,True
