joint_id,parent_bone,child_bone,link_group,core_candidate,excluded_candidate,total_frames,non_finite_rotvec_rows,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,branch_cut_status,stage08_may_proceed_for_link
J023,LHand,LThumb1,excluded,False,True,30235,0,1.687759039144652,1.2744304846223014,1.3808567580930777,0,0.0,pass,True
J024,LThumb1,LThumb2,excluded,False,True,30235,0,0.7504283429265246,0.608543607399559,0.6422368239332109,0,0.0,pass,True
J025,LThumb2,LThumb3,excluded,False,True,30235,0,0.5000024807537186,0.3404660353152168,0.45297507044033264,0,0.0,pass,True
J026,LFoot,LToe,excluded,False,True,30235,0,0.33620730556478373,0.1007269581330778,0.2100132579171153,0,0.0,pass,True
J027,LShoulder,LUArm,core_candidate,True,False,30235,0,1.9054143446532428,1.452711050236038,1.5485761356452585,0,0.0,pass,True
J028,Chest,Neck,core_candidate,True,False,30235,0,0.8157890300103873,0.6697722686087575,0.8082032425530353,0,0.0,pass,True
J029,RUArm,RFArm,core_candidate,True,False,30235,0,2.541701485604626,2.1506352114584626,2.3932207589296537,0,0.0,pass,True
J030,RShin,RFoot,core_candidate,True,False,30235,0,1.220569952091624,0.7545845293113989,1.185879967196663,0,0.0,pass,True
J031,RFArm,RHand,core_candidate,True,False,30235,0,1.8659456004250767,1.3349358108124714,1.5699078757825888,0,0.0,pass,True
J032,RHand,RIndex1,excluded,False,True,30235,0,1.7524326008615128,0.7611443298996027,1.6042143155185593,0,0.0,pass,True
J033,RIndex1,RIndex2,excluded,False,True,30235,0,2.040002420981819,0.4889407949098971,1.87735744794634,0,0.0,pass,True
J034,RIndex2,RIndex3,excluded,False,True,30235,0,0.8500025268742907,0.20372504234175534,0.7822326647092303,0,0.0,pass,True
J035,RHand,RMiddle1,excluded,False,True,30235,0,1.5526471572157163,0.7011576165877466,1.1483369127087268,0,0.0,pass,True
J036,RMiddle1,RMiddle2,excluded,False,True,30235,0,1.8372727219719476,0.7274374434470929,1.3329781317395515,0,0.0,pass,True
J037,RMiddle2,RMiddle3,excluded,False,True,30235,0,0.7655281563715662,0.30310051098451096,0.5554082843666485,0,0.0,pass,True
J038,RHand,RPinky1,excluded,False,True,30235,0,1.6395081130230884,1.0260813667404782,1.3953645909687344,0,0.0,pass,True
J039,RPinky1,RPinky2,excluded,False,True,30235,0,1.9636464728333478,1.216475650303289,1.6675596080406945,0,0.0,pass,True
J040,RPinky2,RPinky3,excluded,False,True,30235,0,0.8181876316351067,0.5068652680637097,0.6948163502075994,0,0.0,pass,True
J041,RHand,RRing1,excluded,False,True,30235,0,1.4325152033971642,0.816187919635111,1.1847619935032458,0,0.0,pass,True
J042,RRing1,RRing2,excluded,False,True,30235,0,1.6747379642320273,0.9524856734157291,1.3885810358228294,0,0.0,pass,True
J043,RRing2,RRing3,excluded,False,True,30235,0,0.697808664185894,0.3968701996927963,0.5785740039518024,0,0.0,pass,True
J044,RThigh,RShin,core_candidate,True,False,30235,0,2.2703140915371463,1.067286586667836,1.8079636733307265,0,0.0,pass,True
J045,Chest,RShoulder,core_candidate,True,False,30235,0,0.7166373884151556,0.5435534189804869,0.6388194838097133,0,0.0,pass,True
J046,671,RThigh,core_candidate,True,False,30235,0,1.7602131786445894,0.7740489910484485,1.40649124902736,0,0.0,pass,True
J047,RHand,RThumb1,excluded,False,True,30235,0,1.4396603632321212,1.3967903342845809,1.4183137167470736,0,0.0,pass,True
J048,RThumb1,RThumb2,excluded,False,True,30235,0,0.8837471860806722,0.49348624874675096,0.608565524995233,0,0.0,pass,True
J049,RThumb2,RThumb3,excluded,False,True,30235,0,0.5000025482206658,0.5000002783098385,0.500001218374704,0,0.0,pass,True
J050,RFoot,RToe,excluded,False,True,30235,0,0.6565058810323375,0.16934353018446605,0.21796502147642272,0,0.0,pass,True
J051,RShoulder,RUArm,core_candidate,True,False,30235,0,2.0284040328226687,1.4635334778930946,1.5650387345012005,0,0.0,pass,True
