session_id,run_label,template_name,link_id,parent_canonical,child_canonical,feature_scope,stage04_parent_qc_status,stage04_child_qc_status,stage05_parent_sign_status,stage05_child_sign_status,stage06_reconstruction_status,stage06_max_reconstruction_error_deg,stage06_relative_sign_status,stage07_branch_cut_status,stage07_max_rotvec_norm,stage07_jump_status,stage07_max_jump_rad,stage08_policy,notes
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J002,671,Ab,review_provisional,pass,pass,pass,pass,pass,2.2170187720086632e-14,pass,pass,0.37766037348076076,pass,0.03418408527431828,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J003,Ab,Chest,review_provisional,pass,pass,pass,pass,pass,2.905095873091257e-14,pass,pass,0.38299701566624444,pass,0.03442619870691832,manual_review_required,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J004,Neck,Head,core_candidate,pass,pass,pass,pass,pass,2.7404118741675732e-14,pass,pass,0.8157894931144439,pass,0.047113526630867285,allow_filter,head/neck core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J005,LUArm,LFArm,core_candidate,pass,pass,pass,pass,pass,3.206070497891751e-14,pass,pass,2.646642894157299,pass,0.22667892391946023,allow_filter,forearm core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J006,LShin,LFoot,core_candidate,pass,pass,pass,pass,pass,2.367792164672462e-14,pass,pass,1.0824575221598847,pass,0.16404545643503174,allow_filter,foot core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J007,LFArm,LHand,core_candidate,pass,pass,pass,pass,pass,3.0258640603379727e-14,pass,pass,1.728982837647918,pass,0.358889677088691,allow_filter,hand core candidate (provisional V0)
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J008,LHand,LIndex1,excluded_distal,pass,pass,pass,pass,pass,3.3557769810541026e-14,pass,pass,1.7524332501619186,pass,0.08203587261229282,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J009,LIndex1,LIndex2,excluded_distal,pass,pass,pass,pass,pass,2.898830200771372e-14,pass,pass,2.0400027590262098,pass,0.0697306983207129,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J010,LIndex2,LIndex3,excluded_distal,pass,pass,pass,pass,pass,2.8234928942551803e-14,pass,pass,0.8500024903857198,pass,0.02905656248542907,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J011,LHand,LMiddle1,excluded_distal,pass,pass,pass,pass,pass,3.0226083728140375e-14,pass,pass,1.71118767371522,pass,0.05558784416087102,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J012,LMiddle1,LMiddle2,excluded_distal,pass,pass,pass,pass,pass,3.0613491515985213e-14,pass,pass,2.0157374986125314,pass,0.06411364628921412,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J013,LMiddle2,LMiddle3,excluded_distal,pass,pass,pass,pass,pass,2.7351144312240863e-14,pass,pass,0.8398911345826165,pass,0.02671404573998054,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J014,LHand,LPinky1,excluded_distal,pass,pass,pass,pass,pass,2.902126188232956e-14,pass,pass,1.7326021961147882,pass,0.11207279969284585,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J015,LPinky1,LPinky2,excluded_distal,pass,pass,pass,pass,pass,2.961346863844285e-14,pass,pass,2.040003100254256,pass,0.13025697828489655,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J016,LPinky2,LPinky3,excluded_distal,pass,pass,pass,pass,pass,2.8681453900569965e-14,pass,pass,0.8500020411832111,pass,0.054271896983023725,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J017,LHand,LRing1,excluded_distal,pass,pass,pass,pass,pass,2.6439685960279353e-14,pass,pass,1.686904905144313,pass,0.07725519853557958,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J018,LRing1,LRing2,excluded_distal,pass,pass,pass,pass,pass,3.0830811639579605e-14,pass,pass,1.9916211567100108,pass,0.09227555391043052,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J019,LRing2,LRing3,excluded_distal,pass,pass,pass,pass,pass,2.7379189323770216e-14,pass,pass,0.829839870509987,pass,0.03844745860587034,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J020,LThigh,LShin,core_candidate,pass,pass,pass,pass,pass,2.9680576683629104e-14,pass,pass,2.082742697440791,pass,0.15977862727508862,allow_filter,shin core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J021,Chest,LShoulder,core_candidate,pass,pass,pass,pass,pass,2.3601888884130854e-14,pass,pass,0.5899388959966426,pass,0.07109853125635897,allow_filter,shoulder core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J022,671,LThigh,core_candidate,pass,pass,pass,pass,pass,2.9518732253118603e-14,pass,pass,2.0610527513526717,pass,0.08270132069206995,allow_filter,Defensible Motive hip/top-segment-to-thigh link: asset-name-labeled Motive hip/top skeleton segment (`671`); Motive documents this as the skeleton hip; export naming may follow Asset Hip Name
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J023,LHand,LThumb1,excluded_distal,pass,pass,pass,pass,pass,3.0608926330696417e-14,pass,pass,1.687759039144652,pass,0.19166760839127828,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J024,LThumb1,LThumb2,excluded_distal,pass,pass,pass,pass,pass,3.107159544389905e-14,pass,pass,0.7504283429265246,pass,0.11423284868948354,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J025,LThumb2,LThumb3,excluded_distal,pass,pass,pass,pass,pass,3.1289550905669986e-14,pass,pass,0.5000024807537186,pass,0.11423393500133087,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J026,LFoot,LToe,excluded_toe,pass,pass,pass,pass,pass,2.1841888126938482e-14,pass,pass,0.33620730556478373,pass,0.033725257614008304,excluded_from_analysis,toe link excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J027,LShoulder,LUArm,core_candidate,pass,pass,pass,pass,pass,3.3384449725770107e-14,pass,pass,1.9054143446532428,pass,0.15709932498629278,allow_filter,upper arm core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J028,Chest,Neck,core_candidate,pass,pass,pass,pass,pass,2.294827382343176e-14,pass,pass,0.8157890300103873,pass,0.0471143259497922,allow_filter,head/neck core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J029,RUArm,RFArm,core_candidate,pass,pass,pass,pass,pass,3.4286289696031525e-14,pass,pass,2.541701485604626,pass,0.2390220693695212,allow_filter,forearm core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J030,RShin,RFoot,core_candidate,pass,pass,pass,pass,pass,2.3446104877401493e-14,pass,pass,1.220569952091624,pass,0.1432424494274124,allow_filter,foot core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J031,RFArm,RHand,core_candidate,pass,pass,pass,pass,pass,3.0308286977663585e-14,pass,pass,1.8659456004250767,pass,0.30101351538617205,allow_filter,hand core candidate (provisional V0)
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J032,RHand,RIndex1,excluded_distal,pass,pass,pass,pass,pass,2.9443893675487304e-14,pass,pass,1.7524326008615128,pass,0.1161095657070562,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J033,RIndex1,RIndex2,excluded_distal,pass,pass,pass,pass,pass,2.8268633315967743e-14,pass,pass,2.040002420981819,pass,0.07868991482964625,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J034,RIndex2,RIndex3,excluded_distal,pass,pass,pass,pass,pass,2.5425526022437302e-14,pass,pass,0.8500025268742907,pass,0.03278881288255277,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J035,RHand,RMiddle1,excluded_distal,pass,pass,pass,pass,pass,2.6643273936201453e-14,pass,pass,1.5526471572157163,pass,0.08387339875988756,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J036,RMiddle1,RMiddle2,excluded_distal,pass,pass,pass,pass,pass,2.7791235570412187e-14,pass,pass,1.8372727219719476,pass,0.06594312528908614,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J037,RMiddle2,RMiddle3,excluded_distal,pass,pass,pass,pass,pass,3.004290964811567e-14,pass,pass,0.7655281563715662,pass,0.027476749151884684,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J038,RHand,RPinky1,excluded_distal,pass,pass,pass,pass,pass,3.0281179923340296e-14,pass,pass,1.6395081130230884,pass,0.07954802914555002,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J039,RPinky1,RPinky2,excluded_distal,pass,pass,pass,pass,pass,3.163992509645625e-14,pass,pass,1.9636464728333478,pass,0.09354072381127895,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J040,RPinky2,RPinky3,excluded_distal,pass,pass,pass,pass,pass,2.9324267837792953e-14,pass,pass,0.8181876316351067,pass,0.038976181881680914,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J041,RHand,RRing1,excluded_distal,pass,pass,pass,pass,pass,2.9987802545255917e-14,pass,pass,1.4325152033971642,pass,0.07421131824155286,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J042,RRing1,RRing2,excluded_distal,pass,pass,pass,pass,pass,2.9890277696604645e-14,pass,pass,1.6747379642320273,pass,0.07811643041947285,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J043,RRing2,RRing3,excluded_distal,pass,pass,pass,pass,pass,3.0596888792427354e-14,pass,pass,0.697808664185894,pass,0.03254841481575724,excluded_from_analysis,distal finger chain excluded from likely V0 analysis set
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J044,RThigh,RShin,core_candidate,pass,pass,pass,pass,pass,2.7608796982754315e-14,pass,pass,2.2703140915371463,pass,0.12855590403788653,allow_filter,shin core candidate
671_T1_P1_R2,671_T1_P1_R2_Take_2026-01-06_03.57.12_PM_003,Core + Passive Fingers (54),J045,Chest,RShoulder,core_candidate,pass,pass,pass,pass,pass,2.427012840769616e-14,pass,pass,0.7166373884151556,pass,0.12097568529326116,allow_filter,shoulder core candidate
