source_layer,qc_type,severity,reason,joint_family,mapping_source,mapping_confidence,template_mapping_status,feature_scope,n_events
layer1,edge_effect,caution,SEGMENT_SWAP;EDGE_EFFECT,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,8
layer1,frame_status,caution,SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,132
layer1,frame_status,caution,SEGMENT_SWAP;EDGE_EFFECT,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,8
layer1,frame_status,exclude,GAP_GE_0P5;SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,225
layer1,gaps_over_0p5,exclude,GAP_GE_0P5;SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,1
layer1,marker_gap_0p5,exclude,GAP_GE_0P5;SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,225
layer1,segment_length_violation,moderate,segment_length_violation,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,2
layer1,segment_swap,caution,SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,133
layer1,segment_swap,caution,SEGMENT_SWAP;EDGE_EFFECT,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,9
layer1,segment_swap,exclude,GAP_GE_0P5;SEGMENT_SWAP,unknown,unmapped,unmapped,missing_datadescriptions_fallback_to_heuristic,,225
layer2,link_usability,info,manual_review_required,unknown,not_applicable,n/a,not_applicable,review_provisional,501
layer2,link_usability,info,manual_review_required,trunk_chest,not_applicable,n/a,not_applicable,review_provisional,501
layer2,link_usability,info,allow_filter,head_neck,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter_with_warning,left_elbow_forearm,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter,left_shank_ankle,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,block_filter,left_wrist_hand,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,allow_filter,left_thigh_knee,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_toe,501
layer2,link_usability,info,allow_filter,left_shoulder_arm,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter,trunk_chest,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter_with_warning,right_elbow_forearm,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter,right_shank_ankle,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter,right_wrist_hand,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,allow_filter,right_thigh_knee,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,501
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_toe,501
layer2,link_usability,info,allow_filter,right_shoulder_arm,not_applicable,n/a,not_applicable,core_candidate,501
