joint_id,parent_bone,child_bone,link_group,core_candidate,excluded_candidate,total_frames,max_frame_to_frame_jump,p95_frame_to_frame_jump,p99_frame_to_frame_jump,large_jump_count,large_jump_percent,first_large_jump_frame,jump_status,stage08_may_proceed_for_link
J002,671,Ab,review_provisional,False,False,30235,0.03418408527431828,0.007722454277244833,0.015698296410762806,0,0.0,,pass,True
J003,Ab,Chest,review_provisional,False,False,30235,0.03442619870691832,0.008597610310857673,0.016341091652410673,0,0.0,,pass,True
J004,Neck,Head,core_candidate,True,False,30235,0.047113526630867285,0.014397379846740263,0.02091220236339422,0,0.0,,pass,True
J005,LUArm,LFArm,core_candidate,True,False,30235,0.22667892391946023,0.08134199433415458,0.11884410143000776,0,0.0,,pass,True
J006,LShin,LFoot,core_candidate,True,False,30235,0.16404545643503174,0.02051553106447563,0.038179379972955105,0,0.0,,pass,True
J007,LFArm,LHand,core_candidate,True,False,30235,0.358889677088691,0.09427831229682151,0.16801632120014337,0,0.0,,pass,True
J008,LHand,LIndex1,excluded,False,True,30235,0.08203587261229282,0.019714223001496087,0.031070539893898543,0,0.0,,pass,True
J009,LIndex1,LIndex2,excluded,False,True,30235,0.0697306983207129,0.018806145227344858,0.030629001779942915,0,0.0,,pass,True
J010,LIndex2,LIndex3,excluded,False,True,30235,0.02905656248542907,0.007836786226286014,0.01276105747759867,0,0.0,,pass,True
J011,LHand,LMiddle1,excluded,False,True,30235,0.05558784416087102,0.020666381178794317,0.03138334536076322,0,0.0,,pass,True
J012,LMiddle1,LMiddle2,excluded,False,True,30235,0.06411364628921412,0.022092387307155438,0.035372965983477306,0,0.0,,pass,True
J013,LMiddle2,LMiddle3,excluded,False,True,30235,0.02671404573998054,0.009204616894530209,0.014738531724572977,0,0.0,,pass,True
J014,LHand,LPinky1,excluded,False,True,30235,0.11207279969284585,0.03775728726793445,0.06045417194559462,0,0.0,,pass,True
J015,LPinky1,LPinky2,excluded,False,True,30235,0.13025697828489655,0.043015202909106647,0.0700809246177307,0,0.0,,pass,True
J016,LPinky2,LPinky3,excluded,False,True,30235,0.054271896983023725,0.01792195980552293,0.0292002910725119,0,0.0,,pass,True
J017,LHand,LRing1,excluded,False,True,30235,0.07725519853557958,0.02823172157118796,0.04281552287384461,0,0.0,,pass,True
J018,LRing1,LRing2,excluded,False,True,30235,0.09227555391043052,0.03212120907818293,0.04992983688607743,0,0.0,,pass,True
J019,LRing2,LRing3,excluded,False,True,30235,0.03844745860587034,0.013383517095253084,0.020804264090264802,0,0.0,,pass,True
J020,LThigh,LShin,core_candidate,True,False,30235,0.15977862727508862,0.01899152249902405,0.04225151111974597,0,0.0,,pass,True
J021,Chest,LShoulder,core_candidate,True,False,30235,0.07109853125635897,0.017574746775963684,0.026696930516719557,0,0.0,,pass,True
J022,671,LThigh,core_candidate,True,False,30235,0.08270132069206995,0.01678728050932304,0.026799610036981236,0,0.0,,pass,True
J023,LHand,LThumb1,excluded,False,True,30235,0.19166760839127828,0.019625497899802037,0.03678174638839675,0,0.0,,pass,True
J024,LThumb1,LThumb2,excluded,False,True,30235,0.11423284868948354,0.014652354154981574,0.028139382321155464,0,0.0,,pass,True
J025,LThumb2,LThumb3,excluded,False,True,30235,0.11423393500133087,0.014654576758094276,0.028136917820504318,0,0.0,,pass,True
J026,LFoot,LToe,excluded,False,True,30235,0.033725257614008304,0.004124028708825884,0.00845110769083035,0,0.0,,pass,True
J027,LShoulder,LUArm,core_candidate,True,False,30235,0.15709932498629278,0.04398838198836889,0.06841293651017649,0,0.0,,pass,True
J028,Chest,Neck,core_candidate,True,False,30235,0.0471143259497922,0.014398183536852946,0.02091145136127375,0,0.0,,pass,True
J029,RUArm,RFArm,core_candidate,True,False,30235,0.2390220693695212,0.06232097843175635,0.10516603182654434,0,0.0,,pass,True
J030,RShin,RFoot,core_candidate,True,False,30235,0.1432424494274124,0.019736551564490196,0.046998097100439486,0,0.0,,pass,True
J031,RFArm,RHand,core_candidate,True,False,30235,0.30101351538617205,0.060848614907036816,0.10906185047194268,0,0.0,,pass,True
J032,RHand,RIndex1,excluded,False,True,30235,0.1161095657070562,0.01703268588023685,0.02496408592089638,0,0.0,,pass,True
J033,RIndex1,RIndex2,excluded,False,True,30235,0.07868991482964625,0.015837326776927327,0.02516154958491913,0,0.0,,pass,True
