session_key,frame_start,frame_end,duration_frames,duration_seconds,gap_policy,export_scope,total_frames,gap_0p5_percent,gap_0p2_percent,gap_0p2_counted_in_burden,artifact_sigma_percent,segment_swap_percent,overall_raw_qc_status,layer2_core_usable_percent,layer2_review_usable_percent,layer2_excluded_usable_percent,n_layer1_display_events,n_layer2_display_events,n_unmapped_markers,n_unmapped_events,mapping_version,mapping_source,template_mapping_status
671_T1_P1_R1,1000,1500,501,4.175,strict,all_non_excluded,501,44.9102,0.0,True,0.0,72.8543,exclude_burden,93.75,0.0,0.0,592,18537,2,968,session_datadescriptions_unverified_v0,session_datadescriptions_optional,session_datadescriptions_used_unverified
