session_key,frame_start,frame_end,duration_frames,duration_seconds,gap_policy,export_scope,total_frames,gap_0p5_percent,gap_0p2_percent,gap_0p2_counted_in_burden,artifact_sigma_percent,segment_swap_percent,overall_raw_qc_status,layer2_core_usable_percent,layer2_review_usable_percent,layer2_excluded_usable_percent,n_layer1_display_events,n_layer2_display_events,n_unmapped_markers,n_unmapped_events,mapping_version,mapping_source,template_mapping_status
671_T1_P1_R1,16000,17000,1001,8.3417,strict,core_candidate,1001,20.7792,22.0779,True,1.1988,1.998,exclude_burden,92.9883,0.0,0.0,25,37037,1,417,heuristic_v0,marker_name_heuristic,missing_datadescriptions_fallback_to_heuristic
