session_id,run_label,skeleton_template,frame_count,sampling_rate_hz,stage03_timing_status,stage04_file_status,stage05_file_status,stage06_file_status,stage07_file_status,stage08_authorization_status,notes
671_T3_P1_R1,671_T3_P1_R1_Take_2026-02-03_08.05.01_PM_000,Biomech (57),31674,120.00480019200238,pass,pass,pass,pass,fail,review_required,J004 (LUArm→LFArm): jump fail (max jump=1.3332 rad); J006 (LFArm→LHand): jump fail (max jump=1.44974 rad); J031 (RFArm→RHand): jump fail (max jump=1.73994 rad); J007 (LHand→LIndex1) [excluded]: jump fail (max jump=1.68196 rad; non-blocking unless core); J008 (LIndex1→LIndex2) [excluded]: jump fail (max jump=2.00682 rad; non-blocking unless core)
