joint_id,parent_bone,child_bone,link_group,core_candidate,excluded_candidate,total_frames,max_frame_to_frame_jump,p95_frame_to_frame_jump,p99_frame_to_frame_jump,large_jump_count,large_jump_percent,first_large_jump_frame,jump_status,stage08_may_proceed_for_link
J001,T3_671,Ab,review_provisional,False,False,31674,0.017239832092369633,0.005261834960608995,0.009570641104627582,0,0.0,,pass,True
J002,Spine4,Chest,review_provisional,False,False,31674,0.019234186445023376,0.005938305613643598,0.010156729523764606,0,0.0,,pass,True
J003,Neck2,Head,core_candidate,True,False,31674,0.17175497685265578,0.00897371813796108,0.013314328741390864,0,0.0,,pass,True
J004,LUArm,LFArm,core_candidate,True,False,31674,1.3331956407914098,0.10371775228860754,0.1990557764354747,1,0.003157263284185268,18914.0,fail,True
J005,LShin,LFoot,core_candidate,True,False,31674,0.16357349659181483,0.022229366374812178,0.044776038985944205,0,0.0,,pass,True
J006,LFArm,LHand,core_candidate,True,False,31674,1.4497434147009356,0.08430364327763587,0.1545748110277196,1,0.003157263284185268,18914.0,fail,True
J007,LHand,LIndex1,excluded,False,True,31674,1.6819577328661888,0.02651487071787343,0.04698177864456807,2,0.006314526568370536,18914.0,fail,True
J008,LIndex1,LIndex2,excluded,False,True,31674,2.0068197335255222,0.022695562342235874,0.04413788603858689,2,0.006314526568370536,18914.0,fail,True
J009,LIndex2,LIndex3,excluded,False,True,31674,0.8361732123135457,0.009455746671584058,0.01838999586021971,1,0.003157263284185268,26397.0,warning,True
J010,LHand,LMiddle1,excluded,False,True,31674,1.081783432611202,0.024050835172438483,0.04255768728342372,1,0.003157263284185268,26397.0,fail,True
J011,LMiddle1,LMiddle2,excluded,False,True,31674,1.2857605329342323,0.020058094403076043,0.0363586955147912,2,0.006314526568370536,18914.0,fail,True
J012,LMiddle2,LMiddle3,excluded,False,True,31674,0.5357332993038284,0.008358652863348952,0.015148015632321913,1,0.003157263284185268,26397.0,warning,True
J013,LHand,LPinky1,excluded,False,True,31674,0.316283552452841,0.03006757752659293,0.0471198330839587,0,0.0,,pass,True
J014,LPinky1,LPinky2,excluded,False,True,31674,0.15204231067896679,0.024470172887501435,0.037619959735512555,0,0.0,,pass,True
J015,LPinky2,LPinky3,excluded,False,True,31674,0.06335307857506485,0.010195660323434554,0.01567675428969113,0,0.0,,pass,True
J016,LHand,LRing1,excluded,False,True,31674,0.4910572966916014,0.025362627999146903,0.04275046840686508,0,0.0,,pass,True
J017,LRing1,LRing2,excluded,False,True,31674,0.5690148514236942,0.021156302271319385,0.03329624428055717,1,0.003157263284185268,26397.0,warning,True
J018,LRing2,LRing3,excluded,False,True,31674,0.2370925608926849,0.008815432742304027,0.01387309664390789,0,0.0,,pass,True
J019,LThigh,LShin,core_candidate,True,False,31674,0.14439194548406606,0.020375915871893795,0.046554838199728985,0,0.0,,pass,True
J020,Chest,LShoulder,core_candidate,True,False,31674,0.10848593743854834,0.01866034853800192,0.03155096705358756,0,0.0,,pass,True
J021,T3_671,LThigh,core_candidate,True,False,31674,0.14518390213661497,0.021348760501193144,0.03918026866542704,0,0.0,,pass,True
J022,LHand,LThumb1,excluded,False,True,31674,0.9729141046152449,0.02671772299659674,0.05767809064757692,1,0.003157263284185268,26397.0,warning,True
J023,LThumb1,LThumb2,excluded,False,True,31674,0.3789674118319995,0.020428450051296274,0.046283333563046744,0,0.0,,pass,True
J024,LThumb2,LThumb3,excluded,False,True,31674,0.37896707228593846,0.020430181295590447,0.04628165087793372,0,0.0,,pass,True
J025,LFoot,LToe,excluded,False,True,31674,0.04582253532466346,0.0036746915390063794,0.008874776045724182,0,0.0,,pass,True
J026,LShoulder,LUArm,core_candidate,True,False,31674,0.20368249037888603,0.05289955220236794,0.08518778495509527,0,0.0,,pass,True
J027,Chest,Neck,core_candidate,True,False,31674,0.1727228507763517,0.009003653235738446,0.013337879983132092,0,0.0,,pass,True
J028,Neck,Neck2,review_provisional,False,False,31674,0.17181291074729568,0.008970800846172688,0.013309861348460067,0,0.0,,pass,True
J029,RUArm,RFArm,core_candidate,True,False,31674,0.4737854396791074,0.053041729643632296,0.10891605161470011,0,0.0,,pass,True
J030,RShin,RFoot,core_candidate,True,False,31674,0.17934393317671224,0.02536137496919285,0.07654942764496403,0,0.0,,pass,True
J031,RFArm,RHand,core_candidate,True,False,31674,1.7399371866532016,0.04562858295549131,0.09322086711205475,2,0.006314526568370536,18914.0,fail,True
J032,RHand,RIndex1,excluded,False,True,31674,0.2533858683426951,0.01690518755117671,0.029295596981950472,0,0.0,,pass,True
J033,RIndex1,RIndex2,excluded,False,True,31674,0.09292593379842314,0.015641577632460477,0.027426095100231387,0,0.0,,pass,True
J034,RIndex2,RIndex3,excluded,False,True,31674,0.03872159732547716,0.006516364649260309,0.011425434816193873,0,0.0,,pass,True
J035,RHand,RMiddle1,excluded,False,True,31674,0.4528738604185899,0.01133767067269812,0.020367598401016682,0,0.0,,pass,True
J036,RMiddle1,RMiddle2,excluded,False,True,31674,0.5367883549967615,0.010357398560306713,0.018093601879784323,1,0.003157263284185268,18914.0,warning,True
J037,RMiddle2,RMiddle3,excluded,False,True,31674,0.22366443430490685,0.004315809524940551,0.007538689589516919,0,0.0,,pass,True
J038,RHand,RPinky1,excluded,False,True,31674,1.3715606509458842,0.010747699148256537,0.02264145171966986,2,0.006314526568370536,18914.0,fail,True
J039,RPinky1,RPinky2,excluded,False,True,31674,1.6114445263906478,0.008767063553455218,0.0223494472891198,1,0.003157263284185268,18914.0,fail,True
J040,RPinky2,RPinky3,excluded,False,True,31674,0.671435347895765,0.003652748945655444,0.009312085246467688,1,0.003157263284185268,18914.0,warning,True
J041,RHand,RRing1,excluded,False,True,31674,0.9006162621733773,0.008257825845584517,0.016455534389624635,2,0.006314526568370536,18914.0,warning,True
J042,RRing1,RRing2,excluded,False,True,31674,1.0725045871761347,0.0072653251332119445,0.014468396645970737,1,0.003157263284185268,18914.0,fail,True
J043,RRing2,RRing3,excluded,False,True,31674,0.4468779762639745,0.0030270644310148287,0.006029773761940535,0,0.0,,pass,True
J044,RThigh,RShin,core_candidate,True,False,31674,0.16064382328511684,0.01914362393766012,0.05223153077870598,0,0.0,,pass,True
J045,Chest,RShoulder,core_candidate,True,False,31674,0.16350221204484083,0.01592452390582631,0.027336541196969787,0,0.0,,pass,True
J046,T3_671,RThigh,core_candidate,True,False,31674,0.11072974372276212,0.023384101237055737,0.04276845240822553,0,0.0,,pass,True
J047,RHand,RThumb1,excluded,False,True,31674,0.4999671742907533,0.023834661625459632,0.04912585095411771,0,0.0,,pass,True
J048,RThumb1,RThumb2,excluded,False,True,31674,0.29536383584389647,0.01743854930756369,0.041934453222818996,0,0.0,,pass,True
J049,RThumb2,RThumb3,excluded,False,True,31674,0.2953603465548922,0.0174374624862899,0.04193497275863919,0,0.0,,pass,True
J050,RFoot,RToe,excluded,False,True,31674,0.03522469398724349,0.003864626657093283,0.010929397260450788,0,0.0,,pass,True
J051,RShoulder,RUArm,core_candidate,True,False,31674,0.24565169703803222,0.04662520189950407,0.09016061616000712,0,0.0,,pass,True
J052,Ab,Spine2,review_provisional,False,False,31674,0.019236910017608386,0.005939340715631801,0.010159000681668853,0,0.0,,pass,True
J053,Spine2,Spine3,review_provisional,False,False,31674,0.01923686385809802,0.0059411041350502505,0.010165004678711466,0,0.0,,pass,True
J054,Spine3,Spine4,review_provisional,False,False,31674,0.019238195616176314,0.005939683558808016,0.010159444296757188,0,0.0,,pass,True
