session_id,run_label,frame_start,frame_end,duration_frames,duration_sec,selected_qc_evidence_types,joint_selection_preset,selected_layer2_links,selected_layer2_link_ids,layer1_labeled_marker_source,layer1_total_labeled_markers,layer1_mapped_labeled_markers,layer1_unmapped_labeled_marker_names,unlabeled_marker_policy,layer2_total_links_available,layer2_selected_links_count,datadescriptions_used,mapping_source_summary,n_gap_0p5_events,n_gap_0p2_events,n_artifact_sigma_events,n_segment_swap_events,gap_0p5_flagged_frame_percent,gap_0p2_flagged_frame_percent,artifact_sigma_flagged_frame_percent,segment_swap_flagged_frame_percent,jump_fail_rad_links_frame_percent,block_filter_links_frame_percent
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,15240,961,8.01,artifact_sigma; gap_0p2; gap_0p5; segment_swap,,Neck->Head; LUArm->LFArm; LShin->LFoot; LFArm->LHand; LThigh->LShin; Chest->LShoulder; 671->LThigh; LShoulder->LUArm; Chest->Neck; RUArm->RFArm; RShin->RFoot; RFArm->RHand; RThigh->RShin; Chest->RShoulder; 671->RThigh; RShoulder->RUArm,J004; J005; J006; J007; J020; J021; J022; J027; J028; J029; J030; J031; J044; J045; J046; J051,DataDescriptions + Layer1 event files,54,54,,excluded_from_main_review,51,16,True,54 datadescriptions-mapped; 0 unmapped,2,4,5,2,14.78,11.45,0.52,0.73,J004 Neck->Head: 0.0%; J005 LUArm->LFArm: 0.0%; J006 LShin->LFoot: 0.0%; J007 LFArm->LHand: 0.0%; J020 LThigh->LShin: 0.0%; J021 Chest->LShoulder: 0.0%; J022 671->LThigh: 0.0%; J027 LShoulder->LUArm: 0.0%; J028 Chest->Neck: 0.0%; J029 RUArm->RFArm: 0.0%; J030 RShin->RFoot: 0.0%; J031 RFArm->RHand: 0.0%; J044 RThigh->RShin: 0.0%; J045 Chest->RShoulder: 0.0%; J046 671->RThigh: 0.0%; J051 RShoulder->RUArm: 0.0%,J004 Neck->Head: 0.0%; J005 LUArm->LFArm: 0.0%; J006 LShin->LFoot: 0.0%; J007 LFArm->LHand: 100.0%; J020 LThigh->LShin: 0.0%; J021 Chest->LShoulder: 0.0%; J022 671->LThigh: 0.0%; J027 LShoulder->LUArm: 0.0%; J028 Chest->Neck: 0.0%; J029 RUArm->RFArm: 0.0%; J030 RShin->RFoot: 0.0%; J031 RFArm->RHand: 0.0%; J044 RThigh->RShin: 0.0%; J045 Chest->RShoulder: 0.0%; J046 671->RThigh: 0.0%; J051 RShoulder->RUArm: 0.0%
