session_id,run_label,frame,time_sec,link_id,link_or_joint,joint_family,parent_canonical,child_canonical,selected_for_export,l1_frame_status,l1_frame_flag_gap_0p2,l1_frame_flag_gap_0p5,l1_frame_flag_artifact_sigma,l1_frame_flag_segment_swap,l1_frame_flag_edge_effect,l1_frame_reason,stage07_jump_status,stage07_row_qc_status,stage07_link_qc_status,stage08_policy,stage08_filter_status,stage08_analysis_eligible,stage08_mask_reason,stage08_within_jump_context_window,jump_fail_rad_frame,block_filter_frame
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J004,Neck->Head,head_neck,Neck,Head,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J005,LUArm->LFArm,left_elbow_forearm,LUArm,LFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J006,LShin->LFoot,left_unknown,LShin,LFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J007,LFArm->LHand,left_wrist_hand,LFArm,LHand,True,use,False,False,False,False,False,,fail,pass,fail,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,True
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J020,LThigh->LShin,left_thigh_knee,LThigh,LShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J021,Chest->LShoulder,left_unknown,Chest,LShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J022,671->LThigh,left_unknown,671,LThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J027,LShoulder->LUArm,left_unknown,LShoulder,LUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J028,Chest->Neck,head_neck,Chest,Neck,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J029,RUArm->RFArm,right_elbow_forearm,RUArm,RFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J030,RShin->RFoot,right_unknown,RShin,RFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J031,RFArm->RHand,right_wrist_hand,RFArm,RHand,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J044,RThigh->RShin,right_thigh_knee,RThigh,RShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J045,Chest->RShoulder,right_unknown,Chest,RShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J046,671->RThigh,right_unknown,671,RThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14280,119.0,J051,RShoulder->RUArm,right_unknown,RShoulder,RUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J004,Neck->Head,head_neck,Neck,Head,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J005,LUArm->LFArm,left_elbow_forearm,LUArm,LFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J006,LShin->LFoot,left_unknown,LShin,LFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J007,LFArm->LHand,left_wrist_hand,LFArm,LHand,True,use,False,False,False,False,False,,fail,pass,fail,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,True
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J020,LThigh->LShin,left_thigh_knee,LThigh,LShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J021,Chest->LShoulder,left_unknown,Chest,LShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J022,671->LThigh,left_unknown,671,LThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J027,LShoulder->LUArm,left_unknown,LShoulder,LUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J028,Chest->Neck,head_neck,Chest,Neck,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J029,RUArm->RFArm,right_elbow_forearm,RUArm,RFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J030,RShin->RFoot,right_unknown,RShin,RFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J031,RFArm->RHand,right_wrist_hand,RFArm,RHand,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J044,RThigh->RShin,right_thigh_knee,RThigh,RShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J045,Chest->RShoulder,right_unknown,Chest,RShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J046,671->RThigh,right_unknown,671,RThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14281,119.008333,J051,RShoulder->RUArm,right_unknown,RShoulder,RUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J004,Neck->Head,head_neck,Neck,Head,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J005,LUArm->LFArm,left_elbow_forearm,LUArm,LFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J006,LShin->LFoot,left_unknown,LShin,LFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J007,LFArm->LHand,left_wrist_hand,LFArm,LHand,True,use,False,False,False,False,False,,fail,pass,fail,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,True
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J020,LThigh->LShin,left_thigh_knee,LThigh,LShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J021,Chest->LShoulder,left_unknown,Chest,LShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J022,671->LThigh,left_unknown,671,LThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J027,LShoulder->LUArm,left_unknown,LShoulder,LUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J028,Chest->Neck,head_neck,Chest,Neck,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J029,RUArm->RFArm,right_elbow_forearm,RUArm,RFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J030,RShin->RFoot,right_unknown,RShin,RFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J031,RFArm->RHand,right_wrist_hand,RFArm,RHand,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J044,RThigh->RShin,right_thigh_knee,RThigh,RShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J045,Chest->RShoulder,right_unknown,Chest,RShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J046,671->RThigh,right_unknown,671,RThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14282,119.016667,J051,RShoulder->RUArm,right_unknown,RShoulder,RUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J004,Neck->Head,head_neck,Neck,Head,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J005,LUArm->LFArm,left_elbow_forearm,LUArm,LFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J006,LShin->LFoot,left_unknown,LShin,LFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J007,LFArm->LHand,left_wrist_hand,LFArm,LHand,True,use,False,False,False,False,False,,fail,pass,fail,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,True
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J020,LThigh->LShin,left_thigh_knee,LThigh,LShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J021,Chest->LShoulder,left_unknown,Chest,LShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J022,671->LThigh,left_unknown,671,LThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J027,LShoulder->LUArm,left_unknown,LShoulder,LUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J028,Chest->Neck,head_neck,Chest,Neck,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J029,RUArm->RFArm,right_elbow_forearm,RUArm,RFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J030,RShin->RFoot,right_unknown,RShin,RFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J031,RFArm->RHand,right_wrist_hand,RFArm,RHand,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J044,RThigh->RShin,right_thigh_knee,RThigh,RShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J045,Chest->RShoulder,right_unknown,Chest,RShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J046,671->RThigh,right_unknown,671,RThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14283,119.025,J051,RShoulder->RUArm,right_unknown,RShoulder,RUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J004,Neck->Head,head_neck,Neck,Head,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J005,LUArm->LFArm,left_elbow_forearm,LUArm,LFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J006,LShin->LFoot,left_unknown,LShin,LFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J007,LFArm->LHand,left_wrist_hand,LFArm,LHand,True,use,False,False,False,False,False,,fail,pass,fail,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,True
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J020,LThigh->LShin,left_thigh_knee,LThigh,LShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J021,Chest->LShoulder,left_unknown,Chest,LShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J022,671->LThigh,left_unknown,671,LThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J027,LShoulder->LUArm,left_unknown,LShoulder,LUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J028,Chest->Neck,head_neck,Chest,Neck,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J029,RUArm->RFArm,right_elbow_forearm,RUArm,RFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J030,RShin->RFoot,right_unknown,RShin,RFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J031,RFArm->RHand,right_wrist_hand,RFArm,RHand,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J044,RThigh->RShin,right_thigh_knee,RThigh,RShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J045,Chest->RShoulder,right_unknown,Chest,RShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J046,671->RThigh,right_unknown,671,RThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14284,119.033333,J051,RShoulder->RUArm,right_unknown,RShoulder,RUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J004,Neck->Head,head_neck,Neck,Head,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J005,LUArm->LFArm,left_elbow_forearm,LUArm,LFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J006,LShin->LFoot,left_unknown,LShin,LFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J007,LFArm->LHand,left_wrist_hand,LFArm,LHand,True,use,False,False,False,False,False,,fail,pass,fail,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,True
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J020,LThigh->LShin,left_thigh_knee,LThigh,LShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J021,Chest->LShoulder,left_unknown,Chest,LShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J022,671->LThigh,left_unknown,671,LThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J027,LShoulder->LUArm,left_unknown,LShoulder,LUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J028,Chest->Neck,head_neck,Chest,Neck,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J029,RUArm->RFArm,right_elbow_forearm,RUArm,RFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J030,RShin->RFoot,right_unknown,RShin,RFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J031,RFArm->RHand,right_wrist_hand,RFArm,RHand,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J044,RThigh->RShin,right_thigh_knee,RThigh,RShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J045,Chest->RShoulder,right_unknown,Chest,RShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J046,671->RThigh,right_unknown,671,RThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14285,119.041667,J051,RShoulder->RUArm,right_unknown,RShoulder,RUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J004,Neck->Head,head_neck,Neck,Head,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J005,LUArm->LFArm,left_elbow_forearm,LUArm,LFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J006,LShin->LFoot,left_unknown,LShin,LFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J007,LFArm->LHand,left_wrist_hand,LFArm,LHand,True,use,False,False,False,False,False,,fail,pass,fail,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,True
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J020,LThigh->LShin,left_thigh_knee,LThigh,LShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J021,Chest->LShoulder,left_unknown,Chest,LShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J022,671->LThigh,left_unknown,671,LThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J027,LShoulder->LUArm,left_unknown,LShoulder,LUArm,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J028,Chest->Neck,head_neck,Chest,Neck,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J029,RUArm->RFArm,right_elbow_forearm,RUArm,RFArm,True,use,False,False,False,False,False,,warning,pass,warning,allow_filter_with_warning,filtered_but_jump_context_masked,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J030,RShin->RFoot,right_unknown,RShin,RFoot,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J031,RFArm->RHand,right_wrist_hand,RFArm,RHand,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J044,RThigh->RShin,right_thigh_knee,RThigh,RShin,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J045,Chest->RShoulder,right_unknown,Chest,RShoulder,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,14286,119.05,J046,671->RThigh,right_unknown,671,RThigh,True,use,False,False,False,False,False,,pass,pass,pass,allow_filter,pass,True,,False,False,False
