source_bone_name,canonical_bone_name,total_frames,sign_flip_count,min_consecutive_dot,post_correction_valid
671:671,671,30356,0,0.9993955211879999,True
671:Ab,Ab,30356,0,0.9995650463619999,True
671:Chest,Chest,30356,0,0.999132021546,True
671:Head,Head,30356,0,0.9991919331620001,True
671:LFArm,LFArm,30356,0,0.981877598047,True
671:LFoot,LFoot,30356,0,0.997493043158,True
671:LHand,LHand,30356,0,0.969399252526,True
671:LIndex1,LIndex1,30356,0,0.9677458697089999,True
671:LIndex2,LIndex2,30356,0,0.9657376597089999,True
671:LIndex3,LIndex3,30356,0,0.9648457815209999,True
671:LMiddle1,LMiddle1,30356,0,0.9684185203760001,True
671:LMiddle2,LMiddle2,30356,0,0.9676757351629999,True
671:LMiddle3,LMiddle3,30356,0,0.967357194561,True
671:LPinky1,LPinky1,30356,0,0.9690141666739999,True
671:LPinky2,LPinky2,30356,0,0.970002954518,True
671:LPinky3,LPinky3,30356,0,0.970383191621,True
671:LRing1,LRing1,30356,0,0.9687657412580001,True
671:LRing2,LRing2,30356,0,0.969027807322,True
671:LRing3,LRing3,30356,0,0.9691351088350001,True
671:LShin,LShin,30356,0,0.998341770779,True
671:LShoulder,LShoulder,30356,0,0.9985149968920001,True
671:LThigh,LThigh,30356,0,0.999183331694,True
671:LThumb1,LThumb1,30356,0,0.867043859866,True
671:LThumb2,LThumb2,30356,0,0.8120175618459998,True
671:LThumb3,LThumb3,30356,0,0.7218449545319999,True
671:LToe,LToe,30356,0,0.997207799568,True
671:LUArm,LUArm,30356,0,0.9946491516639999,True
671:Neck,Neck,30356,0,0.9996678021959999,True
671:RFArm,RFArm,30356,0,0.946796062225,True
671:RFoot,RFoot,30356,0,0.994523941289,True
671:RHand,RHand,30356,0,0.973337774989,True
671:RIndex1,RIndex1,30356,0,0.773397485699,True
671:RIndex2,RIndex2,30356,13049,0.08971544526999997,True
671:RIndex3,RIndex3,30356,13049,0.47639499911500005,True
671:RMiddle1,RMiddle1,30356,0,0.8823545872709999,True
671:RMiddle2,RMiddle2,30356,0,0.32195111401,True
671:RMiddle3,RMiddle3,30356,0,0.013463850921999998,True
671:RPinky1,RPinky1,30356,0,0.9721468927279999,True
671:RPinky2,RPinky2,30356,0,0.9201804474699999,True
671:RPinky3,RPinky3,30356,0,0.8664916879260001,True
671:RRing1,RRing1,30356,0,0.956559508552,True
671:RRing2,RRing2,30356,0,0.68355339093,True
671:RRing3,RRing3,30356,0,0.508734844578,True
671:RShin,RShin,30356,0,0.9987603727980001,True
671:RShoulder,RShoulder,30356,0,0.9987434699329999,True
671:RThigh,RThigh,30356,0,0.998713570484,True
671:RThumb1,RThumb1,30356,0,0.969799062605,True
671:RThumb2,RThumb2,30356,0,0.9692090934370001,True
671:RThumb3,RThumb3,30356,0,0.96852150511,True
671:RToe,RToe,30356,0,0.994063524552,True
671:RUArm,RUArm,30356,0,0.993002263227,True
