event_id,marker_name,body_region_group,method,start_frame,end_frame,start_time_s,end_time_s,duration_frames,duration_seconds,event_class,severity,near_gap,methods_in_event,peak_metric_value
E000001,RHandIn__RHandOut,wrist_hand,segment_length_violation,1227,1237,10.225,10.308333,11,0.091667,sustained,moderate,False,segment_length_violation,0.135061
E000002,RHandIn__RHandOut,wrist_hand,segment_length_violation,1243,1272,10.358333,10.6,30,0.25,sustained,moderate,False,segment_length_violation,0.135027
E000003,RHandIn__RHandOut,wrist_hand,segment_length_violation,14585,14606,121.541667,121.716667,22,0.183333,sustained,severe,False,segment_length_violation,0.260603
E000004,RHandIn__RHandOut,wrist_hand,segment_length_violation,14615,14884,121.791667,124.033333,270,2.25,sustained,moderate,False,segment_length_violation,0.143357
E000005,RHandIn__RHandOut,wrist_hand,segment_length_violation,14891,14897,124.091667,124.141667,7,0.058333,sustained,moderate,False,segment_length_violation,0.139272
E000006,RHandIn__RHandOut,wrist_hand,segment_length_violation,17434,17438,145.283333,145.316667,5,0.041667,short_burst,moderate,False,segment_length_violation,0.091578
E000007,RHandIn__RHandOut,wrist_hand,segment_length_violation,17804,17805,148.366667,148.375,2,0.016667,short_burst,moderate,False,segment_length_violation,0.134382
E000008,RHandIn__RHandOut,wrist_hand,segment_length_violation,17870,17870,148.916667,148.916667,1,0.008333,single_frame,moderate,False,segment_length_violation,0.133561
E000009,RHandIn__RHandOut,wrist_hand,segment_length_violation,20352,20359,169.6,169.658333,8,0.066667,sustained,moderate,False,segment_length_violation,0.090956
E000010,RHandIn__RHandOut,wrist_hand,segment_length_violation,20363,20363,169.691667,169.691667,1,0.008333,single_frame,moderate,False,segment_length_violation,0.141205
E000011,RHandIn__RHandOut,wrist_hand,segment_length_violation,20783,20795,173.191667,173.291667,13,0.108333,sustained,moderate,False,segment_length_violation,0.14937
E000012,RHandIn__RHandOut,wrist_hand,segment_length_violation,23199,23200,193.325,193.333333,2,0.016667,short_burst,moderate,False,segment_length_violation,0.137208
E000013,RHandIn__RHandOut,wrist_hand,segment_length_violation,28744,28745,239.533333,239.541667,2,0.016667,short_burst,moderate,False,segment_length_violation,0.142684
E000014,RHandIn__RHandOut,wrist_hand,segment_length_violation,28886,28886,240.716667,240.716667,1,0.008333,single_frame,moderate,False,segment_length_violation,0.138927
E000015,RHandIn__RHandOut,wrist_hand,segment_length_violation,29508,29509,245.9,245.908333,2,0.016667,short_burst,moderate,False,segment_length_violation,0.138619
E000016,RHandIn__RHandOut,wrist_hand,segment_length_violation,29693,29694,247.441667,247.45,2,0.016667,short_burst,moderate,False,segment_length_violation,0.137827
E000017,LHandIn__LHandOut,wrist_hand,segment_length_violation,4449,4451,37.075,37.091667,3,0.025,short_burst,moderate,False,segment_length_violation,0.1421
E000018,LHandIn__LHandOut,wrist_hand,segment_length_violation,14523,14526,121.025,121.05,4,0.033333,short_burst,moderate,False,segment_length_violation,0.146855
E000019,LHandIn__LHandOut,wrist_hand,segment_length_violation,14789,14795,123.241667,123.291667,7,0.058333,sustained,moderate,False,segment_length_violation,0.146568
E000020,LHandIn__LHandOut,wrist_hand,segment_length_violation,15017,15017,125.141667,125.141667,1,0.008333,single_frame,moderate,False,segment_length_violation,0.139034
E000021,LHandIn__LHandOut,wrist_hand,segment_length_violation,17186,17195,143.216667,143.291667,10,0.083333,sustained,moderate,False,segment_length_violation,0.157395
E000022,LHandIn__LHandOut,wrist_hand,segment_length_violation,17773,17780,148.108333,148.166667,8,0.066667,sustained,moderate,False,segment_length_violation,0.153358
E000023,LHandIn__LHandOut,wrist_hand,segment_length_violation,19785,19787,164.875,164.891667,3,0.025,short_burst,moderate,False,segment_length_violation,0.140983
E000024,LHandIn__LHandOut,wrist_hand,segment_length_violation,25144,25144,209.533333,209.533333,1,0.008333,single_frame,moderate,False,segment_length_violation,0.149491
E000025,LHandIn__LHandOut,wrist_hand,segment_length_violation,27854,27856,232.116667,232.133333,3,0.025,short_burst,moderate,False,segment_length_violation,0.148265
E000026,LHandIn__LHandOut,wrist_hand,segment_length_violation,29825,29826,248.541667,248.55,2,0.016667,short_burst,moderate,False,segment_length_violation,0.08845
E000027,LHandIn__LWristOut,wrist_hand,segment_length_violation,4449,4451,37.075,37.091667,3,0.025,short_burst,moderate,False,segment_length_violation,0.202253
E000028,LHandIn__LWristOut,wrist_hand,segment_length_violation,14792,14795,123.266667,123.291667,4,0.033333,short_burst,moderate,False,segment_length_violation,0.199745
E000029,LHandIn__LWristOut,wrist_hand,segment_length_violation,17187,17194,143.225,143.283333,8,0.066667,sustained,moderate,False,segment_length_violation,0.20542
E000030,LHandIn__LWristOut,wrist_hand,segment_length_violation,20813,20817,173.441667,173.475,5,0.041667,short_burst,moderate,False,segment_length_violation,0.136718
E000031,671:LShoulderBack,torso_chest_back,velocity_mad,7604,7604,63.366667,63.366667,1,0.008333,single_frame,severe,False,velocity_mad,3.753628
E000032,671:LShoulderBack,torso_chest_back,velocity_mad,19341,19341,161.175,161.175,1,0.008333,single_frame,minor,False,velocity_mad,1.742949
E000033,671:LShoulderBack,torso_chest_back,velocity_mad,19346,19346,161.216667,161.216667,1,0.008333,single_frame,minor,False,velocity_mad,1.775714
E000034,671:LShoulderBack,torso_chest_back,velocity_mad,28699,28699,239.158333,239.158333,1,0.008333,single_frame,minor,False,velocity_mad,1.815355
E000035,671:LShoulderBack,torso_chest_back,velocity_mad,28703,28703,239.191667,239.191667,1,0.008333,single_frame,minor,False,velocity_mad,1.898074
E000036,671:LShoulderBack,torso_chest_back,velocity_mad,28705,28705,239.208333,239.208333,1,0.008333,single_frame,minor,False,velocity_mad,1.874601
E000037,671:LHandIn,wrist_hand,velocity_mad,14483,14483,120.691667,120.691667,1,0.008333,single_frame,moderate,False,velocity_mad,7.602661
E000038,671:LHandIn,wrist_hand,velocity_mad,14800,14800,123.333333,123.333333,1,0.008333,single_frame,moderate,False,velocity_mad,7.572803
E000039,671:LHandIn,wrist_hand,velocity_mad,17196,17196,143.3,143.3,1,0.008333,single_frame,minor,False,velocity_mad,6.086512
E000040,671:LHandIn,wrist_hand,velocity_mad,18607,18607,155.058333,155.058333,1,0.008333,single_frame,moderate,False,velocity_mad,7.418678
E000041,671:LHandIn,wrist_hand,velocity_mad,29237,29237,243.641667,243.641667,1,0.008333,single_frame,minor,False,velocity_mad,5.788187
