participant_id,session_id,timepoint,part_id,repetition_id,source_file,start_frame,end_frame,time_sec,end_time_sec,gap_flag,jump_flag,swap_candidate_flag,artifact_flag,unlabeled_burden_flag,marker_set_id,marker_set_mismatch_or_prefix_change_flag,dominant_reason,affected_markers,affected_marker_count
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,944,951,7.8667,7.925,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,952,1226,7.9333,10.2167,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop;671:WaistLFront,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,1227,1237,10.225,10.3083,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop;671:WaistLFront;RHandIn__RHandOut,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,1238,1242,10.3167,10.35,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop;671:WaistLFront,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,1243,1272,10.3583,10.6,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop;671:WaistLFront;RHandIn__RHandOut,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,1273,1508,10.6083,12.5667,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop;671:WaistLFront,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,1509,1516,12.575,12.6333,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,4401,4425,36.675,36.875,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:LFArm;671:RFArm,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,4449,4451,37.075,37.0917,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,LHandIn__LHandOut;LHandIn__LWristOut,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,5010,5017,41.75,41.8083,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,5018,5676,41.8167,47.3,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LShoulderTop,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,5677,5684,47.3083,47.3667,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,6994,7017,58.2833,58.475,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:RHandIn,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,7604,7604,63.3667,63.3667,False,False,False,True,False,f843d515a491ec5b,False,artifact_sigma,671:LShoulderBack,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,11955,11962,99.625,99.6833,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,11963,12087,99.6917,100.725,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:RHandIn,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,12088,12095,100.7333,100.7917,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14161,14201,118.0083,118.3417,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:LFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14222,14229,118.5167,118.575,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,671:RHandIn,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14230,14267,118.5833,118.8917,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm;671:RHandIn,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14268,14316,118.9,119.3,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm;671:RFArm,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14317,14338,119.3083,119.4833,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14339,14340,119.4917,119.5,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14341,14365,119.5083,119.7083,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:ChestLow;671:LFArm,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14368,14375,119.7333,119.7917,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,671:LFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14376,14381,119.8,119.8417,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14382,14421,119.85,120.175,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm;671:RFArm,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14422,14424,120.1833,120.2,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm;671:RFArm,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14425,14463,120.2083,120.525,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm;671:RFArm,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14464,14482,120.5333,120.6833,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14483,14483,120.6917,120.6917,True,False,False,True,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm;671:LHandIn,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14484,14513,120.7,120.9417,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14514,14521,120.95,121.0083,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14523,14525,121.025,121.0417,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,671:ChestLow;LHandIn__LHandOut,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14526,14526,121.05,121.05,False,False,True,True,False,f843d515a491ec5b,False,segment_swap,671:ChestLow;671:LHandOut;LHandIn__LHandOut,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14527,14528,121.0583,121.0667,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,ChestLow__ChestTop,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14536,14540,121.1333,121.1667,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,ChestLow__ChestTop,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14541,14562,121.175,121.35,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:ChestLow;671:LFArm,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14563,14581,121.3583,121.5083,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestLow;671:LFArm;671:RFArm,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14582,14582,121.5167,121.5167,True,False,False,True,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestLow;671:LFArm;671:RFArm;671:RHandIn,4
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14583,14584,121.525,121.5333,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestLow;671:LFArm;671:RFArm,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14585,14596,121.5417,121.6333,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestLow;671:LFArm;671:LHandIn;671:RFArm;RHandIn__RHandOut;RHandIn__RWristOut,6
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14597,14614,121.6417,121.7833,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestLow;671:LFArm;671:LHandIn;671:RFArm;671:RHandIn;ChestLow__ChestTop;RHandIn__RHandOut;RHandIn__RWristOut,8
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14615,14615,121.7917,121.7917,True,False,True,True,False,f843d515a491ec5b,False,gaps_over_0p5,671:LFArm;671:RFArm;671:RHandIn;ChestLow__ChestTop;RHandIn__RHandOut;RHandIn__RWristOut,6
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14616,14646,121.8,122.05,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestLow;671:LFArm;671:RFArm;RHandIn__RHandOut;RHandIn__RWristOut,5
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14647,14660,122.0583,122.1667,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:RFArm;RHandIn__RHandOut;RHandIn__RWristOut,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14661,14668,122.175,122.2333,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,RHandIn__RHandOut;RHandIn__RWristOut,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14669,14799,122.2417,123.325,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,671:LHandIn;671:RFArm;LHandIn__LHandOut;LHandIn__LWristOut;RHandIn__RHandOut;RHandIn__RWristOut,6
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14800,14800,123.3333,123.3333,False,False,True,True,False,f843d515a491ec5b,False,segment_swap,671:LHandIn;RHandIn__RHandOut,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14801,14884,123.3417,124.0333,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,RHandIn__RHandOut;RHandIn__RWristOut,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14891,14891,124.0917,124.0917,True,False,True,True,False,f843d515a491ec5b,False,segment_swap,671:RFArm;671:RHandIn;RHandIn__RHandOut;RHandIn__RWristOut,4
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14892,14897,124.1,124.1417,True,False,True,False,False,f843d515a491ec5b,False,segment_swap,671:RFArm;RHandIn__RHandOut;RHandIn__RWristOut,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14898,14926,124.15,124.3833,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:RFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14942,14942,124.5167,124.5167,False,False,False,True,False,f843d515a491ec5b,False,artifact_sigma,671:RFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14951,14951,124.5917,124.5917,False,False,False,True,False,f843d515a491ec5b,False,artifact_sigma,671:ChestLow;671:LHandIn,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14953,14955,124.6083,124.625,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,671:LHandIn;ChestLow__ChestTop,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14961,14961,124.675,124.675,False,False,False,True,False,f843d515a491ec5b,False,artifact_sigma,671:ChestLow;671:LHandIn,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,14973,15006,124.775,125.05,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:LFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,15017,15017,125.1417,125.1417,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,LHandIn__LHandOut,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,15054,15054,125.45,125.45,False,False,False,True,False,f843d515a491ec5b,False,artifact_sigma,671:RElbowOut,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,15320,15349,127.6667,127.9083,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:ChestLow;671:LFArm;671:LHandIn;671:RFArm,4
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,15518,15524,129.3167,129.3667,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:RFArm;671:RHandIn,2
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,15525,15525,129.375,129.375,True,False,False,True,False,f843d515a491ec5b,False,artifact_sigma,671:ChestLow;671:RFArm;671:RHandIn,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,15526,15563,129.3833,129.6917,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:ChestTop;671:RFArm;671:RHandIn,3
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,15598,15633,129.9833,130.275,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:LFArm,1
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,15634,15634,130.2833,130.2833,True,False,False,True,False,f843d515a491ec5b,False,artifact_sigma,671:ChestTop;671:LFArm,2
