participant_id,session_id,timepoint,part_id,repetition_id,source_file,asset_prefixes_observed,n_raw_labeled_markers,n_in_analysis_markers,n_canonical_markers,canonical_marker_names,marker_set_id_or_hash,marker_set_warning
671,T1_P1_R2,T1,P1,R2,671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,671,54,48,54,BackLeft;BackRight;BackTop;ChestLow;ChestTop;HeadFront;HeadLeft;HeadRight;HeadTop;LAnkleOut;LElbowOut;LFArm;LHandIn;LHandOut;LHeel;LIndex;LKneeOut;LPinky;LShin;LShoulderBack;LShoulderTop;LThighFront;LThighSide;LThumb;LToeIn;LToeOut;LToeTip;LUArmHigh;LWristOut;RAnkleOut;RElbowOut;RFArm;RHandIn;RHandOut;RHeel;RIndex;RKneeOut;RPinky;RShin;RShoulderBack;RShoulderTop;RThighFront;RThighSide;RThumb;RToeIn;RToeOut;RToeTip;RUArmHigh;RWristOut;WaistCBack;WaistLBack;WaistLFront;WaistRBack;WaistRFront,f843d515a491ec5b,
