file_name,input_file,project_name,subject_id,session_id,motive_version,capture_frame_rate_hz,export_frame_rate_hz,effective_frame_rate_hz,frame_rate_status,total_frames_metadata,total_frames_observed,frame_start,frame_end,frame_continuity_status,duration_seconds,time_column_status,length_units,coordinate_space,axis_convention,rotation_type,n_marker_triplets_total,n_labeled_markers,n_unlabeled_markers,contains_marker_xyz,contains_rigid_body_columns,contains_skeleton_columns,contains_quaternion_columns,raw_data_status,validation_status,n_errors,n_warnings,total_marker_frames_all,missing_marker_frames_all,missing_percent_all,total_marker_frames_labeled,missing_marker_frames_labeled,missing_percent_labeled,total_marker_frames_unlabeled,missing_marker_frames_unlabeled,missing_percent_unlabeled,n_gaps_total_all,n_gaps_total_labeled,n_gaps_ge_0p2s_labeled,n_gaps_ge_0p5s_labeled,n_gaps_ge_1p0s_labeled,longest_gap_marker_labeled,longest_gap_seconds_labeled,gap_evidence_summary,markers_with_gap_ge_0p5s,n_markers_with_gap_ge_0p5s,union_gap_seconds_ge_0p2_labeled,longest_merged_gap_run_seconds,max_critical_gap_seconds_labeled,n_labeled_markers_in_analysis,n_quarantined_markers,labeled_marker_coverage_mean_pct,min_marker_coverage_pct_observed,pct_time_below_coverage,n_markers_sustained_dropout,pct_frames_union_flag_gap_0p2,pct_frames_union_flag_gap_0p5,pct_frames_union_flag_artifact_sigma,pct_frames_union_flag_segment_swap,pct_frames_union_flag_edge_effect,pct_frames_union_any_flag,dominant_gap_marker_canonical,dominant_gap_marker_raw,pct_frames_dominant_marker_in_gap_ge_0p5,pct_session_time_dominant_marker_in_gap_ge_0p5,dominant_criterion
671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer1_motive_qc/motive_qc/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,Motive raw marker QC,671,T1_P1_R2,Motive:Body 3.4.0.2,120.0,120.0,120.0,ok,30235,30235,0,30234,continuous,251.95,ok,Meters,Global,unknown,XYZ,87,54,33,True,False,False,False,consistent_with_marker_xyz,pass,0,0,2630445,1002781,38.122105,1451280,5182,0.357064,997755,996910,99.91531,291,222,51,13,5,671:LShoulderTop,5.491667,Longest labeled gap: 671:LShoulderTop (5.492s); 13 gaps >=0.5s across 7 marker(s).,671:ChestTop;671:LElbowOut;671:LFArm;671:LShoulderTop;671:RFArm;671:RHandIn;671:WaistLFront,7,27.066667,5.491667,4.625,48,0,99.642936,89.583333,0.023152,3,4.408798,7.061353,0.628411,2.771622,0.489499,13.60344,LShoulderTop,671:LShoulderTop,2.179593,2.179679,artifact_sigma
