session_key,frame_start,frame_end,duration_frames,duration_seconds,gap_policy,export_scope,total_frames,gap_0p5_percent,gap_0p2_percent,gap_0p2_counted_in_burden,artifact_sigma_percent,segment_swap_percent,overall_raw_qc_status,layer2_core_usable_percent,layer2_review_usable_percent,layer2_excluded_usable_percent,n_layer1_display_events,n_layer2_display_events,n_unmapped_markers,n_unmapped_events,mapping_version,mapping_source,template_mapping_status
671_T1_P1_R1,14280,21000,6721,56.0083,strict,core_candidate,6721,9.3141,14.4621,True,1.0564,3.3626,exclude_burden,93.6365,0.0,0.0,137,248677,5,1854,session_datadescriptions_unverified_v0,session_datadescriptions_optional,session_datadescriptions_used_unverified
