joint_id,parent_bone,child_bone,source_parent_bone,source_child_bone,included_in_v0,selection_status,requires_manual_review,link_classification,core_candidate,excluded_candidate,link_group,total_frames,finite_rotvec_rows,non_finite_rotvec_rows,min_rotvec_norm,mean_rotvec_norm,median_rotvec_norm,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,max_frame_to_frame_jump,p95_frame_to_frame_jump,p99_frame_to_frame_jump,large_jump_count,large_jump_percent,first_large_jump_frame,branch_cut_status,jump_status,stage08_may_proceed_for_link
J002,671,Ab,671:671,671:Ab,False,provisional_v0,True,trunk_spine,False,False,review_provisional,30604,30604,0,0.001837810782310021,0.09294930999850343,0.06402117509982849,0.4014284666654975,0.2624178820997506,0.3373549686431914,0,0.0,0.04197320555392092,0.010659788940339648,0.018767662803111856,0,0.0,,pass,pass,True
J003,Ab,Chest,671:Ab,671:Chest,False,provisional_v0,True,trunk_spine,False,False,review_provisional,30604,30604,0,0.003460376156508503,0.10207053621638518,0.07626854537171568,0.40126856333497785,0.2686869885729772,0.34079897533298337,0,0.0,0.04206633986270356,0.011485406365486003,0.019663645671821002,0,0.0,,pass,pass,True
J004,Neck,Head,671:Neck,671:Head,True,provisional_v0,False,head_neck,True,False,core_candidate,30604,30604,0,0.021356228402789626,0.35163193558572037,0.3014477857226354,0.7819647458199779,0.6915723378166563,0.7734360421295268,0,0.0,0.07775202621745098,0.014008647300411112,0.02235229028852174,0,0.0,,pass,pass,True
J005,LUArm,LFArm,671:LUArm,671:LFArm,True,provisional_v0,False,forearm,True,False,core_candidate,30604,30604,0,0.008027270893017814,0.8151973737556645,0.4623396493079813,2.6809826243076738,2.195254873727381,2.3638106725553802,0,0.0,0.6736240290657813,0.09006898379863713,0.14029682960476814,1,0.0032676534980230695,16611.0,pass,warning,True
J006,LShin,LFoot,671:LShin,671:LFoot,True,provisional_v0,False,foot,True,False,core_candidate,30604,30604,0,0.040636477029584304,0.271761211431179,0.18376059218533125,1.1044228088499533,0.7187734386709471,0.9290346097981502,0,0.0,0.14941711054138215,0.02591590326363383,0.04785305902849786,0,0.0,,pass,pass,True
J007,LFArm,LHand,671:LFArm,671:LHand,True,provisional_v0,False,hand,True,False,core_candidate,30604,30604,0,0.030017651020916622,0.4780359230854461,0.36003720464101685,1.610708149516934,1.1384468367861575,1.3180854078368929,0,0.0,1.4740064916106252,0.11491365762928488,0.1775781709227802,1,0.0032676534980230695,16334.0,pass,fail,True
J008,LHand,LIndex1,671:LHand,671:LIndex1,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,0.17482300023907577,0.4050320862506698,0.33240834556445326,1.75243325786848,0.8481983431797232,1.746336247817663,0,0.0,1.7301598078745568,0.01959747324571938,0.032513412107325224,1,0.0032676534980230695,16334.0,pass,fail,True
J009,LIndex1,LIndex2,671:LIndex1,671:LIndex2,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,4.861233154332079e-06,0.2280709198292746,0.0902940733979257,2.040002627670167,0.8180400577420676,2.0400003659155064,0,0.0,2.070339010611674,0.018026559093032888,0.031152999721439242,1,0.0032676534980230695,16334.0,pass,fail,True
J010,LIndex2,LIndex3,671:LIndex2,671:LIndex3,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,2.779715874982585e-06,0.09502954467950314,0.037623257671185906,0.850002458623034,0.34084957223503914,0.8500001309196823,0,0.0,0.8626417922439963,0.007509824203388821,0.012982524205869202,1,0.0032676534980230695,16334.0,pass,warning,True
J011,LHand,LMiddle1,671:LHand,671:LMiddle1,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,0.08738142384806112,0.35062141724852125,0.23362585395824398,1.7535018296705434,0.9626758606782103,1.7010978725052464,0,0.0,1.6674424235054623,0.021051158509241944,0.03303974908303505,1,0.0032676534980230695,16334.0,pass,fail,True
J012,LMiddle1,LMiddle2,671:LMiddle1,671:LMiddle2,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,1.60581945371946e-06,0.2904333198510779,0.126825826336616,2.0400025117694582,1.100530950932253,2.039999926052741,0,0.0,1.9783785536729492,0.02164051062954802,0.035478414859206116,1,0.0032676534980230695,16334.0,pass,fail,True
J013,LMiddle2,LMiddle3,671:LMiddle2,671:LMiddle3,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,4.393697210423299e-17,0.12101387377032372,0.05284331945657118,0.8500020019748636,0.4585542654370246,0.8499997548192821,0,0.0,0.8243233586173524,0.009019275125820217,0.014781083541905056,1,0.0032676534980230695,16334.0,pass,warning,True
J014,LHand,LPinky1,671:LHand,671:LPinky1,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,0.17458824981050391,0.4911325969553268,0.323998110943052,1.833565112340129,1.5265316770638722,1.8335628614043455,0,0.0,1.6008443401811188,0.036392438550627675,0.057322977550338265,1,0.0032676534980230695,16334.0,pass,fail,True
J015,LPinky1,LPinky2,671:LPinky1,671:LPinky2,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,0.001246918056680447,0.5135611277205251,0.3183060717050372,2.0400028666237886,1.8185475438068472,2.040000672678025,0,0.0,1.7950011069111187,0.04012443958442549,0.06530229492797776,1,0.0032676534980230695,16334.0,pass,fail,True
J016,LPinky2,LPinky3,671:LPinky2,671:LPinky3,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,0.0005201577195261529,0.21398379576087503,0.13262742530712163,0.8500023781031498,0.7577274479460269,0.8500004197518484,0,0.0,0.7479168347273094,0.016721201758894695,0.027209262361460432,1,0.0032676534980230695,16334.0,pass,warning,True
J017,LHand,LRing1,671:LHand,671:LRing1,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,0.0874554842522367,0.3844536436471386,0.23296766986562406,1.7767474606528608,1.250406279125423,1.7316597864841583,0,0.0,1.6236927179241056,0.027525609196516643,0.04244509580453087,1,0.0032676534980230695,16334.0,pass,fail,True
J018,LRing1,LRing2,671:LRing1,671:LRing2,False,provisional_v0,False,finger,False,True,excluded,30604,30604,0,2.9098816618876573e-05,0.39979790529863274,0.2327014352546914,2.040002480109215,1.4610216113379069,2.039999945517022,0,0.0,1.886962856870644,0.02995432471770756,0.048371116769706506,1,0.0032676534980230695,16334.0,pass,fail,True
