joint_id,source_parent_bone,source_child_bone,parent_bone,child_bone,total_frames,raw_sign_flip_count,corrected_sign_flip_count,min_raw_consecutive_dot,min_corrected_consecutive_dot,post_correction_valid,correction_applied
J015,T3_671:LPinky2,T3_671:LPinky3,LPinky2,LPinky3,31674,0,0,0.9994983403787243,0.9994983403787243,True,False
J016,T3_671:LHand,T3_671:LRing1,LHand,LRing1,31674,0,0,0.9700350153818861,0.9700350153818861,True,False
J017,T3_671:LRing1,T3_671:LRing2,LRing1,LRing2,31674,0,0,0.9598000271621572,0.9598000271621572,True,False
J018,T3_671:LRing2,T3_671:LRing3,LRing2,LRing3,31674,0,0,0.9929816147177905,0.9929816147177905,True,False
J019,T3_671:LThigh,T3_671:LShin,LThigh,LShin,31674,0,0,0.9973950025482022,0.9973950025482022,True,False
J020,T3_671:Chest,T3_671:LShoulder,Chest,LShoulder,31674,0,0,0.9985300069931992,0.9985300069931992,True,False
J021,T3_671:T3_671,T3_671:LThigh,T3_671,LThigh,31674,0,0,0.9974277516709871,0.9974277516709871,True,False
J022,T3_671:LHand,T3_671:LThumb1,LHand,LThumb1,31674,0,0,0.8940205025470551,0.8940205025470551,True,False
J023,T3_671:LThumb1,T3_671:LThumb2,LThumb1,LThumb2,31674,0,0,0.9821016109618407,0.9821016109618407,True,False
J024,T3_671:LThumb2,T3_671:LThumb3,LThumb2,LThumb3,31674,0,0,0.9821016429388647,0.9821016429388647,True,False
J025,T3_671:LFoot,T3_671:LToe,LFoot,LToe,31674,0,0,0.9997375483879976,0.9997375483879976,True,False
J026,T3_671:LShoulder,T3_671:LUArm,LShoulder,LUArm,31674,0,0,0.9949915129057576,0.9949915129057576,True,False
J027,T3_671:Chest,T3_671:Neck,Chest,Neck,31674,0,0,0.9963157357903492,0.9963157357903492,True,False
J028,T3_671:Neck,T3_671:Neck2,Neck,Neck2,31674,0,0,0.9963157632780144,0.9963157632780144,True,False
J029,T3_671:RUArm,T3_671:RFArm,RUArm,RFArm,31674,0,0,0.9730106907360506,0.9730106907360506,True,False
J030,T3_671:RShin,T3_671:RFoot,RShin,RFoot,31674,0,0,0.9960146059597343,0.9960146059597343,True,False
J031,T3_671:RFArm,T3_671:RHand,RFArm,RHand,31674,0,0,0.6532760109603897,0.6532760109603897,True,False
J032,T3_671:RHand,T3_671:RIndex1,RHand,RIndex1,31674,0,0,0.9920121976067361,0.9920121976067361,True,False
J033,T3_671:RIndex1,T3_671:RIndex2,RIndex1,RIndex2,31674,0,0,0.9989207905248605,0.9989207905248605,True,False
J034,T3_671:RIndex2,T3_671:RIndex3,RIndex2,RIndex3,31674,0,0,0.9998125855918898,0.9998125855918898,True,False
J035,T3_671:RHand,T3_671:RMiddle1,RHand,RMiddle1,31674,0,0,0.9744998198956646,0.9744998198956646,True,False
J036,T3_671:RMiddle1,T3_671:RMiddle2,RMiddle1,RMiddle2,31674,0,0,0.9641979769034221,0.9641979769034221,True,False
J037,T3_671:RMiddle2,T3_671:RMiddle3,RMiddle2,RMiddle3,31674,0,0,0.9937532920188425,0.9937532920188425,True,False
J038,T3_671:RHand,T3_671:RPinky1,RHand,RPinky1,31674,0,0,0.7744009080412364,0.7744009080412364,True,False
J039,T3_671:RPinky1,T3_671:RPinky2,RPinky1,RPinky2,31674,0,0,0.6925904248379897,0.6925904248379897,True,False
J040,T3_671:RPinky2,T3_671:RPinky3,RPinky2,RPinky3,31674,1,0,-0.9441741173727849,0.9441741173727849,True,True
J041,T3_671:RHand,T3_671:RRing1,RHand,RRing1,31674,0,0,0.9003792073650267,0.9003792073650267,True,False
J042,T3_671:RRing1,T3_671:RRing2,RRing1,RRing2,31674,0,0,0.8596294842236146,0.8596294842236146,True,False
J043,T3_671:RRing2,T3_671:RRing3,RRing2,RRing3,31674,0,0,0.9751411909381646,0.9751411909381646,True,False
J044,T3_671:RThigh,T3_671:RShin,RThigh,RShin,31674,0,0,0.9967759291848385,0.9967759291848385,True,False
J045,T3_671:Chest,T3_671:RShoulder,Chest,RShoulder,31674,0,0,0.9966641289832328,0.9966641289832328,True,False
J046,T3_671:T3_671,T3_671:RThigh,T3_671,RThigh,31674,0,0,0.9985101662190233,0.9985101662190233,True,False
J047,T3_671:RHand,T3_671:RThumb1,RHand,RThumb1,31674,0,0,0.971610010815676,0.971610010815676,True,False
J048,T3_671:RThumb1,T3_671:RThumb2,RThumb1,RThumb2,31674,0,0,0.9891148309007347,0.9891148309007347,True,False
J049,T3_671:RThumb2,T3_671:RThumb3,RThumb2,RThumb3,31674,0,0,0.9891150876161289,0.9891150876161289,True,False
J050,T3_671:RFoot,T3_671:RToe,RFoot,RToe,31674,0,0,0.9998449066258471,0.9998449066258471,True,False
J051,T3_671:RShoulder,T3_671:RUArm,RShoulder,RUArm,31674,0,0,0.9926036594257721,0.9926036594257721,True,False
J052,T3_671:Ab,T3_671:Spine2,Ab,Spine2,31674,0,0,0.999953757370127,0.999953757370127,True,False
J053,T3_671:Spine2,T3_671:Spine3,Spine2,Spine3,31674,0,0,0.999953764080424,0.999953764080424,True,False
J054,T3_671:Spine3,T3_671:Spine4,Spine3,Spine4,31674,0,0,0.9999537468398407,0.9999537468398407,True,False
