input_file,quaternion_group_count,groups_pass,groups_warning,groups_fail,total_zero_norm_count,total_near_zero_norm_count,total_non_finite_count,max_abs_norm_error_observed,longest_invalid_gap_observed,file_qc_status,stage05_may_proceed,fail_reasons,warning_reasons
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,51,51,0,0,0,0,0,1.0078664920420977e-06,0,pass,True,,
