participant_id,session_id,timepoint,part_id,repetition_id,source_file,start_frame,end_frame,time_sec,end_time_sec,gap_flag,jump_flag,swap_candidate_flag,artifact_flag,unlabeled_burden_flag,marker_set_id,marker_set_mismatch_or_prefix_change_flag,dominant_reason,affected_markers,affected_marker_count
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,2140,2147,17.8333,17.8917,False,False,False,False,False,f843d515a491ec5b,True,edge_effect,,0
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,2148,2337,17.9,19.475,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:ChestTop,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,2338,2499,19.4833,20.825,True,False,True,False,False,f843d515a491ec5b,True,gaps_over_0p5,ChestLow__WaistCBack;T3_671:ChestTop,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,2500,2665,20.8333,22.2083,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:ChestTop,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,2666,2673,22.2167,22.275,False,False,False,False,False,f843d515a491ec5b,True,edge_effect,,0
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,8158,8189,67.9833,68.2417,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,BackRight__RShoulderBack,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,12284,12309,102.3667,102.575,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LThighFront,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,12376,12409,103.1333,103.4083,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LThighFront,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,12482,12505,104.0167,104.2083,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LThighFront,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,15915,15922,132.625,132.6833,False,False,False,False,False,f843d515a491ec5b,True,edge_effect,,0
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,15923,16042,132.6917,133.6833,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:LHandIn;T3_671:RHandIn,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,16043,16050,133.6917,133.75,False,False,False,False,False,f843d515a491ec5b,True,edge_effect,,0
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,16665,16665,138.875,138.875,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:ChestTop,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,16937,16940,141.1417,141.1667,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,RHandIn__RWristOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17280,17280,144.0,144.0,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:RFArm,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17286,17303,144.05,144.1917,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:RFArm;T3_671:RHandIn,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17304,17304,144.2,144.2,True,False,True,False,False,f843d515a491ec5b,True,segment_swap,LHandIn__LHandOut;T3_671:RFArm;T3_671:RHandIn,3
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17305,17305,144.2083,144.2083,True,False,True,True,False,f843d515a491ec5b,True,segment_swap,LHandIn__LHandOut;T3_671:ChestLow;T3_671:RFArm;T3_671:RHandIn,4
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17306,17306,144.2167,144.2167,True,False,True,False,False,f843d515a491ec5b,True,segment_swap,LHandIn__LHandOut;T3_671:RFArm;T3_671:RHandIn,3
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17307,17309,144.225,144.2417,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LHandIn;T3_671:RFArm;T3_671:RHandIn,3
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17336,17336,144.4667,144.4667,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,LHandIn__LHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17342,17342,144.5167,144.5167,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:ChestLow,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17473,17528,145.6083,146.0667,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LFArm;T3_671:LHandIn,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17585,17585,146.5417,146.5417,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:LHandIn;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17816,17841,148.4667,148.675,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:RFArm,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,17854,17854,148.7833,148.7833,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:RHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18025,18025,150.2083,150.2083,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:RFArm,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18251,18258,152.0917,152.15,False,False,False,False,False,f843d515a491ec5b,True,edge_effect,,0
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18259,18259,152.1583,152.1583,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18260,18284,152.1667,152.3667,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RFArm;T3_671:RHandIn;T3_671:RHandOut,3
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18285,18352,152.375,152.9333,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandIn;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18353,18379,152.9417,153.1583,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:LFArm;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18380,18404,153.1667,153.3667,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18405,18412,153.375,153.4333,False,False,False,False,False,f843d515a491ec5b,True,edge_effect,,0
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18531,18531,154.425,154.425,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:LHandIn,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18564,18569,154.7,154.7417,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,RHandIn__RWristOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18570,18573,154.75,154.775,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,RHandIn__RWristOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18574,18576,154.7833,154.8,False,False,False,False,False,f843d515a491ec5b,True,edge_effect,,0
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18577,18577,154.8083,154.8083,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:RHandIn,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18578,18650,154.8167,155.4167,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18651,18663,155.425,155.525,True,False,True,False,False,f843d515a491ec5b,True,gaps_over_0p5,RHandIn__RWristOut;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18664,18664,155.5333,155.5333,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18665,18667,155.5417,155.5583,True,False,True,False,False,f843d515a491ec5b,True,gaps_over_0p5,RHandIn__RWristOut;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18668,18709,155.5667,155.9083,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18710,18710,155.9167,155.9167,True,False,False,True,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandOut;T3_671:WaistRFront,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18711,18721,155.925,156.0083,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18722,18755,156.0167,156.2917,True,False,True,False,False,f843d515a491ec5b,True,gaps_over_0p5,RHandIn__RWristOut;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18756,18756,156.3,156.3,True,False,True,True,False,f843d515a491ec5b,True,gaps_over_0p5,RHandIn__RWristOut;T3_671:LFArm;T3_671:RHandOut,3
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18757,18804,156.3083,156.7,True,False,True,False,False,f843d515a491ec5b,True,gaps_over_0p5,RHandIn__RWristOut;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18805,18805,156.7083,156.7083,True,False,True,False,False,f843d515a491ec5b,True,gaps_over_0p5,RHandIn__RWristOut;T3_671:RFArm;T3_671:RHandOut,3
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18806,18809,156.7167,156.7417,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RFArm;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18810,18810,156.75,156.75,True,False,False,True,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RFArm;T3_671:RHandOut;T3_671:WaistLFront,3
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18811,18828,156.7583,156.9,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RFArm;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18829,18913,156.9083,157.6083,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p5,T3_671:RHandIn;T3_671:RHandOut,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,18914,18921,157.6167,157.675,False,False,False,False,False,f843d515a491ec5b,True,edge_effect,,0
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,19083,19113,159.025,159.275,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:RFArm;T3_671:RHandIn,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,19413,19413,161.775,161.775,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:BackTop,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,19499,19556,162.4917,162.9667,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:ChestTop,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,19864,19907,165.5333,165.8917,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:RFArm,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,19928,19930,166.0667,166.0833,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,LHandIn__LHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20452,20452,170.4333,170.4333,False,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:WaistRFront,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20454,20457,170.45,170.475,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LFArm,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20458,20458,170.4833,170.4833,True,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:LFArm;T3_671:WaistRFront,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20459,20459,170.4917,170.4917,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LFArm,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20460,20460,170.5,170.5,True,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:LFArm;T3_671:WaistRFront,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20461,20483,170.5083,170.6917,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LFArm,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20492,20492,170.7667,170.7667,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,LHandIn__LHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20499,20499,170.825,170.825,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,LHandIn__LHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20624,20624,171.8667,171.8667,False,False,True,False,False,f843d515a491ec5b,True,segment_swap,LHandIn__LHandOut,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20639,20658,171.9917,172.15,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LFArm,1
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20659,20659,172.1583,172.1583,True,False,False,True,False,f843d515a491ec5b,True,artifact_sigma,T3_671:HeadLeft;T3_671:LFArm,2
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,20660,20664,172.1667,172.2,True,False,False,False,False,f843d515a491ec5b,True,gaps_over_0p2,T3_671:LFArm,1
