file_name,input_file,project_name,subject_id,session_id,motive_version,capture_frame_rate_hz,export_frame_rate_hz,effective_frame_rate_hz,frame_rate_status,total_frames_metadata,total_frames_observed,frame_start,frame_end,frame_continuity_status,duration_seconds,time_column_status,length_units,coordinate_space,axis_convention,rotation_type,n_marker_triplets_total,n_labeled_markers,n_unlabeled_markers,contains_marker_xyz,contains_rigid_body_columns,contains_skeleton_columns,contains_quaternion_columns,raw_data_status,validation_status,n_errors,n_warnings,total_marker_frames_all,missing_marker_frames_all,missing_percent_all,total_marker_frames_labeled,missing_marker_frames_labeled,missing_percent_labeled,total_marker_frames_unlabeled,missing_marker_frames_unlabeled,missing_percent_unlabeled,n_gaps_total_all,n_gaps_total_labeled,n_gaps_ge_0p2s_labeled,n_gaps_ge_0p5s_labeled,n_gaps_ge_1p0s_labeled,longest_gap_marker_labeled,longest_gap_seconds_labeled,gap_evidence_summary,markers_with_gap_ge_0p5s,n_markers_with_gap_ge_0p5s,union_gap_seconds_ge_0p2_labeled,longest_merged_gap_run_seconds,max_critical_gap_seconds_labeled,n_labeled_markers_in_analysis,n_quarantined_markers,labeled_marker_coverage_mean_pct,min_marker_coverage_pct_observed,pct_time_below_coverage,n_markers_sustained_dropout,pct_frames_union_flag_gap_0p2,pct_frames_union_flag_gap_0p5,pct_frames_union_flag_artifact_sigma,pct_frames_union_flag_segment_swap,pct_frames_union_flag_edge_effect,pct_frames_union_any_flag,dominant_gap_marker_canonical,dominant_gap_marker_raw,pct_frames_dominant_marker_in_gap_ge_0p5,pct_session_time_dominant_marker_in_gap_ge_0p5,dominant_criterion
671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer1_motive_qc/motive_qc/data/671/671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,Motive raw marker QC,671,T3_P1_R1,Motive:Body 3.4.0.2,120.0,120.0,120.0,ok,31674,31674,0,31673,continuous,263.94166666666666,ok,Meters,Global,unknown,XYZ,74,54,20,True,False,False,False,consistent_with_marker_xyz,pass,0,0,2343876,636418,27.152375,1520352,2515,0.165422,633480,632751,99.884921,169,128,28,5,4,T3_671:ChestTop,4.316667,Longest labeled gap: T3_671:ChestTop (4.317s); 5 gaps >=0.5s across 3 marker(s).,T3_671:ChestTop;T3_671:RHandIn;T3_671:RHandOut,3,15.183333,4.316667,4.316667,48,0,99.834578,93.75,0.0,2,2.222643,3.769653,0.448317,1.310223,0.252573,6.869988,ChestTop,T3_671:ChestTop,1.635411,1.635475,artifact_sigma
