start_frame,end_frame,start_s,end_s,duration_s,reason,criterion,affected_markers,has_gap_ge_0p5,has_gap_0p2,has_artifact_sigma,has_segment_swap,has_edge_effect
18285,18352,152.375,152.9333,0.5583,GAP_GE_0P5,gaps_over_0p5,T3_671:RHandIn;T3_671:RHandOut,True,False,False,False,False
18353,18379,152.9417,153.1583,0.2167,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,T3_671:LFArm;T3_671:RHandOut,True,True,False,False,False
18380,18404,153.1667,153.3667,0.2,GAP_GE_0P5,gaps_over_0p5,T3_671:RHandOut,True,False,False,False,False
18405,18412,153.375,153.4333,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
18531,18531,154.425,154.425,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn,False,False,True,False,False
18564,18569,154.7,154.7417,0.0417,SEGMENT_SWAP,segment_swap,RHandIn__RWristOut,False,False,False,True,False
18570,18573,154.75,154.775,0.025,SEGMENT_SWAP;EDGE_EFFECT,segment_swap,RHandIn__RWristOut,False,False,False,True,True
18574,18576,154.7833,154.8,0.0167,EDGE_EFFECT,edge_effect,,False,False,False,False,True
18577,18577,154.8083,154.8083,0.0,ARTIFACT_SIGMA;EDGE_EFFECT,artifact_sigma,T3_671:RHandIn,False,False,True,False,True
18578,18650,154.8167,155.4167,0.6,GAP_GE_0P5,gaps_over_0p5,T3_671:RHandOut,True,False,False,False,False
18651,18663,155.425,155.525,0.1,GAP_GE_0P5;SEGMENT_SWAP,gaps_over_0p5,RHandIn__RWristOut;T3_671:RHandOut,True,False,False,True,False
18664,18664,155.5333,155.5333,0.0,GAP_GE_0P5,gaps_over_0p5,T3_671:RHandOut,True,False,False,False,False
18665,18667,155.5417,155.5583,0.0167,GAP_GE_0P5;SEGMENT_SWAP,gaps_over_0p5,RHandIn__RWristOut;T3_671:RHandOut,True,False,False,True,False
18668,18709,155.5667,155.9083,0.3417,GAP_GE_0P5,gaps_over_0p5,T3_671:RHandOut,True,False,False,False,False
18710,18710,155.9167,155.9167,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,T3_671:RHandOut;T3_671:WaistRFront,True,False,True,False,False
18711,18721,155.925,156.0083,0.0833,GAP_GE_0P5,gaps_over_0p5,T3_671:RHandOut,True,False,False,False,False
18722,18755,156.0167,156.2917,0.275,GAP_GE_0P5;SEGMENT_SWAP,gaps_over_0p5,RHandIn__RWristOut;T3_671:RHandOut,True,False,False,True,False
18756,18756,156.3,156.3,0.0,GAP_GE_0P5;ARTIFACT_SIGMA;SEGMENT_SWAP,gaps_over_0p5,RHandIn__RWristOut;T3_671:LFArm;T3_671:RHandOut,True,False,True,True,False
18757,18804,156.3083,156.7,0.3917,GAP_GE_0P5;SEGMENT_SWAP,gaps_over_0p5,RHandIn__RWristOut;T3_671:RHandOut,True,False,False,True,False
18805,18805,156.7083,156.7083,0.0,GAP_GE_0P5;GAP_GE_0P2;SEGMENT_SWAP,gaps_over_0p5,RHandIn__RWristOut;T3_671:RFArm;T3_671:RHandOut,True,True,False,True,False
18806,18809,156.7167,156.7417,0.025,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,T3_671:RFArm;T3_671:RHandOut,True,True,False,False,False
18810,18810,156.75,156.75,0.0,GAP_GE_0P5;GAP_GE_0P2;ARTIFACT_SIGMA,gaps_over_0p5,T3_671:RFArm;T3_671:RHandOut;T3_671:WaistLFront,True,True,True,False,False
18811,18828,156.7583,156.9,0.1417,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,T3_671:RFArm;T3_671:RHandOut,True,True,False,False,False
18829,18913,156.9083,157.6083,0.7,GAP_GE_0P5,gaps_over_0p5,T3_671:RHandIn;T3_671:RHandOut,True,False,False,False,False
18914,18921,157.6167,157.675,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
19083,19113,159.025,159.275,0.25,GAP_GE_0P2,gaps_over_0p2,T3_671:RFArm;T3_671:RHandIn,False,True,False,False,False
19413,19413,161.775,161.775,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:BackTop,False,False,True,False,False
19499,19556,162.4917,162.9667,0.475,GAP_GE_0P2,gaps_over_0p2,T3_671:ChestTop,False,True,False,False,False
19864,19907,165.5333,165.8917,0.3583,GAP_GE_0P2,gaps_over_0p2,T3_671:RFArm,False,True,False,False,False
19928,19930,166.0667,166.0833,0.0167,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
20452,20452,170.4333,170.4333,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistRFront,False,False,True,False,False
20454,20457,170.45,170.475,0.025,GAP_GE_0P2,gaps_over_0p2,T3_671:LFArm,False,True,False,False,False
20458,20458,170.4833,170.4833,0.0,GAP_GE_0P2;ARTIFACT_SIGMA,artifact_sigma,T3_671:LFArm;T3_671:WaistRFront,False,True,True,False,False
20459,20459,170.4917,170.4917,0.0,GAP_GE_0P2,gaps_over_0p2,T3_671:LFArm,False,True,False,False,False
20460,20460,170.5,170.5,0.0,GAP_GE_0P2;ARTIFACT_SIGMA,artifact_sigma,T3_671:LFArm;T3_671:WaistRFront,False,True,True,False,False
20461,20483,170.5083,170.6917,0.1833,GAP_GE_0P2,gaps_over_0p2,T3_671:LFArm,False,True,False,False,False
20492,20492,170.7667,170.7667,0.0,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
20499,20499,170.825,170.825,0.0,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
20624,20624,171.8667,171.8667,0.0,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
20639,20658,171.9917,172.15,0.1583,GAP_GE_0P2,gaps_over_0p2,T3_671:LFArm,False,True,False,False,False
20659,20659,172.1583,172.1583,0.0,GAP_GE_0P2;ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadLeft;T3_671:LFArm,False,True,True,False,False
20660,20664,172.1667,172.2,0.0333,GAP_GE_0P2,gaps_over_0p2,T3_671:LFArm,False,True,False,False,False
20702,20731,172.5167,172.7583,0.2417,GAP_GE_0P2,gaps_over_0p2,T3_671:RFArm;T3_671:RHandIn,False,True,False,False,False
20800,20800,173.3333,173.3333,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistRFront,False,False,True,False,False
20831,20851,173.5917,173.7583,0.1667,SEGMENT_SWAP,segment_swap,BackRight__RShoulderBack,False,False,False,True,False
21051,21051,175.425,175.425,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LFArm,False,False,True,False,False
21173,21207,176.4417,176.725,0.2833,GAP_GE_0P2,gaps_over_0p2,T3_671:RFArm,False,True,False,False,False
21478,21501,178.9833,179.175,0.1917,GAP_GE_0P2,gaps_over_0p2,T3_671:ChestTop,False,True,False,False,False
21564,21589,179.7,179.9083,0.2083,GAP_GE_0P2,gaps_over_0p2,T3_671:RFArm,False,True,False,False,False
22169,22169,184.7417,184.7417,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistRFront,False,False,True,False,False
22944,22944,191.2,191.2,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RFArm,False,False,True,False,False
23316,23341,194.3,194.5083,0.2083,GAP_GE_0P2,gaps_over_0p2,T3_671:LFArm,False,True,False,False,False
23933,23960,199.4417,199.6667,0.225,GAP_GE_0P2,gaps_over_0p2,T3_671:LFArm;T3_671:LHandOut,False,True,False,False,False
23969,23989,199.7417,199.9083,0.1667,SEGMENT_SWAP,segment_swap,RKneeOut__RThighSide;T3_671:RFArm,False,False,False,True,False
24395,24395,203.2917,203.2917,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistRFront,False,False,True,False,False
25248,25278,210.4,210.65,0.25,GAP_GE_0P2,gaps_over_0p2,T3_671:LFArm,False,True,False,False,False
25803,25803,215.025,215.025,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadLeft,False,False,True,False,False
26146,26146,217.8833,217.8833,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LShin,False,False,True,False,False
26315,26322,219.2917,219.35,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
26323,26396,219.3583,219.9667,0.6083,GAP_GE_0P5,gaps_over_0p5,T3_671:RHandIn,True,False,False,False,False
26397,26404,219.975,220.0333,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
26425,26425,220.2083,220.2083,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LAnkleOut;T3_671:LShin,False,False,True,False,False
26427,26427,220.225,220.225,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LAnkleOut;T3_671:LShin,False,False,True,False,False
26429,26429,220.2417,220.2417,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LAnkleOut;T3_671:LShin;T3_671:LToeOut,False,False,True,False,False
26431,26431,220.2583,220.2583,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LToeIn;T3_671:LToeTip,False,False,True,False,False
28573,28576,238.1083,238.1333,0.025,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
28614,28617,238.45,238.475,0.025,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
28618,28618,238.4833,238.4833,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn,False,False,True,False,False
28650,28651,238.75,238.7583,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:LElbowOut;T3_671:LUArmHigh,False,False,True,False,False
28778,28778,239.8167,239.8167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn;T3_671:LThighSide,False,False,True,False,False
28784,28784,239.8667,239.8667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn;T3_671:RHandIn,False,False,True,False,False
28786,28786,239.8833,239.8833,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LFArm;T3_671:LHandIn,False,False,True,False,False
28878,28878,240.65,240.65,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:ChestTop,False,False,True,False,False
28992,28993,241.6,241.6083,0.0083,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
28999,28999,241.6583,241.6583,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistRFront,False,False,True,False,False
29006,29006,241.7167,241.7167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RThighFront,False,False,True,False,False
29008,29009,241.7333,241.7417,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:RKneeOut;T3_671:RShin;T3_671:RThighFront,False,False,True,False,False
29024,29031,241.8667,241.925,0.0583,SEGMENT_SWAP,segment_swap,RKneeOut__RThighSide,False,False,False,True,False
29039,29040,241.9917,242.0,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:RToeIn;T3_671:RToeOut;T3_671:RToeTip,False,False,True,False,False
29075,29075,242.2917,242.2917,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RThighFront,False,False,True,False,False
29078,29078,242.3167,242.3167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RShin,False,False,True,False,False
29125,29125,242.7083,242.7083,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LShoulderTop,False,False,True,False,False
29138,29138,242.8167,242.8167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RThighFront,False,False,True,False,False
29166,29166,243.05,243.05,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LShoulderTop,False,False,True,False,False
29232,29232,243.6,243.6,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:BackLeft,False,False,True,False,False
29276,29276,243.9667,243.9667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LToeIn,False,False,True,False,False
29278,29279,243.9833,243.9917,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:LToeOut;T3_671:LToeTip,False,False,True,False,False
29282,29282,244.0167,244.0167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LToeTip,False,False,True,False,False
29304,29305,244.2,244.2083,0.0083,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
29316,29316,244.3,244.3,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn;T3_671:RShoulderTop,False,False,True,False,False
29363,29363,244.6917,244.6917,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LFArm,False,False,True,False,False
29369,29369,244.7417,244.7417,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LWristOut,False,False,True,False,False
29373,29373,244.775,244.775,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandOut;T3_671:RFArm,False,False,True,False,False
29376,29376,244.8,244.8,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RElbowOut;T3_671:RFArm,False,False,True,False,False
29401,29402,245.0083,245.0167,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:RKneeOut;T3_671:RThighSide,False,False,True,False,False
29419,29419,245.1583,245.1583,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LFArm,False,False,True,False,False
29451,29452,245.425,245.4333,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:RAnkleOut;T3_671:RHeel,False,False,True,False,False
29458,29458,245.4833,245.4833,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RAnkleOut;T3_671:RThighSide,False,False,True,False,False
29466,29466,245.55,245.55,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn,False,False,True,False,False
29487,29487,245.725,245.725,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RThighFront,False,False,True,False,False
29489,29489,245.7417,245.7417,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistRFront,False,False,True,False,False
29522,29522,246.0167,246.0167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LUArmHigh,False,False,True,False,False
29528,29528,246.0667,246.0667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:ChestLow,False,False,True,False,False
29537,29537,246.1417,246.1417,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RElbowOut,False,False,True,False,False
29548,29548,246.2333,246.2333,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn,False,False,True,False,False
29550,29550,246.25,246.25,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn,False,False,True,False,False
29553,29553,246.275,246.275,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LThighFront;T3_671:LThighSide,False,False,True,False,False
29565,29565,246.375,246.375,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RUArmHigh,False,False,True,False,False
29567,29567,246.3917,246.3917,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RShoulderBack;T3_671:RUArmHigh,False,False,True,False,False
29569,29569,246.4083,246.4083,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:BackRight;T3_671:RShoulderTop,False,False,True,False,False
29571,29571,246.425,246.425,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RElbowOut,False,False,True,False,False
29592,29592,246.6,246.6,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RHandIn;T3_671:RHandOut,False,False,True,False,False
29600,29600,246.6667,246.6667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHeel,False,False,True,False,False
29603,29603,246.6917,246.6917,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LKneeOut,False,False,True,False,False
29638,29638,246.9833,246.9833,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandOut,False,False,True,False,False
29649,29649,247.075,247.075,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistCBack,False,False,True,False,False
29654,29655,247.1167,247.125,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistLBack;T3_671:WaistRBack,False,False,True,False,False
29657,29657,247.1417,247.1417,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistCBack,False,False,True,False,False
29670,29672,247.25,247.2667,0.0167,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
29673,29673,247.275,247.275,0.0,ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,LHandIn__LHandOut;T3_671:LShoulderBack,False,False,True,True,False
29674,29680,247.2833,247.3333,0.05,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
29694,29694,247.45,247.45,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RElbowOut,False,False,True,False,False
29726,29726,247.7167,247.7167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistLFront,False,False,True,False,False
29752,29752,247.9333,247.9333,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LWristOut,False,False,True,False,False
29754,29754,247.95,247.95,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandOut,False,False,True,False,False
29786,29786,248.2167,248.2167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LElbowOut,False,False,True,False,False
29792,29792,248.2667,248.2667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LElbowOut,False,False,True,False,False
29804,29804,248.3667,248.3667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistLFront,False,False,True,False,False
29809,29809,248.4083,248.4083,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:ChestTop,False,False,True,False,False
29818,29818,248.4833,248.4833,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadFront;T3_671:HeadTop,False,False,True,False,False
29822,29822,248.5167,248.5167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHeel,False,False,True,False,False
29878,29878,248.9833,248.9833,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LThighFront,False,False,True,False,False
29975,29976,249.7917,249.8,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:RToeIn;T3_671:RToeOut;T3_671:RToeTip,False,False,True,False,False
30005,30005,250.0417,250.0417,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RKneeOut,False,False,True,False,False
30046,30049,250.3833,250.4083,0.025,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
30057,30058,250.475,250.4833,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:BackTop;T3_671:ChestTop,False,False,True,False,False
30060,30061,250.5,250.5083,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:BackRight;T3_671:RShoulderBack,False,False,True,False,False
30063,30063,250.525,250.525,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:BackTop,False,False,True,False,False
30065,30066,250.5417,250.55,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadRight;T3_671:LHandIn,False,False,True,False,False
30069,30069,250.575,250.575,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LKneeOut,False,False,True,False,False
30072,30072,250.6,250.6,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadTop,False,False,True,False,False
30074,30074,250.6167,250.6167,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadFront;T3_671:HeadTop,False,False,True,False,False
30126,30126,251.05,251.05,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistRFront,False,False,True,False,False
30127,30127,251.0583,251.0583,0.0,SEGMENT_SWAP,segment_swap,RHandIn__RWristOut,False,False,False,True,False
30164,30164,251.3667,251.3667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LFArm,False,False,True,False,False
30186,30186,251.55,251.55,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadLeft,False,False,True,False,False
30189,30189,251.575,251.575,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadTop,False,False,True,False,False
30194,30195,251.6167,251.625,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:LShoulderTop;T3_671:LUArmHigh,False,False,True,False,False
30200,30200,251.6667,251.6667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LShoulderBack,False,False,True,False,False
30202,30203,251.6833,251.6917,0.0083,ARTIFACT_SIGMA,artifact_sigma,T3_671:BackTop;T3_671:LElbowOut;T3_671:LShoulderBack;T3_671:LShoulderTop,False,False,True,False,False
30207,30207,251.725,251.725,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LElbowOut,False,False,True,False,False
30217,30217,251.8083,251.8083,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RFArm,False,False,True,False,False
30234,30234,251.95,251.95,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:ChestTop,False,False,True,False,False
30300,30300,252.5,252.5,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistLFront,False,False,True,False,False
30306,30309,252.55,252.575,0.025,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
30310,30310,252.5833,252.5833,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn,False,False,True,False,False
30329,30329,252.7417,252.7417,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistLBack,False,False,True,False,False
30332,30332,252.7667,252.7667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistLBack,False,False,True,False,False
30363,30363,253.025,253.025,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LThighFront,False,False,True,False,False
30370,30375,253.0833,253.125,0.0417,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
30416,30416,253.4667,253.4667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LThighFront,False,False,True,False,False
30484,30484,254.0333,254.0333,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:ChestLow,False,False,True,False,False
30597,30597,254.975,254.975,0.0,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
30723,30723,256.025,256.025,0.0,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
30724,30724,256.0333,256.0333,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:LHandIn,False,False,True,False,False
30752,30752,256.2667,256.2667,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RHandIn;T3_671:RHandOut,False,False,True,False,False
30758,30759,256.3167,256.325,0.0083,SEGMENT_SWAP,segment_swap,RHandIn__RWristOut,False,False,False,True,False
30777,30777,256.475,256.475,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:WaistLFront,False,False,True,False,False
30796,30796,256.6333,256.6333,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:HeadFront,False,False,True,False,False
30809,30811,256.7417,256.7583,0.0167,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
30812,30812,256.7667,256.7667,0.0,ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,LHandIn__LHandOut;T3_671:LFArm,False,False,True,True,False
30813,30813,256.775,256.775,0.0,SEGMENT_SWAP,segment_swap,LHandIn__LHandOut,False,False,False,True,False
30817,30817,256.8083,256.8083,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RFArm,False,False,True,False,False
30820,30820,256.8333,256.8333,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RHandIn,False,False,True,False,False
30822,30822,256.85,256.85,0.0,ARTIFACT_SIGMA,artifact_sigma,T3_671:RShoulderTop,False,False,True,False,False
30824,30825,256.8667,256.875,0.0083,GAP_GE_0P2,gaps_over_0p2,T3_671:ChestTop;T3_671:RFArm,False,True,False,False,False
