participant_id,session_id,timepoint,part_id,repetition_id,source_file,asset_prefixes_observed,n_raw_labeled_markers,n_in_analysis_markers,n_canonical_markers,canonical_marker_names,marker_set_id_or_hash,marker_set_warning
671,T3_P1_R1,T3,P1,R1,671_T3_P1_R1_Take 2026-02-03 08.05.01 PM_000.csv,T3_671,54,48,54,BackLeft;BackRight;BackTop;ChestLow;ChestTop;HeadFront;HeadLeft;HeadRight;HeadTop;LAnkleOut;LElbowOut;LFArm;LHandIn;LHandOut;LHeel;LIndex;LKneeOut;LPinky;LShin;LShoulderBack;LShoulderTop;LThighFront;LThighSide;LThumb;LToeIn;LToeOut;LToeTip;LUArmHigh;LWristOut;RAnkleOut;RElbowOut;RFArm;RHandIn;RHandOut;RHeel;RIndex;RKneeOut;RPinky;RShin;RShoulderBack;RShoulderTop;RThighFront;RThighSide;RThumb;RToeIn;RToeOut;RToeTip;RUArmHigh;RWristOut;WaistCBack;WaistLBack;WaistLFront;WaistRBack;WaistRFront,f843d515a491ec5b,ASSET_PREFIX_T3_671 (participant 671; compare canonical_marker_names / marker_set_id across sessions)
