source_layer,qc_type,severity,reason,joint_family,mapping_source,mapping_confidence,template_mapping_status,feature_scope,n_events
layer2,link_usability,info,manual_review_required,unknown,not_applicable,n/a,not_applicable,review_provisional,301
layer2,link_usability,info,manual_review_required,trunk_chest,not_applicable,n/a,not_applicable,review_provisional,301
layer2,link_usability,info,allow_filter,head_neck,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter_with_warning,left_elbow_forearm,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter,left_shank_ankle,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,block_filter,left_wrist_hand,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,allow_filter,left_thigh_knee,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_toe,301
layer2,link_usability,info,allow_filter,left_shoulder_arm,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter,trunk_chest,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter_with_warning,right_elbow_forearm,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter,right_shank_ankle,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter,right_wrist_hand,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,allow_filter,right_thigh_knee,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,allow_filter,unknown,not_applicable,n/a,not_applicable,core_candidate,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_distal,301
layer2,link_usability,info,excluded_from_analysis,unknown,not_applicable,n/a,not_applicable,excluded_toe,301
layer2,link_usability,info,allow_filter,right_shoulder_arm,not_applicable,n/a,not_applicable,core_candidate,301
