joint_id,source_parent_bone,source_child_bone,parent_bone,child_bone,total_frames,raw_sign_flip_count,corrected_sign_flip_count,min_raw_consecutive_dot,min_corrected_consecutive_dot,post_correction_valid,correction_applied
J025,671:LThumb2,671:LThumb3,LThumb2,LThumb3,30356,0,0,0.9783587578399534,0.9783587578399534,True,False
J026,671:LFoot,671:LToe,LFoot,LToe,30356,0,0,0.9997522628490283,0.9997522628490283,True,False
J027,671:LShoulder,671:LUArm,LShoulder,LUArm,30356,0,0,0.9946961181016216,0.9946961181016216,True,False
J028,671:Chest,671:Neck,Chest,Neck,30356,0,0,0.9996773858860022,0.9996773858860022,True,False
J029,671:RUArm,671:RFArm,RUArm,RFArm,30356,0,0,0.9452609895602094,0.9452609895602094,True,False
J030,671:RShin,671:RFoot,RShin,RFoot,30356,0,0,0.9951118835761265,0.9951118835761265,True,False
J031,671:RFArm,671:RHand,RFArm,RHand,30356,0,0,0.9393279880908816,0.9393279880908816,True,False
J032,671:RHand,671:RIndex1,RHand,RIndex1,30356,0,0,0.679069069755821,0.679069069755821,True,False
J033,671:RIndex1,671:RIndex2,RIndex1,RIndex2,30356,1,0,-0.5521103900641596,0.5521103900641596,True,True
J034,671:RIndex2,671:RIndex3,RIndex2,RIndex3,30356,0,0,0.9168046714831241,0.9168046714831241,True,False
J035,671:RHand,671:RMiddle1,RHand,RMiddle1,30356,0,0,0.8078545070480585,0.8078545070480585,True,False
J036,671:RMiddle1,671:RMiddle2,RMiddle1,RMiddle2,30356,0,0,0.7277504546890441,0.7277504546890441,True,False
J037,671:RMiddle2,671:RMiddle3,RMiddle2,RMiddle3,30356,0,0,0.9508276045369022,0.9508276045369022,True,False
J038,671:RHand,671:RPinky1,RHand,RPinky1,30356,0,0,0.9670332156707453,0.9670332156707453,True,False
J039,671:RPinky1,671:RPinky2,RPinky1,RPinky2,30356,0,0,0.9562616516980817,0.9562616516980817,True,False
J040,671:RPinky2,671:RPinky3,RPinky2,RPinky3,30356,0,0,0.9923603843935107,0.9923603843935107,True,False
J041,671:RHand,671:RRing1,RHand,RRing1,30356,0,0,0.9048788836361883,0.9048788836361883,True,False
J042,671:RRing1,671:RRing2,RRing1,RRing2,30356,0,0,0.86432200555287,0.86432200555287,True,False
J043,671:RRing2,671:RRing3,RRing2,RRing3,30356,0,0,0.9759887031260451,0.9759887031260451,True,False
J044,671:RThigh,671:RShin,RThigh,RShin,30356,0,0,0.9979950403276037,0.9979950403276037,True,False
J045,671:Chest,671:RShoulder,Chest,RShoulder,30356,0,0,0.9991129216864838,0.9991129216864838,True,False
J046,671:671,671:RThigh,671,RThigh,30356,0,0,0.9987371355832076,0.9987371355832076,True,False
J047,671:RHand,671:RThumb1,RHand,RThumb1,30356,0,0,0.9934618314007678,0.9934618314007678,True,False
J048,671:RThumb1,671:RThumb2,RThumb1,RThumb2,30356,0,0,0.9990353921631351,0.9990353921631351,True,False
J049,671:RThumb2,671:RThumb3,RThumb2,RThumb3,30356,0,0,0.9990354526497229,0.9990354526497229,True,False
J050,671:RFoot,671:RToe,RFoot,RToe,30356,0,0,0.9996478974904207,0.9996478974904207,True,False
J051,671:RShoulder,671:RUArm,RShoulder,RUArm,30356,0,0,0.9956966424935493,0.9956966424935493,True,False
