joint_id,source_parent_bone,source_child_bone,parent_bone,child_bone,total_frames,raw_sign_flip_count,corrected_sign_flip_count,min_raw_consecutive_dot,min_corrected_consecutive_dot,post_correction_valid,correction_applied
J002,671:671,671:Ab,671,Ab,30479,0,0,0.9998478233418595,0.9998478233418595,True,False
J003,671:Ab,671:Chest,Ab,Chest,30479,0,0,0.999831105543182,0.999831105543182,True,False
J004,671:Neck,671:Head,Neck,Head,30479,0,0,0.9998794722091034,0.9998794722091034,True,False
J005,671:LUArm,671:LFArm,LUArm,LFArm,30479,0,0,0.9913294208230119,0.9913294208230119,True,False
J006,671:LShin,671:LFoot,LShin,LFoot,30479,0,0,0.9977159142093834,0.9977159142093834,True,False
J007,671:LFArm,671:LHand,LFArm,LHand,30479,0,0,0.9878758705455393,0.9878758705455393,True,False
J008,671:LHand,671:LIndex1,LHand,LIndex1,30479,0,0,0.9987890659736812,0.9987890659736812,True,False
J009,671:LIndex1,671:LIndex2,LIndex1,LIndex2,30479,0,0,0.998306751985972,0.998306751985972,True,False
J010,671:LIndex2,671:LIndex3,LIndex2,LIndex3,30479,0,0,0.9997059492443455,0.9997059492443455,True,False
J011,671:LHand,671:LMiddle1,LHand,LMiddle1,30479,0,0,0.9986536081805693,0.9986536081805693,True,False
J012,671:LMiddle1,671:LMiddle2,LMiddle1,LMiddle2,30479,0,0,0.9980614603210706,0.9980614603210706,True,False
J013,671:LMiddle2,671:LMiddle3,LMiddle2,LMiddle3,30479,0,0,0.9996633404543965,0.9996633404543965,True,False
J014,671:LHand,671:LPinky1,LHand,LPinky1,30479,0,0,0.9959289077535937,0.9959289077535937,True,False
J015,671:LPinky1,671:LPinky2,LPinky1,LPinky2,30479,0,0,0.9943079965395056,0.9943079965395056,True,False
J016,671:LPinky2,671:LPinky3,LPinky2,LPinky3,30479,0,0,0.9990110354983741,0.9990110354983741,True,False
J017,671:LHand,671:LRing1,LHand,LRing1,30479,0,0,0.9984050549542314,0.9984050549542314,True,False
J018,671:LRing1,671:LRing2,LRing1,LRing2,30479,0,0,0.9977038278848795,0.9977038278848795,True,False
J019,671:LRing2,671:LRing3,LRing2,LRing3,30479,0,0,0.9996012232369066,0.9996012232369066,True,False
J020,671:LThigh,671:LShin,LThigh,LShin,30479,0,0,0.9978058606707428,0.9978058606707428,True,False
J021,671:Chest,671:LShoulder,Chest,LShoulder,30479,0,0,0.999095026623799,0.999095026623799,True,False
J022,671:671,671:LThigh,671,LThigh,30479,0,0,0.9992850703983115,0.9992850703983115,True,False
J023,671:LHand,671:LThumb1,LHand,LThumb1,30479,0,0,0.9941520165574276,0.9941520165574276,True,False
J024,671:LThumb1,671:LThumb2,LThumb1,LThumb2,30479,0,0,0.9941520415883341,0.9941520415883341,True,False
J025,671:LThumb2,671:LThumb3,LThumb2,LThumb3,30479,0,0,0.9941520350453608,0.9941520350453608,True,False
J026,671:LFoot,671:LToe,LFoot,LToe,30479,0,0,0.999889439419485,0.999889439419485,True,False
J027,671:LShoulder,671:LUArm,LShoulder,LUArm,30479,0,0,0.996580275566043,0.996580275566043,True,False
J028,671:Chest,671:Neck,Chest,Neck,30479,0,0,0.9998794865209556,0.9998794865209556,True,False
J029,671:RUArm,671:RFArm,RUArm,RFArm,30479,0,0,0.9887990708732283,0.9887990708732283,True,False
J030,671:RShin,671:RFoot,RShin,RFoot,30479,0,0,0.9975706507393626,0.9975706507393626,True,False
J031,671:RFArm,671:RHand,RFArm,RHand,30479,0,0,0.9858168896000363,0.9858168896000363,True,False
J032,671:RHand,671:RIndex1,RHand,RIndex1,30479,0,0,0.9802573252175214,0.9802573252175214,True,False
J033,671:RIndex1,671:RIndex2,RIndex1,RIndex2,30479,0,0,0.9992963349053545,0.9992963349053545,True,False
J034,671:RIndex2,671:RIndex3,RIndex2,RIndex3,30479,0,0,0.9998778293561428,0.9998778293561428,True,False
J035,671:RHand,671:RMiddle1,RHand,RMiddle1,30479,0,0,0.9919741191480158,0.9919741191480158,True,False
J036,671:RMiddle1,671:RMiddle2,RMiddle1,RMiddle2,30479,0,0,0.9995899380420116,0.9995899380420116,True,False
J037,671:RMiddle2,671:RMiddle3,RMiddle2,RMiddle3,30479,0,0,0.9999287882054547,0.9999287882054547,True,False
J038,671:RHand,671:RPinky1,RHand,RPinky1,30479,0,0,0.9978377216295172,0.9978377216295172,True,False
J039,671:RPinky1,671:RPinky2,RPinky1,RPinky2,30479,0,0,0.9972978774928721,0.9972978774928721,True,False
J040,671:RPinky2,671:RPinky3,RPinky2,RPinky3,30479,0,0,0.9995307366949024,0.9995307366949024,True,False
J041,671:RHand,671:RRing1,RHand,RRing1,30479,0,0,0.9978214573508967,0.9978214573508967,True,False
J042,671:RRing1,671:RRing2,RRing1,RRing2,30479,0,0,0.9986989528668762,0.9986989528668762,True,False
J043,671:RRing2,671:RRing3,RRing2,RRing3,30479,0,0,0.9997740975621736,0.9997740975621736,True,False
J044,671:RThigh,671:RShin,RThigh,RShin,30479,0,0,0.9972159079873761,0.9972159079873761,True,False
J045,671:Chest,671:RShoulder,Chest,RShoulder,30479,0,0,0.9995453442218047,0.9995453442218047,True,False
J046,671:671,671:RThigh,671,RThigh,30479,0,0,0.9981994359136193,0.9981994359136193,True,False
J047,671:RHand,671:RThumb1,RHand,RThumb1,30479,0,0,0.9923637252257111,0.9923637252257111,True,False
J048,671:RThumb1,671:RThumb2,RThumb1,RThumb2,30479,0,0,0.993085599398527,0.993085599398527,True,False
J049,671:RThumb2,671:RThumb3,RThumb2,RThumb3,30479,0,0,0.9930858516279705,0.9930858516279705,True,False
J050,671:RFoot,671:RToe,RFoot,RToe,30479,0,0,0.9987603133093929,0.9987603133093929,True,False
J051,671:RShoulder,671:RUArm,RShoulder,RUArm,30479,0,0,0.9971703319255517,0.9971703319255517,True,False
