source_bone_name,has_complete_xyzw_columns,total_frames,finite_row_count,non_finite_row_count,missing_x_count,missing_y_count,missing_z_count,missing_w_count,complete_xyzw_row_count,complete_xyzw_percent,min_norm,max_norm,mean_norm,median_norm,std_norm,max_abs_norm_error,norm_outside_tolerance_count,norm_outside_tolerance_percent,zero_norm_count,near_zero_norm_count,invalid_row_count,first_invalid_row_index,last_invalid_row_index,first_invalid_frame,last_invalid_frame,invalid_gap_count,longest_invalid_gap_length,qc_status,qc_fail_reasons,qc_warning_reasons,stage05_may_proceed
671:671,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999993156027658,1.0000007945646843,1.0000000387217831,1.0000000373749993,2.918310700093495e-07,7.945646842699716e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:Ab,True,30479,30479,0,0,0,0,0,30479,100.0,0.999999236016208,1.0000007558142145,1.0000000394224344,1.0000000390664994,2.909913340138534e-07,7.639837920070391e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:Chest,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999992829297429,1.0000008301086554,1.000000040150518,1.000000039532499,2.918469355555847e-07,8.30108655369699e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:Head,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999992253422,1.0000008386421484,1.0000000395395328,1.0000000400654991,2.917051629959668e-07,8.386421483930206e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LFArm,True,30479,30479,0,0,0,0,0,30479,100.0,0.999999160909148,1.0000009874095126,1.0000000317234303,1.0000000306669996,2.8975398335968916e-07,9.874095125983473e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LFoot,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999992435472139,1.0000008033871772,1.0000000395595323,1.0000000418749992,2.9101804266819445e-07,8.033871772283874e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LHand,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999991805451642,1.0000009217645753,1.0000000295232891,1.0000000302544996,2.897920005515338e-07,9.217645753345494e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LIndex1,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999991264231184,1.0000008689286224,1.0000000318272226,1.0000000290129996,2.916638543576271e-07,8.735768816103828e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LIndex2,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999991819016654,1.0000008869466066,1.0000000325834195,1.0000000315734996,2.9060982539591594e-07,8.869466066041554e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LIndex3,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999990887560848,1.0000009608025384,1.0000000329435528,1.0000000331674996,2.905442365416126e-07,9.608025384189034e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LMiddle1,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999991699541554,1.0000008884251053,1.0000000317870925,1.0000000299174996,2.9028823411148583e-07,8.884251052609926e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LMiddle2,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999990987570939,1.0000008757581165,1.0000000354256506,1.0000000383534993,2.908396684473052e-07,9.01242906081734e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LMiddle3,True,30479,30479,0,0,0,0,0,30479,100.0,0.999999186413669,1.0000008692611222,1.000000031717641,1.0000000316689996,2.907152629805535e-07,8.692611221938762e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LPinky1,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999991425576324,1.000000875236617,1.0000000299084821,1.0000000291259996,2.904373893253352e-07,8.752366169595405e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LPinky2,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999991182086112,1.0000008995745955,1.00000003224793,1.0000000328329994,2.9129076582318064e-07,8.995745954809564e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LPinky3,True,30479,30479,0,0,0,0,0,30479,100.0,0.999999191349173,1.0000009075485883,1.0000000330787964,1.0000000352149994,2.925355865981307e-07,9.075485882803491e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LRing1,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999991517166402,1.0000009149120814,1.0000000351419303,1.0000000344949995,2.9308968740661596e-07,9.149120814289091e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LRing2,True,30479,30479,0,0,0,0,0,30479,100.0,0.999999188807171,1.0000009139460824,1.000000035574477,1.0000000346549993,2.9053229981379095e-07,9.139460823703871e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LRing3,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999991541301423,1.0000009123545839,1.0000000355759184,1.0000000363044994,2.9275965877767907e-07,9.123545838818359e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LShin,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999992743062367,1.0000008219626622,1.0000000415878825,1.0000000409229992,2.9125978103590824e-07,8.219626621563947e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LShoulder,True,30479,30479,0,0,0,0,0,30479,100.0,0.9999992226051978,1.000000802658178,1.0000000402872216,1.0000000430224991,2.9066750871649115e-07,8.026581779230213e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
