source_bone_name,has_complete_xyzw_columns,total_frames,finite_row_count,non_finite_row_count,missing_x_count,missing_y_count,missing_z_count,missing_w_count,complete_xyzw_row_count,complete_xyzw_percent,min_norm,max_norm,mean_norm,median_norm,std_norm,max_abs_norm_error,norm_outside_tolerance_count,norm_outside_tolerance_percent,zero_norm_count,near_zero_norm_count,invalid_row_count,first_invalid_row_index,last_invalid_row_index,first_invalid_frame,last_invalid_frame,invalid_gap_count,longest_invalid_gap_length,qc_status,qc_fail_reasons,qc_warning_reasons,stage05_may_proceed
671:671,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999993224892705,1.000000786086691,1.000000039472066,1.0000000381377494,2.901470821595802e-07,7.860866910736064e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:Ab,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999993325827773,1.0000007297482338,1.0000000402124574,1.000000042005249,2.9149775072451977e-07,7.297482338408656e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:Chest,True,30604,30604,0,0,0,0,0,30604,100.0,0.999999327606774,1.0000007423782244,1.0000000393029078,1.0000000380529992,2.9233092589456107e-07,7.423782244497801e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:Head,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999992664312309,1.000000840218647,1.0000000381001364,1.0000000368312492,2.914919514867271e-07,8.402186471023754e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LFArm,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999990755615726,1.0000009516010473,1.0000000334370904,1.0000000339472495,2.896778769608096e-07,9.516010472943037e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LFoot,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999992509907195,1.0000008006761794,1.0000000425456383,1.000000044718749,2.8960784107012937e-07,8.00676179357751e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LHand,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999991463251355,1.000000869414122,1.0000000296483664,1.0000000297469995,2.908797061805388e-07,8.694141220288998e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LIndex1,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999991387121291,1.000000917425579,1.0000000278015808,1.0000000266914997,2.8949235404443174e-07,9.174255790611596e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LIndex2,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999991324006238,1.0000009625910367,1.000000031530984,1.0000000325312497,2.8906714635835545e-07,9.62591036657301e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LIndex3,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999991574686451,1.0000009192410775,1.000000029070046,1.0000000267092495,2.9275336801940734e-07,9.192410774794268e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LMiddle1,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999991188011117,1.0000008907266031,1.0000000325972191,1.0000000312529995,2.908784973160574e-07,8.907266031421557e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LMiddle2,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999991686866545,1.0000009441960542,1.0000000338976986,1.0000000333269994,2.910230213302763e-07,9.441960542311278e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
671:LMiddle3,True,30604,30604,0,0,0,0,0,30604,100.0,0.9999991340486251,1.0000009079545877,1.0000000312011317,1.0000000321574996,2.90372037784235e-07,9.079545877366257e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
