input_file,joint_id,source_parent_bone,source_child_bone,parent_bone,child_bone,included_in_v0,selection_status,requires_manual_review,link_classification,core_candidate,excluded_candidate,parent_segment_role,child_segment_role,terminology_note,motive_skeleton_template,reconstruction_max_error_deg,reconstruction_p99_error_deg,raw_relative_sign_flip_count,corrected_relative_sign_flip_count,post_correction_valid,gate_status
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J012,671:LMiddle1,671:LMiddle2,LMiddle1,LMiddle2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.0613491515985213e-14,1.9763456238921294e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J013,671:LMiddle2,671:LMiddle3,LMiddle2,LMiddle3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.7351144312240863e-14,1.9132634335614497e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J014,671:LHand,671:LPinky1,LHand,LPinky1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.902126188232956e-14,1.961996011808528e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J015,671:LPinky1,671:LPinky2,LPinky1,LPinky2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.961346863844285e-14,1.9833284643711683e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J016,671:LPinky2,671:LPinky3,LPinky2,LPinky3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.8681453900569965e-14,1.8539144594994307e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J017,671:LHand,671:LRing1,LHand,LRing1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.6439685960279353e-14,1.9179658261707725e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J018,671:LRing1,671:LRing2,LRing1,LRing2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.0830811639579605e-14,1.9590620718080143e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J019,671:LRing2,671:LRing3,LRing2,LRing3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.7379189323770216e-14,1.8954188246999157e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J020,671:LThigh,671:LShin,LThigh,LShin,True,provisional_v0,False,shin,True,False,core_limb_or_head_neck,core_limb_or_head_neck,shin core candidate,Core + Passive Fingers (54),2.9680576683629104e-14,1.294444676806645e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J021,671:Chest,671:LShoulder,Chest,LShoulder,True,provisional_v0,False,shoulder,True,False,trunk_spine_provisional,core_limb_or_head_neck,shoulder core candidate,Core + Passive Fingers (54),2.3601888884130854e-14,1.2175223268711382e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J022,671:671,671:LThigh,671,LThigh,True,provisional_v0,False,hip_top_segment_to_thigh,True,False,motive_hip_top_segment,core_limb_or_head_neck,Defensible Motive hip/top-segment-to-thigh link: asset-name-labeled Motive hip/top skeleton segment (`671`); Motive documents this as the skeleton hip; export naming may follow Asset Hip Name,Core + Passive Fingers (54),2.9518732253118603e-14,1.126497085850038e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J023,671:LHand,671:LThumb1,LHand,LThumb1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.0608926330696417e-14,2.0256475591008037e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J024,671:LThumb1,671:LThumb2,LThumb1,LThumb2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.107159544389905e-14,2.0156726133875983e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J025,671:LThumb2,671:LThumb3,LThumb2,LThumb3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.1289550905669986e-14,1.9660790149894412e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J026,671:LFoot,671:LToe,LFoot,LToe,False,provisional_v0,True,toe,False,True,core_limb_or_head_neck,toe_excluded,toe link excluded from likely V0 analysis set,Core + Passive Fingers (54),2.1841888126938482e-14,1.0166736118686341e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J027,671:LShoulder,671:LUArm,LShoulder,LUArm,True,provisional_v0,False,upper_arm,True,False,core_limb_or_head_neck,core_limb_or_head_neck,upper arm core candidate,Core + Passive Fingers (54),3.3384449725770107e-14,1.9321365791157715e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J028,671:Chest,671:Neck,Chest,Neck,True,provisional_v0,False,head_neck,True,False,trunk_spine_provisional,core_limb_or_head_neck,head/neck core candidate,Core + Passive Fingers (54),2.294827382343176e-14,1.2335847396804284e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J029,671:RUArm,671:RFArm,RUArm,RFArm,True,provisional_v0,False,forearm,True,False,core_limb_or_head_neck,core_limb_or_head_neck,forearm core candidate,Core + Passive Fingers (54),3.4286289696031525e-14,1.955264509393399e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J030,671:RShin,671:RFoot,RShin,RFoot,True,provisional_v0,False,foot,True,False,core_limb_or_head_neck,core_limb_or_head_neck,foot core candidate,Core + Passive Fingers (54),2.3446104877401493e-14,1.162647041598483e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J031,671:RFArm,671:RHand,RFArm,RHand,True,provisional_v0,False,hand,True,False,core_limb_or_head_neck,core_limb_or_head_neck,hand core candidate (provisional V0),Core + Passive Fingers (54),3.0308286977663585e-14,1.9679974538241824e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J032,671:RHand,671:RIndex1,RHand,RIndex1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.9443893675487304e-14,1.9582055644542043e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J033,671:RIndex1,671:RIndex2,RIndex1,RIndex2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.8268633315967743e-14,1.946023869043002e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J034,671:RIndex2,671:RIndex3,RIndex2,RIndex3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.5425526022437302e-14,1.9484106783221763e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J035,671:RHand,671:RMiddle1,RHand,RMiddle1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.6643273936201453e-14,1.9087179601772924e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J036,671:RMiddle1,671:RMiddle2,RMiddle1,RMiddle2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.7791235570412187e-14,1.9351059705999116e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J037,671:RMiddle2,671:RMiddle3,RMiddle2,RMiddle3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.004290964811567e-14,1.8937369274226702e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J038,671:RHand,671:RPinky1,RHand,RPinky1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.0281179923340296e-14,1.9225084183955433e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J039,671:RPinky1,671:RPinky2,RPinky1,RPinky2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.163992509645625e-14,1.9544427581405383e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J040,671:RPinky2,671:RPinky3,RPinky2,RPinky3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.9324267837792953e-14,1.9031506294788967e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J041,671:RHand,671:RRing1,RHand,RRing1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.9987802545255917e-14,1.9001331471944472e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J042,671:RRing1,671:RRing2,RRing1,RRing2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.9890277696604645e-14,1.9306556989894323e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J043,671:RRing2,671:RRing3,RRing2,RRing3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.0596888792427354e-14,1.8832192700010227e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J044,671:RThigh,671:RShin,RThigh,RShin,True,provisional_v0,False,shin,True,False,core_limb_or_head_neck,core_limb_or_head_neck,shin core candidate,Core + Passive Fingers (54),2.7608796982754315e-14,1.3322976761302588e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J045,671:Chest,671:RShoulder,Chest,RShoulder,True,provisional_v0,False,shoulder,True,False,trunk_spine_provisional,core_limb_or_head_neck,shoulder core candidate,Core + Passive Fingers (54),2.427012840769616e-14,1.2468280390036131e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J046,671:671,671:RThigh,671,RThigh,True,provisional_v0,False,hip_top_segment_to_thigh,True,False,motive_hip_top_segment,core_limb_or_head_neck,Defensible Motive hip/top-segment-to-thigh link: asset-name-labeled Motive hip/top skeleton segment (`671`); Motive documents this as the skeleton hip; export naming may follow Asset Hip Name,Core + Passive Fingers (54),2.4097231265895602e-14,1.159140649355224e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J047,671:RHand,671:RThumb1,RHand,RThumb1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.982842476398519e-14,2.0975328722890375e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J048,671:RThumb1,671:RThumb2,RThumb1,RThumb2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.868100996617842e-14,1.9217570522428257e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J049,671:RThumb2,671:RThumb3,RThumb2,RThumb3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.769967585048313e-14,1.9301054932515512e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J050,671:RFoot,671:RToe,RFoot,RToe,False,provisional_v0,True,toe,False,True,core_limb_or_head_neck,toe_excluded,toe link excluded from likely V0 analysis set,Core + Passive Fingers (54),2.3494745922000223e-14,1.0439026320689151e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R2_Take 2026-01-06 03.57.12 PM_003.csv,J051,671:RShoulder,671:RUArm,RShoulder,RUArm,True,provisional_v0,False,upper_arm,True,False,core_limb_or_head_neck,core_limb_or_head_neck,upper arm core candidate,Core + Passive Fingers (54),3.1939299015226146e-14,1.941753550514967e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J002,671:671,671:Ab,671,Ab,False,provisional_v0,True,trunk_spine,False,False,motive_hip_top_segment,trunk_spine_provisional,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature,Core + Passive Fingers (54),2.3352222832902647e-14,1.1718860985098796e-14,0,0,True,review
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J003,671:Ab,671:Chest,Ab,Chest,False,provisional_v0,True,trunk_spine,False,False,trunk_spine_provisional,trunk_spine_provisional,trunk/spine link provisional; Core + Passive Fingers (54) vs Biomech (57) topology differs — not a final analysis feature,Core + Passive Fingers (54),2.8236218983026043e-14,1.2302547282716114e-14,0,0,True,review
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J004,671:Neck,671:Head,Neck,Head,True,provisional_v0,False,head_neck,True,False,core_limb_or_head_neck,core_limb_or_head_neck,head/neck core candidate,Core + Passive Fingers (54),2.4642968125240244e-14,1.3111697114954148e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J005,671:LUArm,671:LFArm,LUArm,LFArm,True,provisional_v0,False,forearm,True,False,core_limb_or_head_neck,core_limb_or_head_neck,forearm core candidate,Core + Passive Fingers (54),3.3818729869224295e-14,2.0512212336200504e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J006,671:LShin,671:LFoot,LShin,LFoot,True,provisional_v0,False,foot,True,False,core_limb_or_head_neck,core_limb_or_head_neck,foot core candidate,Core + Passive Fingers (54),2.6017496721509654e-14,1.2910281460127188e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J007,671:LFArm,671:LHand,LFArm,LHand,True,provisional_v0,False,hand,True,False,core_limb_or_head_neck,core_limb_or_head_neck,hand core candidate (provisional V0),Core + Passive Fingers (54),3.0652707679343667e-14,1.9869017376670923e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J008,671:LHand,671:LIndex1,LHand,LIndex1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.6653346412560296e-14,1.8765752369453857e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J009,671:LIndex1,671:LIndex2,LIndex1,LIndex2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.072599480440086e-14,1.8709941096870382e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J010,671:LIndex2,671:LIndex3,LIndex2,LIndex3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.1118967458051574e-14,1.815906440578793e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J011,671:LHand,671:LMiddle1,LHand,LMiddle1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.8205404403648275e-14,1.863618059187356e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J012,671:LMiddle1,671:LMiddle2,LMiddle1,LMiddle2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.6472893238700995e-14,1.915638736469985e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J013,671:LMiddle2,671:LMiddle3,LMiddle2,LMiddle3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.844334207344037e-14,1.9186587747457014e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J014,671:LHand,671:LPinky1,LHand,LPinky1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.9849243628978267e-14,1.904664504346477e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J015,671:LPinky1,671:LPinky2,LPinky1,LPinky2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.0080255610251596e-14,1.902048880658627e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J016,671:LPinky2,671:LPinky3,LPinky2,LPinky3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.5809937302731625e-14,1.8613037840538487e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J017,671:LHand,671:LRing1,LHand,LRing1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.6208453008323676e-14,1.867212539749332e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J018,671:LRing1,671:LRing2,LRing1,LRing2,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),3.138165539017168e-14,1.8864854745879795e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J019,671:LRing2,671:LRing3,LRing2,LRing3,False,provisional_v0,False,finger,False,True,finger_excluded,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.9465214745382417e-14,1.8654715408063343e-14,0,0,True,excluded_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J020,671:LThigh,671:LShin,LThigh,LShin,True,provisional_v0,False,shin,True,False,core_limb_or_head_neck,core_limb_or_head_neck,shin core candidate,Core + Passive Fingers (54),2.6521597060172603e-14,1.4311437772317695e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J021,671:Chest,671:LShoulder,Chest,LShoulder,True,provisional_v0,False,shoulder,True,False,trunk_spine_provisional,core_limb_or_head_neck,shoulder core candidate,Core + Passive Fingers (54),2.3252838416582694e-14,1.2712566702996962e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J022,671:671,671:LThigh,671,LThigh,True,provisional_v0,False,hip_top_segment_to_thigh,True,False,motive_hip_top_segment,core_limb_or_head_neck,Defensible Motive hip/top-segment-to-thigh link: asset-name-labeled Motive hip/top skeleton segment (`671`); Motive documents this as the skeleton hip; export naming may follow Asset Hip Name,Core + Passive Fingers (54),3.0515774635236097e-14,1.280288289208442e-14,0,0,True,core_pass
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005.csv,J023,671:LHand,671:LThumb1,LHand,LThumb1,False,provisional_v0,False,finger,False,True,core_limb_or_head_neck,finger_excluded,distal finger chain excluded from likely V0 analysis set,Core + Passive Fingers (54),2.9510782792360775e-14,1.9827011380119415e-14,0,0,True,excluded_pass
