link_id,parent_canonical,child_canonical,jump_event_frame,context_window_frames,context_start_frame,context_end_frame,stage07_jump_magnitude_rad,stage07_row_qc_status,session_id,run_label,stage08_analysis_eligible,stage08_filter_status,stage08_mask_reason,reason
J006,LFArm,LHand,8072,30,8042,8102,0.8182085932058963,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,True,filtered_but_jump_context_flagged,,value_kept_numeric_row_flagged_for_downstream_review
J007,LHand,LIndex1,16102,30,16072,16132,0.6480093651544921,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,False,excluded_from_analysis,excluded_feature_scope,value_kept_numeric_row_flagged_for_downstream_review
J008,LIndex1,LIndex2,16102,30,16072,16132,0.7680029529289848,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,False,excluded_from_analysis,excluded_feature_scope,value_kept_numeric_row_flagged_for_downstream_review
J011,LMiddle1,LMiddle2,16102,30,16072,16132,0.511488977628142,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,False,excluded_from_analysis,excluded_feature_scope,value_kept_numeric_row_flagged_for_downstream_review
J013,LHand,LPinky1,8072,30,8042,8102,0.6761434387101645,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,False,excluded_from_analysis,excluded_feature_scope,value_kept_numeric_row_flagged_for_downstream_review
J013,LHand,LPinky1,16102,30,16072,16132,0.558222398403374,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,False,excluded_from_analysis,excluded_feature_scope,value_kept_numeric_row_flagged_for_downstream_review
J022,LHand,LThumb1,16102,30,16072,16132,0.5736202735471074,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,False,excluded_from_analysis,excluded_feature_scope,value_kept_numeric_row_flagged_for_downstream_review
J032,RHand,RIndex1,16102,30,16072,16132,0.5683037541608051,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,False,excluded_from_analysis,excluded_feature_scope,value_kept_numeric_row_flagged_for_downstream_review
J033,RIndex1,RIndex2,16102,30,16072,16132,0.6550975189084839,warning,671_T3_P1_R2,671_T3_P1_R2_Take_2026-02-03_08.05.01_PM_005,False,excluded_from_analysis,excluded_feature_scope,value_kept_numeric_row_flagged_for_downstream_review
