file_name,input_file,project_name,subject_id,session_id,motive_version,capture_frame_rate_hz,export_frame_rate_hz,effective_frame_rate_hz,frame_rate_status,total_frames_metadata,total_frames_observed,frame_start,frame_end,frame_continuity_status,duration_seconds,time_column_status,length_units,coordinate_space,axis_convention,rotation_type,n_marker_triplets_total,n_labeled_markers,n_unlabeled_markers,contains_marker_xyz,contains_rigid_body_columns,contains_skeleton_columns,contains_quaternion_columns,raw_data_status,validation_status,n_errors,n_warnings,total_marker_frames_all,missing_marker_frames_all,missing_percent_all,total_marker_frames_labeled,missing_marker_frames_labeled,missing_percent_labeled,total_marker_frames_unlabeled,missing_marker_frames_unlabeled,missing_percent_unlabeled,n_gaps_total_all,n_gaps_total_labeled,n_gaps_ge_0p2s_labeled,n_gaps_ge_0p5s_labeled,n_gaps_ge_1p0s_labeled,longest_gap_marker_labeled,longest_gap_seconds_labeled,raw_qc_preprocessing_status,raw_qc_status_reason
671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005_raw test.csv,/Users/drorhazan/Desktop/motive_qc/data/671_T2_P1_R1_Take 2026-01-15 04.35.25 PM_005_raw test.csv,Motive raw marker QC,671,T2_P1_R1,Motive:Body 3.4.0.2,120.0,120.0,120.0,ok,30356,30356,0,30355,continuous,252.95833333333334,ok,Meters,Global,unknown,XYZ,69,54,15,True,False,False,False,consistent_with_marker_xyz,pass,0,0,2094564,456694,21.803774,1639224,1690,0.103098,455340,455004,99.926209,232,200,10,4,1,671:ChestTop,3.983333,poor,Labeled missingness or large-gap counts exceed caution thresholds.
