gap_id,marker_name,is_labeled,is_unlabeled,body_region_group,gap_start_frame,gap_end_frame,gap_start_time_seconds,gap_end_time_seconds,duration_frames,duration_seconds,thresholds_crossed,severity_label,prev_valid_frame,next_valid_frame,touches_start_or_end,recommended_status
G000168,671:RIndex,True,False,fingers,27587,27589,229.89166666666668,229.90833333333333,3,0.025,tiny,tiny,27586.0,27590.0,False,document
G000169,671:RIndex,True,False,fingers,27591,27596,229.925,229.96666666666667,6,0.05,tiny,tiny,27590.0,27597.0,False,document
G000170,671:RIndex,True,False,fingers,28101,28101,234.175,234.175,1,0.008333333333333333,,single_frame,28100.0,28102.0,False,document
G000171,671:RIndex,True,False,fingers,28103,28109,234.19166666666666,234.24166666666667,7,0.058333333333333334,tiny,tiny,28102.0,28110.0,False,document
G000172,671:RIndex,True,False,fingers,28153,28154,234.60833333333332,234.61666666666667,2,0.016666666666666666,,tiny,28152.0,28155.0,False,document
G000173,671:RIndex,True,False,fingers,28160,28162,234.66666666666666,234.68333333333334,3,0.025,tiny,tiny,28159.0,28163.0,False,document
G000174,671:RIndex,True,False,fingers,28457,28459,237.14166666666668,237.15833333333333,3,0.025,tiny,tiny,28456.0,28460.0,False,document
G000175,671:RIndex,True,False,fingers,28762,28763,239.68333333333334,239.69166666666666,2,0.016666666666666666,,tiny,28761.0,28764.0,False,document
G000176,671:RIndex,True,False,fingers,29050,29050,242.08333333333334,242.08333333333334,1,0.008333333333333333,,single_frame,29049.0,29051.0,False,document
G000177,671:RIndex,True,False,fingers,29425,29425,245.20833333333334,245.20833333333334,1,0.008333333333333333,,single_frame,29424.0,29426.0,False,document
G000178,671:RIndex,True,False,fingers,29516,29516,245.96666666666667,245.96666666666667,1,0.008333333333333333,,single_frame,29515.0,29517.0,False,document
G000179,671:RIndex,True,False,fingers,29711,29712,247.59166666666667,247.6,2,0.016666666666666666,,tiny,29710.0,29713.0,False,document
G000180,671:RThumb,True,False,fingers,4431,4431,36.925,36.925,1,0.008333333333333333,,single_frame,4430.0,4432.0,False,document
G000181,671:RThumb,True,False,fingers,4433,4442,36.94166666666667,37.016666666666666,10,0.08333333333333333,tiny,tiny,4432.0,4443.0,False,document
G000182,671:RThumb,True,False,fingers,14283,14283,119.025,119.025,1,0.008333333333333333,,single_frame,14282.0,14284.0,False,document
G000183,671:RThumb,True,False,fingers,14655,14670,122.125,122.25,16,0.13333333333333333,tiny;minor,minor,14654.0,14671.0,False,document
G000184,671:RThumb,True,False,fingers,14708,14708,122.56666666666666,122.56666666666666,1,0.008333333333333333,,single_frame,14707.0,14709.0,False,document
G000185,671:RThumb,True,False,fingers,14908,14917,124.23333333333333,124.30833333333334,10,0.08333333333333333,tiny,tiny,14907.0,14918.0,False,document
G000186,671:RThumb,True,False,fingers,15070,15086,125.58333333333333,125.71666666666667,17,0.14166666666666666,tiny;minor,minor,15069.0,15087.0,False,document
