gap_id,marker_name,is_labeled,is_unlabeled,body_region_group,gap_start_frame,gap_end_frame,gap_start_time_seconds,gap_end_time_seconds,duration_frames,duration_seconds,thresholds_crossed,severity_label,prev_valid_frame,next_valid_frame,touches_start_or_end,recommended_status
G000187,671:RThumb,True,False,fingers,16388,16396,136.56666666666666,136.63333333333333,9,0.075,tiny,tiny,16387.0,16397.0,False,document
G000188,671:RThumb,True,False,fingers,18456,18460,153.8,153.83333333333334,5,0.041666666666666664,tiny,tiny,18455.0,18461.0,False,document
G000189,671:RThumb,True,False,fingers,19659,19659,163.825,163.825,1,0.008333333333333333,,single_frame,19658.0,19660.0,False,document
G000190,671:RThumb,True,False,fingers,19813,19819,165.10833333333332,165.15833333333333,7,0.058333333333333334,tiny,tiny,19812.0,19820.0,False,document
G000191,671:RThumb,True,False,fingers,20530,20534,171.08333333333334,171.11666666666667,5,0.041666666666666664,tiny,tiny,20529.0,20535.0,False,document
G000192,671:RThumb,True,False,fingers,27646,27646,230.38333333333333,230.38333333333333,1,0.008333333333333333,,single_frame,27645.0,27647.0,False,document
G000193,671:RThumb,True,False,fingers,28036,28036,233.63333333333333,233.63333333333333,1,0.008333333333333333,,single_frame,28035.0,28037.0,False,document
G000194,671:RThumb,True,False,fingers,28109,28109,234.24166666666667,234.24166666666667,1,0.008333333333333333,,single_frame,28108.0,28110.0,False,document
G000195,671:RThumb,True,False,fingers,29424,29425,245.2,245.20833333333334,2,0.016666666666666666,,tiny,29423.0,29426.0,False,document
G000196,671:RWristOut,True,False,wrist_hand,16395,16395,136.625,136.625,1,0.008333333333333333,,single_frame,16394.0,16396.0,False,document
G000197,671:WaistLFront,True,False,pelvis_waist,20233,20234,168.60833333333332,168.61666666666667,2,0.016666666666666666,,tiny,20232.0,20235.0,False,document
G000198,671:WaistLFront,True,False,pelvis_waist,22986,23030,191.55,191.91666666666666,45,0.375,tiny;minor;moderate,moderate,22985.0,23031.0,False,caution
G000199,671:WaistLFront,True,False,pelvis_waist,24404,24417,203.36666666666667,203.475,14,0.11666666666666667,tiny;minor,minor,24403.0,24418.0,False,document
G000200,671:WaistRFront,True,False,pelvis_waist,20719,20745,172.65833333333333,172.875,27,0.225,tiny;minor;moderate,moderate,20718.0,20746.0,False,caution
G000201,Unlabeled 2934,False,True,unlabeled,0,2646,0.0,22.05,2647,22.058333333333334,tiny;minor;moderate;large;severe,severe,,2647.0,True,potential_exclusion
G000202,Unlabeled 2934,False,True,unlabeled,2725,30355,22.708333333333332,252.95833333333334,27631,230.25833333333333,tiny;minor;moderate;large;severe,severe,2724.0,,True,potential_exclusion
G000203,Unlabeled 2935,False,True,unlabeled,0,10531,0.0,87.75833333333334,10532,87.76666666666667,tiny;minor;moderate;large;severe,severe,,10532.0,True,potential_exclusion
G000204,Unlabeled 2935,False,True,unlabeled,10545,30355,87.875,252.95833333333334,19811,165.09166666666667,tiny;minor;moderate;large;severe,severe,10544.0,,True,potential_exclusion
G000205,Unlabeled 2936,False,True,unlabeled,0,14333,0.0,119.44166666666666,14334,119.45,tiny;minor;moderate;large;severe,severe,,14334.0,True,potential_exclusion
G000206,Unlabeled 2936,False,True,unlabeled,14448,30355,120.4,252.95833333333334,15908,132.56666666666666,tiny;minor;moderate;large;severe,severe,14447.0,,True,potential_exclusion
G000207,Unlabeled 2937,False,True,unlabeled,0,14469,0.0,120.575,14470,120.58333333333333,tiny;minor;moderate;large;severe,severe,,14470.0,True,potential_exclusion
G000208,Unlabeled 2937,False,True,unlabeled,14495,30355,120.79166666666667,252.95833333333334,15861,132.175,tiny;minor;moderate;large;severe,severe,14494.0,,True,potential_exclusion
G000209,Unlabeled 2941,False,True,unlabeled,0,16210,0.0,135.08333333333334,16211,135.09166666666667,tiny;minor;moderate;large;severe,severe,,16211.0,True,potential_exclusion
G000210,Unlabeled 2941,False,True,unlabeled,16219,30355,135.15833333333333,252.95833333333334,14137,117.80833333333334,tiny;minor;moderate;large;severe,severe,16218.0,,True,potential_exclusion
G000211,Unlabeled 2945,False,True,unlabeled,0,17231,0.0,143.59166666666667,17232,143.6,tiny;minor;moderate;large;severe,severe,,17232.0,True,potential_exclusion
G000212,Unlabeled 2945,False,True,unlabeled,17307,30355,144.225,252.95833333333334,13049,108.74166666666666,tiny;minor;moderate;large;severe,severe,17306.0,,True,potential_exclusion
G000213,Unlabeled 2955,False,True,unlabeled,0,24562,0.0,204.68333333333334,24563,204.69166666666666,tiny;minor;moderate;large;severe,severe,,24563.0,True,potential_exclusion
G000214,Unlabeled 2955,False,True,unlabeled,24566,30355,204.71666666666667,252.95833333333334,5790,48.25,tiny;minor;moderate;large;severe,severe,24565.0,,True,potential_exclusion
G000215,Unlabeled 2962,False,True,unlabeled,0,27712,0.0,230.93333333333334,27713,230.94166666666666,tiny;minor;moderate;large;severe,severe,,27713.0,True,potential_exclusion
G000216,Unlabeled 2962,False,True,unlabeled,27717,30355,230.975,252.95833333333334,2639,21.991666666666667,tiny;minor;moderate;large;severe,severe,27716.0,,True,potential_exclusion
G000217,Unlabeled 2971,False,True,unlabeled,0,28078,0.0,233.98333333333332,28079,233.99166666666667,tiny;minor;moderate;large;severe,severe,,28079.0,True,potential_exclusion
G000218,Unlabeled 2971,False,True,unlabeled,28081,30355,234.00833333333333,252.95833333333334,2275,18.958333333333332,tiny;minor;moderate;large;severe,severe,28080.0,,True,potential_exclusion
G000219,Unlabeled 2974,False,True,unlabeled,0,28080,0.0,234.0,28081,234.00833333333333,tiny;minor;moderate;large;severe,severe,,28081.0,True,potential_exclusion
G000220,Unlabeled 2974,False,True,unlabeled,28084,30355,234.03333333333333,252.95833333333334,2272,18.933333333333334,tiny;minor;moderate;large;severe,severe,28083.0,,True,potential_exclusion
G000221,Unlabeled 2995,False,True,unlabeled,0,28317,0.0,235.975,28318,235.98333333333332,tiny;minor;moderate;large;severe,severe,,28318.0,True,potential_exclusion
G000222,Unlabeled 2995,False,True,unlabeled,28320,30355,236.0,252.95833333333334,2036,16.966666666666665,tiny;minor;moderate;large;severe,severe,28319.0,,True,potential_exclusion
G000223,Unlabeled 3002,False,True,unlabeled,0,28778,0.0,239.81666666666666,28779,239.825,tiny;minor;moderate;large;severe,severe,,28779.0,True,potential_exclusion
G000224,Unlabeled 3002,False,True,unlabeled,28781,30355,239.84166666666667,252.95833333333334,1575,13.125,tiny;minor;moderate;large;severe,severe,28780.0,,True,potential_exclusion
G000225,Unlabeled 3003,False,True,unlabeled,0,28779,0.0,239.825,28780,239.83333333333334,tiny;minor;moderate;large;severe,severe,,28780.0,True,potential_exclusion
G000226,Unlabeled 3003,False,True,unlabeled,28781,28939,239.84166666666667,241.15833333333333,159,1.325,tiny;minor;moderate;large;severe,severe,28780.0,28940.0,False,potential_exclusion
G000227,Unlabeled 3003,False,True,unlabeled,28941,30355,241.175,252.95833333333334,1415,11.791666666666666,tiny;minor;moderate;large;severe,severe,28940.0,,True,potential_exclusion
G000228,Unlabeled 3011,False,True,unlabeled,0,29520,0.0,246.0,29521,246.00833333333333,tiny;minor;moderate;large;severe,severe,,29521.0,True,potential_exclusion
G000229,Unlabeled 3011,False,True,unlabeled,29524,30355,246.03333333333333,252.95833333333334,832,6.933333333333334,tiny;minor;moderate;large;severe,severe,29523.0,,True,potential_exclusion
G000230,Unlabeled 3012,False,True,unlabeled,0,29540,0.0,246.16666666666666,29541,246.175,tiny;minor;moderate;large;severe,severe,,29541.0,True,potential_exclusion
G000231,Unlabeled 3012,False,True,unlabeled,29542,29966,246.18333333333334,249.71666666666667,425,3.5416666666666665,tiny;minor;moderate;large;severe,severe,29541.0,29967.0,False,potential_exclusion
G000232,Unlabeled 3012,False,True,unlabeled,29968,30355,249.73333333333332,252.95833333333334,388,3.2333333333333334,tiny;minor;moderate;large;severe,severe,29967.0,,True,potential_exclusion
