joint_id,parent_bone,child_bone,link_group,core_candidate,excluded_candidate,total_frames,non_finite_rotvec_rows,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,branch_cut_status,stage08_may_proceed_for_link
J001,T3_671,Ab,review_provisional,False,False,31392,0,0.3765016861502509,0.27562974165895987,0.36780116948443564,0,0.0,pass,True
J002,Spine4,Chest,review_provisional,False,False,31392,0,0.18784908943667347,0.139676236480182,0.1621057876711383,0,0.0,pass,True
J003,Neck2,Head,core_candidate,True,False,31392,0,0.46321095227015807,0.41560257813235024,0.45398816871032666,0,0.0,pass,True
J004,LUArm,LFArm,core_candidate,True,False,31392,0,2.6453381812844876,2.419778644037008,2.5371592155644747,0,0.0,pass,True
J005,LShin,LFoot,core_candidate,True,False,31392,0,0.9797404725107933,0.6441861386785888,0.757136719492972,0,0.0,pass,True
J006,LFArm,LHand,core_candidate,True,False,31392,0,2.1122171354844785,1.5422892112460422,1.777441903841804,0,0.0,pass,True
J007,LHand,LIndex1,excluded,False,True,31392,0,1.7524335864463167,1.7524125328293942,1.7524318617871069,0,0.0,pass,True
J008,LIndex1,LIndex2,excluded,False,True,31392,0,2.0400035603557125,2.0400009791345712,2.040001668105219,0,0.0,pass,True
J009,LIndex2,LIndex3,excluded,False,True,31392,0,0.8500026685424135,0.8500007589506658,0.8500014688770263,0,0.0,pass,True
J010,LHand,LMiddle1,excluded,False,True,31392,0,1.554912611823018,1.4364135209866256,1.491359668216323,0,0.0,pass,True
J011,LMiddle1,LMiddle2,excluded,False,True,31392,0,1.8277154703975458,1.6873250775010071,1.7423513891531666,0,0.0,pass,True
J012,LMiddle2,LMiddle3,excluded,False,True,31392,0,0.7615481790284482,0.7030506676152533,0.7259784857755256,0,0.0,pass,True
J013,LHand,LPinky1,excluded,False,True,31392,0,1.2135569288281443,0.8864651494269392,1.016511813047808,0,0.0,pass,True
J014,LPinky1,LPinky2,excluded,False,True,31392,0,1.4044152292449716,0.985657926112,1.1492965628939869,0,0.0,pass,True
J015,LPinky2,LPinky3,excluded,False,True,31392,0,0.5851743842354781,0.4106892371143923,0.478872504918928,0,0.0,pass,True
