session_id,run_label,frame_start,frame_end,duration_frames,duration_sec,selected_qc_evidence_types,joint_selection_preset,selected_layer2_links,selected_layer2_link_ids,layer1_labeled_marker_source,layer1_total_labeled_markers,layer1_mapped_labeled_markers,layer1_unmapped_labeled_marker_names,unlabeled_marker_policy,layer2_total_links_available,layer2_selected_links_count,datadescriptions_used,mapping_source_summary,n_gap_0p5_events,n_gap_0p2_events,n_artifact_sigma_events,n_segment_swap_events,gap_0p5_flagged_frame_percent,gap_0p2_flagged_frame_percent,artifact_sigma_flagged_frame_percent,segment_swap_flagged_frame_percent,jump_fail_rad_links_frame_percent,block_filter_links_frame_percent
671_T1_P1_R1,671_T1_P1_R1_Take_2026-01-06_03.57.12_PM_001,16000,17000,1001,8.34,artifact_sigma; gap_0p2; gap_0p5; segment_swap,,LUArm->LFArm; LFArm->LHand; LThigh->LShin,J005; J007; J020,DataDescriptions + Layer1 event files,62,62,,excluded_from_main_review,51,3,True,62 datadescriptions-mapped; 0 unmapped,2,7,12,1,20.78,22.08,1.2,2.0,J005 LUArm->LFArm: 0.0%; J007 LFArm->LHand: 6.09%; J020 LThigh->LShin: 0.0%,J005 LUArm->LFArm: 6.09%; J007 LFArm->LHand: 100.0%; J020 LThigh->LShin: 0.0%
