input_csv_path,output_folder,links_processed,core_links_processed,review_links_processed,excluded_links_processed,max_rotvec_norm_core,max_rotvec_norm_all,max_jump_core,max_jump_all,core_warnings,core_failures,review_warnings,review_failures,excluded_warnings,excluded_failures,stage08_may_proceed,explicit_limitations
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/252/T1/252_T1_P1_R1_Take 2026-04-28 04.15.00 PM_000.csv,outputs/252_T1_P1_R1_Take_2026-04-28_04.15.00_PM_000,54,16,6,32,2.830397748964403,2.830397748964403,0.6124632214885795,0.6124632214885795,1,0,0,0,0,0,True,"Stage 07 rotation-vector success does not filter, finalize analysis features, resolve skeleton-version mismatch, or make Layer 3 ready."
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/252/T1/252_T1_P1_R2_Take 2026-04-28 04.15.00 PM_002.csv,outputs/252_T1_P1_R2_Take_2026-04-28_04.15.00_PM_002,54,16,6,32,2.8811642102200894,2.8811642102200894,1.2300543074244807,1.2300543074244807,1,2,0,0,0,0,True,"Stage 07 rotation-vector success does not filter, finalize analysis features, resolve skeleton-version mismatch, or make Layer 3 ready."
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/252/T2/252_T2_P1_R1_Take 2026-04-26 06.09.29 PM_001.csv,outputs/252_T2_P1_R1_Take_2026-04-26_06.09.29_PM_001,54,16,6,32,2.8533820648011767,2.8533820648011767,1.4925737795476346,1.4925737795476346,3,2,0,0,0,0,True,"Stage 07 rotation-vector success does not filter, finalize analysis features, resolve skeleton-version mismatch, or make Layer 3 ready."
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/252/T2/252_T2_P1_R2_Take 2026-04-26 06.09.29 PM_004.csv,outputs/252_T2_P1_R2_Take_2026-04-26_06.09.29_PM_004,54,16,6,32,2.880378959485882,2.880378959485882,0.5090357218916551,0.5090357218916551,1,0,0,0,0,0,True,"Stage 07 rotation-vector success does not filter, finalize analysis features, resolve skeleton-version mismatch, or make Layer 3 ready."
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/252/T3/252_T3_P1_R1_Take 2026-06-09 05.04.14 PM.csv,outputs/252_T3_P1_R1_Take_2026-06-09_05.04.14_PM,54,16,6,32,2.960982513415539,2.960982513415539,1.512409789135326,1.512409789135326,4,1,0,0,0,0,True,"Stage 07 rotation-vector success does not filter, finalize analysis features, resolve skeleton-version mismatch, or make Layer 3 ready."
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/252/T3/252_T3_P1_R2_Take 2026-06-09 05.04.14 PM_001.csv,outputs/252_T3_P1_R2_Take_2026-06-09_05.04.14_PM_001,54,16,6,32,3.120555436610369,3.120555436610369,0.8985381593039642,0.8985381593039642,5,0,0,0,0,0,True,"Stage 07 rotation-vector success does not filter, finalize analysis features, resolve skeleton-version mismatch, or make Layer 3 ready."
