input_file,quaternion_group_count,groups_pass,groups_warning,groups_fail,total_zero_norm_count,total_near_zero_norm_count,total_non_finite_count,max_abs_norm_error_observed,longest_invalid_gap_observed,file_qc_status,stage05_may_proceed,fail_reasons,warning_reasons
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T3_P1_R2_Take 2026-02-03 08.05.01 PM_005.csv,55,55,0,0,0,0,0,9.857445142369414e-07,0,pass,True,,
