input_file,quaternion_group_count,total_frames,total_sign_flips,max_sign_flips_any_bone,bones_with_zero_flips,min_consecutive_dot_observed,post_correction_valid,stage06_may_proceed,fail_reasons,warning_reasons
/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer2_Motive_Kinematics/data/671/671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,51,30604,57080,14270,47,0.06716906266199994,True,True,,
