source_bone_name,has_complete_xyzw_columns,total_frames,finite_row_count,non_finite_row_count,missing_x_count,missing_y_count,missing_z_count,missing_w_count,complete_xyzw_row_count,complete_xyzw_percent,min_norm,max_norm,mean_norm,median_norm,std_norm,max_abs_norm_error,norm_outside_tolerance_count,norm_outside_tolerance_percent,zero_norm_count,near_zero_norm_count,invalid_row_count,first_invalid_row_index,last_invalid_row_index,first_invalid_frame,last_invalid_frame,invalid_gap_count,longest_invalid_gap_length,qc_status,qc_fail_reasons,qc_warning_reasons,stage05_may_proceed
T3_671:Ab,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992104831883,1.000000830465155,1.0000000309093746,1.0000000291529996,2.920240053840359e-07,8.304651550883335e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:Chest,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992560172232,1.0000007912271869,1.0000000340808843,1.0000000356667493,2.914361599286831e-07,7.912271868804055e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:Head,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992456187154,1.0000008275206576,1.0000000286966861,1.0000000267719997,2.9084202166305533e-07,8.275206575536487e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LFArm,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991796821635,1.0000009588140404,1.0000000295135743,1.0000000296374996,2.920953267067151e-07,9.588140403860024e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LFoot,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992777147392,1.0000007972106821,1.0000000351161307,1.0000000340532496,2.9109825281122025e-07,7.972106821352298e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LHand,True,31392,31392,0,0,0,0,0,31392,100.0,0.999999186477169,1.0000009059475896,1.0000000319086622,1.0000000324822493,2.911296543087606e-07,9.059475896133762e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LIndex1,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991941626752,1.0000008883346054,1.0000000333534569,1.0000000331452497,2.9145443130093314e-07,8.883346054311403e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LIndex2,True,31392,31392,0,0,0,0,0,31392,100.0,0.999999224134699,1.0000008756826164,1.0000000331959777,1.0000000306889993,2.910606546091583e-07,8.756826164191267e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LIndex3,True,31392,31392,0,0,0,0,0,31392,100.0,0.999999194975176,1.000000939188059,1.0000000372833513,1.0000000375742493,2.9183585769225097e-07,9.391880591014257e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LMiddle1,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991503656391,1.0000008635671271,1.0000000338071704,1.0000000361704995,2.9196036460345525e-07,8.635671271406409e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LMiddle2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991584011458,1.000000898992596,1.0000000345198818,1.0000000362807495,2.919712912310455e-07,8.989925959212997e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LMiddle3,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991618106487,1.0000009058735897,1.0000000355311929,1.0000000350674996,2.9266070097823446e-07,9.058735896960712e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LPinky1,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991567451445,1.0000009050885905,1.0000000350785647,1.0000000336862493,2.907281222216101e-07,9.050885905192985e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LPinky2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991261261182,1.000000924138573,1.0000000329159506,1.0000000317329996,2.9079808430841594e-07,9.241385729996665e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LPinky3,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991590681464,1.0000009093465865,1.0000000370589626,1.0000000368604993,2.9157234798851307e-07,9.093465864751238e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LRing1,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991893396714,1.000000892211602,1.0000000337798114,1.0000000330749994,2.905779263239084e-07,8.922116019327575e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LRing2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991697481553,1.0000009030500923,1.0000000343271063,1.0000000348342493,2.914630707056308e-07,9.030500922602158e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LRing3,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991276851196,1.0000009228565743,1.0000000317928504,1.0000000305379997,2.914883978694043e-07,9.228565742702699e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LShin,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992525027207,1.0000007870761902,1.0000000329907486,1.0000000353439993,2.903632644048944e-07,7.870761902228907e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LShoulder,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992068711855,1.0000007918991864,1.0000000331089072,1.0000000331302494,2.912960635875461e-07,7.93128814513544e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LThigh,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992565002236,1.000000850957638,1.0000000319453102,1.0000000317247495,2.915018261205616e-07,8.509576379100992e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LThumb1,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991584386458,1.0000009046870908,1.0000000357294312,1.0000000348877494,2.9160122953811347e-07,9.046870907969407e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LThumb2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991781541623,1.0000009364565614,1.000000036430451,1.0000000360262495,2.916251215048418e-07,9.364565614067288e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LThumb3,True,31392,31392,0,0,0,0,0,31392,100.0,0.999999127121119,1.000000892181102,1.0000000339211201,1.0000000329447496,2.907006480910294e-07,8.921811021078696e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LToe,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992835572433,1.000000740206226,1.0000000350640055,1.0000000372559992,2.9057224883001393e-07,7.402062260908338e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LUArm,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991288766206,1.00000096933053,1.0000000281016352,1.0000000263187496,2.922262780476988e-07,9.693305300650934e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:Neck,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992866307456,1.000000846277142,1.0000000338785189,1.0000000322994995,2.911285967200943e-07,8.46277141919316e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:Neck2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992769672386,1.0000007762951986,1.0000000319582012,1.0000000301652494,2.922724339883971e-07,7.762951985679223e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RFArm,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991261911182,1.0000009857445142,1.0000000319802351,1.0000000312457495,2.916413470021924e-07,9.857445142369414e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RFoot,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999992359782082,1.000000864997626,1.0000000333503247,1.0000000328414995,2.9021979139046927e-07,8.649976259711423e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RHand,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991463731357,1.0000009429575554,1.0000000278051404,1.0000000286772495,2.896849907838685e-07,9.429575553721037e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RIndex1,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991433526331,1.0000008687586226,1.0000000328277372,1.0000000335144994,2.9073391137573424e-07,8.687586225963884e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RIndex2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991108711047,1.0000009124610838,1.0000000299538312,1.0000000284414996,2.908336832080895e-07,9.124610838018299e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RIndex3,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999990980280932,1.0000009136980825,1.0000000314257553,1.0000000307042496,2.922250252785872e-07,9.136980825275032e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RMiddle1,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991165476098,1.000000911082585,1.0000000331778955,1.0000000346172495,2.9101281055448443e-07,9.110825849312221e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RMiddle2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991334621245,1.0000008815321115,1.0000000311599928,1.0000000302459995,2.904602148835811e-07,8.815321115296371e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RMiddle3,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991416586316,1.0000009498965488,1.000000031482887,1.0000000343939994,2.910180271314703e-07,9.498965487519939e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RPinky1,True,31392,31392,0,0,0,0,0,31392,100.0,0.999999183955167,1.0000008802561127,1.0000000339004793,1.0000000351594993,2.915308252442444e-07,8.802561126675101e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RPinky2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991751741599,1.0000009540905448,1.0000000309066905,1.0000000278302497,2.928171801364914e-07,9.540905447913417e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RPinky3,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999990823265789,1.0000009775275223,1.000000030845093,1.0000000312499995,2.9213092163035606e-07,9.775275222612123e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RRing1,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991173026105,1.0000009330865647,1.0000000294730262,1.0000000302617496,2.903962236069822e-07,9.330865646806075e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RRing2,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999991689231547,1.0000008838081096,1.0000000305029102,1.0000000309822494,2.9117610598035037e-07,8.838081095863259e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:RRing3,True,31392,31392,0,0,0,0,0,31392,100.0,0.9999990918425876,1.0000008764651158,1.0000000315365591,1.0000000302287495,2.9011354891314064e-07,9.081574123825931e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
