source_bone_name,canonical_bone_name,total_frames,sign_flip_count,min_consecutive_dot,post_correction_valid
671:671,671,30235,0,0.999651590507,True
671:Ab,Ab,30235,0,0.999558960508,True
671:Chest,Chest,30235,0,0.998904711623,True
671:Head,Head,30235,0,0.9991638756190001,True
671:LFArm,LFArm,30235,0,0.9942750802939999,True
671:LFoot,LFoot,30235,0,0.996723341289,True
671:LHand,LHand,30235,0,0.976528427618,True
671:LIndex1,LIndex1,30235,0,0.973814308698,True
671:LIndex2,LIndex2,30235,0,0.9727871920160001,True
671:LIndex3,LIndex3,30235,0,0.9699859081169999,True
671:LMiddle1,LMiddle1,30235,0,0.9741163035439999,True
671:LMiddle2,LMiddle2,30235,0,0.974198287785,True
671:LMiddle3,LMiddle3,30235,0,0.974230251798,True
671:LPinky1,LPinky1,30235,0,0.975557773343,True
671:LPinky2,LPinky2,30235,0,0.975766397789,True
671:LPinky3,LPinky3,30235,0,0.9758313111529999,True
671:LRing1,LRing1,30235,0,0.974751138529,True
671:LRing2,LRing2,30235,0,0.9749920041189999,True
671:LRing3,LRing3,30235,0,0.9750815910599999,True
671:LShin,LShin,30235,0,0.997981605485,True
671:LShoulder,LShoulder,30235,0,0.9990863682090001,True
671:LThigh,LThigh,30235,0,0.998947527968,True
671:LThumb1,LThumb1,30235,0,0.97652755692,True
671:LThumb2,LThumb2,30235,0,0.976527903404,True
671:LThumb3,LThumb3,30235,0,0.976528446473,True
671:LToe,LToe,30235,0,0.9963356557579999,True
671:LUArm,LUArm,30235,0,0.9968413956230001,True
671:Neck,Neck,30235,0,0.9994146914750001,True
671:RFArm,RFArm,30235,0,0.989190294335,True
671:RFoot,RFoot,30235,0,0.9961733503439999,True
671:RHand,RHand,30235,0,0.9779948500119999,True
671:RIndex1,RIndex1,30235,0,0.9775016061150001,True
671:RIndex2,RIndex2,30235,0,0.97750192997,True
671:RIndex3,RIndex3,30235,0,0.977501800058,True
671:RMiddle1,RMiddle1,30235,0,0.9774551136559999,True
671:RMiddle2,RMiddle2,30235,0,0.977274141356,True
671:RMiddle3,RMiddle3,30235,0,0.977198016132,True
671:RPinky1,RPinky1,30235,0,0.977806348426,True
671:RPinky2,RPinky2,30235,0,0.977789623741,True
671:RPinky3,RPinky3,30235,0,0.9776609253549999,True
671:RRing1,RRing1,30235,0,0.9775559742250001,True
671:RRing2,RRing2,30235,0,0.9773720005090001,True
671:RRing3,RRing3,30235,0,0.9772928333450002,True
671:RShin,RShin,30235,0,0.9986601744919998,True
671:RShoulder,RShoulder,30235,0,0.994867978647,True
671:RThigh,RThigh,30235,0,0.9995094145260001,True
671:RThumb1,RThumb1,30235,0,0.975160266338,True
671:RThumb2,RThumb2,30235,0,0.971659894241,True
671:RThumb3,RThumb3,30235,0,0.967052743592,True
671:RToe,RToe,30235,0,0.9962501652060001,True
671:RUArm,RUArm,30235,0,0.9912856530330001,True
