joint_id,parent_bone,child_bone,link_group,core_candidate,excluded_candidate,total_frames,non_finite_rotvec_rows,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,branch_cut_status,stage08_may_proceed_for_link
J002,671,Ab,review_provisional,False,False,30604,0,0.4014284666654975,0.2624178820997506,0.3373549686431914,0,0.0,pass,True
J003,Ab,Chest,review_provisional,False,False,30604,0,0.40126856333497785,0.2686869885729772,0.34079897533298337,0,0.0,pass,True
J004,Neck,Head,core_candidate,True,False,30604,0,0.7819647458199779,0.6915723378166563,0.7734360421295268,0,0.0,pass,True
J005,LUArm,LFArm,core_candidate,True,False,30604,0,2.6809826243076738,2.195254873727381,2.3638106725553802,0,0.0,pass,True
J006,LShin,LFoot,core_candidate,True,False,30604,0,1.1044228088499533,0.7187734386709471,0.9290346097981502,0,0.0,pass,True
J007,LFArm,LHand,core_candidate,True,False,30604,0,1.610708149516934,1.1384468367861575,1.3180854078368929,0,0.0,pass,True
J008,LHand,LIndex1,excluded,False,True,30604,0,1.75243325786848,0.8481983431797232,1.746336247817663,0,0.0,pass,True
J009,LIndex1,LIndex2,excluded,False,True,30604,0,2.040002627670167,0.8180400577420676,2.0400003659155064,0,0.0,pass,True
J010,LIndex2,LIndex3,excluded,False,True,30604,0,0.850002458623034,0.34084957223503914,0.8500001309196823,0,0.0,pass,True
J011,LHand,LMiddle1,excluded,False,True,30604,0,1.7535018296705434,0.9626758606782103,1.7010978725052464,0,0.0,pass,True
J012,LMiddle1,LMiddle2,excluded,False,True,30604,0,2.0400025117694582,1.100530950932253,2.039999926052741,0,0.0,pass,True
J013,LMiddle2,LMiddle3,excluded,False,True,30604,0,0.8500020019748636,0.4585542654370246,0.8499997548192821,0,0.0,pass,True
J014,LHand,LPinky1,excluded,False,True,30604,0,1.833565112340129,1.5265316770638722,1.8335628614043455,0,0.0,pass,True
J015,LPinky1,LPinky2,excluded,False,True,30604,0,2.0400028666237886,1.8185475438068472,2.040000672678025,0,0.0,pass,True
J016,LPinky2,LPinky3,excluded,False,True,30604,0,0.8500023781031498,0.7577274479460269,0.8500004197518484,0,0.0,pass,True
J017,LHand,LRing1,excluded,False,True,30604,0,1.7767474606528608,1.250406279125423,1.7316597864841583,0,0.0,pass,True
J018,LRing1,LRing2,excluded,False,True,30604,0,2.040002480109215,1.4610216113379069,2.039999945517022,0,0.0,pass,True
J019,LRing2,LRing3,excluded,False,True,30604,0,0.8500024692007339,0.6087596631855997,0.8499998385153315,0,0.0,pass,True
J020,LThigh,LShin,core_candidate,True,False,30604,0,2.224320932032783,1.0814388513272224,1.668140774695138,0,0.0,pass,True
J021,Chest,LShoulder,core_candidate,True,False,30604,0,0.6727611624139735,0.4830084218772606,0.5743110311674144,0,0.0,pass,True
J022,671,LThigh,core_candidate,True,False,30604,0,1.6459816286158164,0.7135689594968074,1.2833923114297967,0,0.0,pass,True
J023,LHand,LThumb1,excluded,False,True,30604,0,1.4395050279666082,1.249001130994923,1.3479546658432269,0,0.0,pass,True
J024,LThumb1,LThumb2,excluded,False,True,30604,0,1.2035761728356111,0.6138057836907604,0.6754622205924115,0,0.0,pass,True
J025,LThumb2,LThumb3,excluded,False,True,30604,0,0.5927121380932969,0.31217472030807947,0.45251247089091984,0,0.0,pass,True
J026,LFoot,LToe,excluded,False,True,30604,0,0.2670339900962974,0.0809988166654351,0.1401437496041067,0,0.0,pass,True
J027,LShoulder,LUArm,core_candidate,True,False,30604,0,1.685577929680617,1.4398938287837377,1.5279381983123952,0,0.0,pass,True
