joint_id,parent_bone,child_bone,link_group,core_candidate,excluded_candidate,total_frames,non_finite_rotvec_rows,max_rotvec_norm,p95_rotvec_norm,p99_rotvec_norm,near_pi_count,near_pi_percent,branch_cut_status,stage08_may_proceed_for_link
J028,Chest,Neck,core_candidate,True,False,30604,0,0.7819640787194381,0.6915712376755261,0.7734365623504221,0,0.0,pass,True
J029,RUArm,RFArm,core_candidate,True,False,30604,0,2.4388945829736564,2.0991991883971726,2.2966957060109765,0,0.0,pass,True
J030,RShin,RFoot,core_candidate,True,False,30604,0,1.3668829136881024,0.7233979366099121,1.0163497499657863,0,0.0,pass,True
J031,RFArm,RHand,core_candidate,True,False,30604,0,1.7075643766808415,1.1982838607200939,1.5098761544642352,0,0.0,pass,True
J032,RHand,RIndex1,excluded,False,True,30604,0,1.052890795222576,0.735521128342207,0.8867127994166554,0,0.0,pass,True
J033,RIndex1,RIndex2,excluded,False,True,30604,0,1.0614267746824677,0.4799995552922527,0.7783906321247015,0,0.0,pass,True
J034,RIndex2,RIndex3,excluded,False,True,30604,0,0.44226272051230187,0.20000052769693985,0.3243275818398137,0,0.0,pass,True
J035,RHand,RMiddle1,excluded,False,True,30604,0,1.1569877056712585,0.6468096001448662,0.9077728798739155,0,0.0,pass,True
J036,RMiddle1,RMiddle2,excluded,False,True,30604,0,1.3359102121109838,0.6947408809246229,1.019115117836901,0,0.0,pass,True
J037,RMiddle2,RMiddle3,excluded,False,True,30604,0,0.5566301352844099,0.28947413949212397,0.42463176110327466,0,0.0,pass,True
J038,RHand,RPinky1,excluded,False,True,30604,0,1.676309556895219,1.0957182318813616,1.4309372816004653,0,0.0,pass,True
J039,RPinky1,RPinky2,excluded,False,True,30604,0,2.010908603217126,1.302230515477489,1.714442134388921,0,0.0,pass,True
J040,RPinky2,RPinky3,excluded,False,True,30604,0,0.8378788848831104,0.5425976278201633,0.7143518838365895,0,0.0,pass,True
J041,RHand,RRing1,excluded,False,True,30604,0,1.3909670887831211,0.8493375516490993,1.1283831168814529,0,0.0,pass,True
J042,RRing1,RRing2,excluded,False,True,30604,0,1.6549114728167138,0.9941465357495337,1.3406946230244017,0,0.0,pass,True
J043,RRing2,RRing3,excluded,False,True,30604,0,0.6895458908890951,0.4142276937815475,0.5586235196894208,0,0.0,pass,True
J044,RThigh,RShin,core_candidate,True,False,30604,0,2.2476467345729962,0.9266061768333775,1.5205522393244433,0,0.0,pass,True
J045,Chest,RShoulder,core_candidate,True,False,30604,0,0.6856140047552194,0.5330193390089105,0.6662874346704457,0,0.0,pass,True
J046,671,RThigh,core_candidate,True,False,30604,0,1.7600783263470297,0.7610205733353258,1.4708745557656426,0,0.0,pass,True
J047,RHand,RThumb1,excluded,False,True,30604,0,1.439661598637382,1.3956827431906487,1.419771391114306,0,0.0,pass,True
J048,RThumb1,RThumb2,excluded,False,True,30604,0,0.8994321993830031,0.48646930866016275,0.7929797217698695,0,0.0,pass,True
J049,RThumb2,RThumb3,excluded,False,True,30604,0,0.5000024073907486,0.5000004822590549,0.5000013321686235,0,0.0,pass,True
J050,RFoot,RToe,excluded,False,True,30604,0,0.49461330285266636,0.1629537579424352,0.24038720976178976,0,0.0,pass,True
J051,RShoulder,RUArm,core_candidate,True,False,30604,0,1.876905095329241,1.4555149663369338,1.5814235748207472,0,0.0,pass,True
