input_file,links_processed,core_links_processed,review_links_processed,excluded_links_processed,max_rotvec_norm_core,max_rotvec_norm_all,max_jump_core,max_jump_all,core_warnings,core_failures,review_warnings,review_failures,excluded_warnings,excluded_failures,stage08_may_proceed,fail_reasons,warning_reasons
data/671/671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,50,16,2,32,2.6809826243076738,2.6809826243076738,1.4740064916106252,2.070339010611674,2,1,0,0,8,8,True,J007 (LFArm→LHand): jump fail (max jump=1.47401 rad),J005 (LUArm→LFArm): jump warning (max jump=0.673624 rad); J029 (RUArm→RFArm): jump warning (max jump=0.555333 rad); J008 (LHand→LIndex1) [excluded]: jump fail (max jump=1.73016 rad; non-blocking unless core); J009 (LIndex1→LIndex2) [excluded]: jump fail (max jump=2.07034 rad; non-blocking unless core); J010 (LIndex2→LIndex3) [excluded]: jump warning (max jump=0.862642 rad); J011 (LHand→LMiddle1) [excluded]: jump fail (max jump=1.66744 rad; non-blocking unless core); J012 (LMiddle1→LMiddle2) [excluded]: jump fail (max jump=1.97838 rad; non-blocking unless core); J013 (LMiddle2→LMiddle3) [excluded]: jump warning (max jump=0.824323 rad); J014 (LHand→LPinky1) [excluded]: jump fail (max jump=1.60084 rad; non-blocking unless core); J015 (LPinky1→LPinky2) [excluded]: jump fail (max jump=1.795 rad; non-blocking unless core); J016 (LPinky2→LPinky3) [excluded]: jump warning (max jump=0.747917 rad); J017 (LHand→LRing1) [excluded]: jump fail (max jump=1.62369 rad; non-blocking unless core); J018 (LRing1→LRing2) [excluded]: jump fail (max jump=1.88696 rad; non-blocking unless core); J019 (LRing2→LRing3) [excluded]: jump warning (max jump=0.786236 rad); J023 (LHand→LThumb1) [excluded]: jump warning (max jump=0.823032 rad); J024 (LThumb1→LThumb2) [excluded]: jump warning (max jump=0.630874 rad); J025 (LThumb2→LThumb3) [excluded]: jump warning (max jump=0.630874 rad); J032 (RHand→RIndex1) [excluded]: jump warning (max jump=0.524099 rad)
