joint_id,parent_bone,child_bone,link_group,core_candidate,excluded_candidate,total_frames,max_frame_to_frame_jump,p95_frame_to_frame_jump,p99_frame_to_frame_jump,large_jump_count,large_jump_percent,first_large_jump_frame,jump_status,stage08_may_proceed_for_link
J002,671,Ab,review_provisional,False,False,30604,0.04197320555392092,0.010659788940339648,0.018767662803111856,0,0.0,,pass,True
J003,Ab,Chest,review_provisional,False,False,30604,0.04206633986270356,0.011485406365486003,0.019663645671821002,0,0.0,,pass,True
J004,Neck,Head,core_candidate,True,False,30604,0.07775202621745098,0.014008647300411112,0.02235229028852174,0,0.0,,pass,True
J005,LUArm,LFArm,core_candidate,True,False,30604,0.6736240290657813,0.09006898379863713,0.14029682960476814,1,0.0032676534980230695,16611.0,warning,True
J006,LShin,LFoot,core_candidate,True,False,30604,0.14941711054138215,0.02591590326363383,0.04785305902849786,0,0.0,,pass,True
J007,LFArm,LHand,core_candidate,True,False,30604,1.4740064916106252,0.11491365762928488,0.1775781709227802,1,0.0032676534980230695,16334.0,fail,False
J008,LHand,LIndex1,excluded,False,True,30604,1.7301598078745568,0.01959747324571938,0.032513412107325224,1,0.0032676534980230695,16334.0,fail,False
J009,LIndex1,LIndex2,excluded,False,True,30604,2.070339010611674,0.018026559093032888,0.031152999721439242,1,0.0032676534980230695,16334.0,fail,False
J010,LIndex2,LIndex3,excluded,False,True,30604,0.8626417922439963,0.007509824203388821,0.012982524205869202,1,0.0032676534980230695,16334.0,warning,True
J011,LHand,LMiddle1,excluded,False,True,30604,1.6674424235054623,0.021051158509241944,0.03303974908303505,1,0.0032676534980230695,16334.0,fail,False
J012,LMiddle1,LMiddle2,excluded,False,True,30604,1.9783785536729492,0.02164051062954802,0.035478414859206116,1,0.0032676534980230695,16334.0,fail,False
J013,LMiddle2,LMiddle3,excluded,False,True,30604,0.8243233586173524,0.009019275125820217,0.014781083541905056,1,0.0032676534980230695,16334.0,warning,True
J014,LHand,LPinky1,excluded,False,True,30604,1.6008443401811188,0.036392438550627675,0.057322977550338265,1,0.0032676534980230695,16334.0,fail,False
J015,LPinky1,LPinky2,excluded,False,True,30604,1.7950011069111187,0.04012443958442549,0.06530229492797776,1,0.0032676534980230695,16334.0,fail,False
J016,LPinky2,LPinky3,excluded,False,True,30604,0.7479168347273094,0.016721201758894695,0.027209262361460432,1,0.0032676534980230695,16334.0,warning,True
J017,LHand,LRing1,excluded,False,True,30604,1.6236927179241056,0.027525609196516643,0.04244509580453087,1,0.0032676534980230695,16334.0,fail,False
J018,LRing1,LRing2,excluded,False,True,30604,1.886962856870644,0.02995432471770756,0.048371116769706506,1,0.0032676534980230695,16334.0,fail,False
J019,LRing2,LRing3,excluded,False,True,30604,0.7862358141120445,0.01248078411759001,0.020153592150021406,1,0.0032676534980230695,16334.0,warning,True
J020,LThigh,LShin,core_candidate,True,False,30604,0.18253535287670095,0.025811311188944565,0.0489291632977535,0,0.0,,pass,True
J021,Chest,LShoulder,core_candidate,True,False,30604,0.16472102817145734,0.018863071057072568,0.0299747315151299,0,0.0,,pass,True
J022,671,LThigh,core_candidate,True,False,30604,0.0587502095508008,0.018121653347416368,0.027715503729994647,0,0.0,,pass,True
J023,LHand,LThumb1,excluded,False,True,30604,0.8230321527416935,0.022601605274745012,0.04435248726790704,1,0.0032676534980230695,16334.0,warning,True
J024,LThumb1,LThumb2,excluded,False,True,30604,0.6308737852019497,0.017104841491507868,0.03621304983235921,1,0.0032676534980230695,16334.0,warning,True
J025,LThumb2,LThumb3,excluded,False,True,30604,0.6308744138888771,0.017106700898428903,0.036216394117269464,1,0.0032676534980230695,16334.0,warning,True
J026,LFoot,LToe,excluded,False,True,30604,0.04800596667845441,0.004819359420910615,0.009990934161287846,0,0.0,,pass,True
J027,LShoulder,LUArm,core_candidate,True,False,30604,0.3830129447456484,0.0490786068994766,0.07275502001808057,0,0.0,,pass,True
J028,Chest,Neck,core_candidate,True,False,30604,0.07775115095201438,0.014007319597431726,0.02235156392642635,0,0.0,,pass,True
J029,RUArm,RFArm,core_candidate,True,False,30604,0.5553326509046814,0.08297145643869734,0.13348501199871488,1,0.0032676534980230695,16611.0,warning,True
J030,RShin,RFoot,core_candidate,True,False,30604,0.2171674574893495,0.025503609931840164,0.05973270051913101,0,0.0,,pass,True
J031,RFArm,RHand,core_candidate,True,False,30604,0.46269491046952776,0.08676189402897772,0.15309731871317878,0,0.0,,pass,True
J032,RHand,RIndex1,excluded,False,True,30604,0.5240989030641023,0.01897572686201838,0.029226082507325463,1,0.0032676534980230695,16611.0,warning,True
J033,RIndex1,RIndex2,excluded,False,True,30604,0.23837522481888043,0.016564850753804573,0.026210622665913445,0,0.0,,pass,True
J034,RIndex2,RIndex3,excluded,False,True,30604,0.0993250173937085,0.006902133003609853,0.01092222716344779,0,0.0,,pass,True
J035,RHand,RMiddle1,excluded,False,True,30604,0.399066063442601,0.020595589488229284,0.030483918681180108,0,0.0,,pass,True
J036,RMiddle1,RMiddle2,excluded,False,True,30604,0.322996168466114,0.021104260288916557,0.03414824627489564,0,0.0,,pass,True
J037,RMiddle2,RMiddle3,excluded,False,True,30604,0.13458098674159752,0.008793651820897927,0.014229145765813763,0,0.0,,pass,True
J038,RHand,RPinky1,excluded,False,True,30604,0.4185483999375354,0.034754526102652235,0.05431475687159361,0,0.0,,pass,True
J039,RPinky1,RPinky2,excluded,False,True,30604,0.4917277893787661,0.040341222309480715,0.06396300134799504,0,0.0,,pass,True
J040,RPinky2,RPinky3,excluded,False,True,30604,0.204888211949874,0.016812478373320037,0.026650900448725565,0,0.0,,pass,True
J041,RHand,RRing1,excluded,False,True,30604,0.3556133780760554,0.02646095596004489,0.0402069571809953,0,0.0,,pass,True
J042,RRing1,RRing2,excluded,False,True,30604,0.40710938534144836,0.03015154954897487,0.04705069190044501,0,0.0,,pass,True
J043,RRing2,RRing3,excluded,False,True,30604,0.16962816933801336,0.012563548660183672,0.019603738891037892,0,0.0,,pass,True
J044,RThigh,RShin,core_candidate,True,False,30604,0.12770369325317782,0.01881775591982904,0.038264844998371975,0,0.0,,pass,True
J045,Chest,RShoulder,core_candidate,True,False,30604,0.15183313911408264,0.017971060087984003,0.030203627748903318,0,0.0,,pass,True
J046,671,RThigh,core_candidate,True,False,30604,0.07566950690197548,0.017412291541302312,0.03012727211784116,0,0.0,,pass,True
J047,RHand,RThumb1,excluded,False,True,30604,0.34364375953214393,0.02292803490037548,0.04070560018921398,0,0.0,,pass,True
