frame,time_s,flag_gap_0p2,flag_gap_0p5,flag_artifact_sigma,flag_segment_swap,flag_edge_effect,reason
40,0.333333,False,True,False,False,False,GAP_GE_0P5
41,0.341667,False,True,False,False,False,GAP_GE_0P5
42,0.35,False,True,False,False,False,GAP_GE_0P5
43,0.358333,False,True,False,False,False,GAP_GE_0P5
44,0.366667,False,True,False,False,False,GAP_GE_0P5
45,0.375,False,True,False,False,False,GAP_GE_0P5
46,0.383333,False,True,False,False,False,GAP_GE_0P5
47,0.391667,False,True,False,False,False,GAP_GE_0P5
48,0.4,False,True,False,False,False,GAP_GE_0P5
49,0.408333,False,True,False,False,False,GAP_GE_0P5
50,0.416667,False,True,False,False,False,GAP_GE_0P5
51,0.425,False,True,False,False,False,GAP_GE_0P5
52,0.433333,False,True,False,False,False,GAP_GE_0P5
53,0.441667,False,True,False,False,False,GAP_GE_0P5
54,0.45,False,True,False,False,False,GAP_GE_0P5
55,0.458333,False,True,False,False,False,GAP_GE_0P5
56,0.466667,False,True,False,False,False,GAP_GE_0P5
57,0.475,False,True,False,False,False,GAP_GE_0P5
58,0.483333,False,True,False,False,False,GAP_GE_0P5
59,0.491667,False,True,False,False,False,GAP_GE_0P5
60,0.5,False,True,False,False,False,GAP_GE_0P5
61,0.508333,False,True,False,False,False,GAP_GE_0P5
62,0.516667,False,True,False,False,False,GAP_GE_0P5
63,0.525,False,True,False,False,False,GAP_GE_0P5
64,0.533333,False,True,False,False,False,GAP_GE_0P5
65,0.541667,False,True,False,False,False,GAP_GE_0P5
66,0.55,False,True,False,False,False,GAP_GE_0P5
67,0.558333,False,True,False,False,False,GAP_GE_0P5
68,0.566667,False,True,False,False,False,GAP_GE_0P5
69,0.575,False,True,False,False,False,GAP_GE_0P5
70,0.583333,False,True,False,False,False,GAP_GE_0P5
71,0.591667,False,True,False,False,False,GAP_GE_0P5
72,0.6,False,True,False,False,False,GAP_GE_0P5
73,0.608333,False,True,False,False,False,GAP_GE_0P5
74,0.616667,False,True,False,False,False,GAP_GE_0P5
75,0.625,False,True,False,False,False,GAP_GE_0P5
76,0.633333,False,True,False,False,False,GAP_GE_0P5
77,0.641667,False,True,False,False,False,GAP_GE_0P5
78,0.65,False,True,False,False,False,GAP_GE_0P5
79,0.658333,False,True,False,False,False,GAP_GE_0P5
80,0.666667,False,True,False,False,False,GAP_GE_0P5
81,0.675,False,True,False,False,False,GAP_GE_0P5
82,0.683333,False,True,False,False,False,GAP_GE_0P5
83,0.691667,False,True,False,False,False,GAP_GE_0P5
84,0.7,False,True,False,False,False,GAP_GE_0P5
85,0.708333,False,True,False,False,False,GAP_GE_0P5
86,0.716667,False,True,False,False,False,GAP_GE_0P5
87,0.725,False,True,False,False,False,GAP_GE_0P5
88,0.733333,False,True,False,False,False,GAP_GE_0P5
89,0.741667,False,True,False,False,False,GAP_GE_0P5
90,0.75,False,True,False,False,False,GAP_GE_0P5
91,0.758333,False,True,False,False,False,GAP_GE_0P5
92,0.766667,False,True,False,False,False,GAP_GE_0P5
93,0.775,False,True,False,False,False,GAP_GE_0P5
94,0.783333,False,True,False,False,False,GAP_GE_0P5
95,0.791667,False,True,False,False,False,GAP_GE_0P5
96,0.8,False,True,False,False,False,GAP_GE_0P5
97,0.808333,False,True,False,False,False,GAP_GE_0P5
98,0.816667,False,True,False,False,False,GAP_GE_0P5
99,0.825,False,True,False,False,False,GAP_GE_0P5
100,0.833333,False,True,False,False,False,GAP_GE_0P5
101,0.841667,False,True,False,False,False,GAP_GE_0P5
102,0.85,False,True,False,False,False,GAP_GE_0P5
103,0.858333,False,True,False,False,False,GAP_GE_0P5
104,0.866667,False,True,False,False,False,GAP_GE_0P5
105,0.875,False,True,False,False,False,GAP_GE_0P5
106,0.883333,False,True,False,False,False,GAP_GE_0P5
107,0.891667,False,True,False,False,False,GAP_GE_0P5
108,0.9,False,True,False,False,False,GAP_GE_0P5
109,0.908333,False,True,False,False,False,GAP_GE_0P5
110,0.916667,False,True,False,False,False,GAP_GE_0P5
111,0.925,False,True,False,False,False,GAP_GE_0P5
112,0.933333,False,True,False,False,False,GAP_GE_0P5
113,0.941667,False,True,False,False,False,GAP_GE_0P5
114,0.95,False,True,False,False,False,GAP_GE_0P5
115,0.958333,False,True,False,False,False,GAP_GE_0P5
116,0.966667,False,True,False,False,False,GAP_GE_0P5
117,0.975,False,True,False,False,False,GAP_GE_0P5
118,0.983333,False,True,False,False,False,GAP_GE_0P5
119,0.991667,False,True,False,False,False,GAP_GE_0P5
120,1.0,False,True,False,False,False,GAP_GE_0P5
121,1.008333,False,True,False,False,False,GAP_GE_0P5
122,1.016667,False,True,False,False,False,GAP_GE_0P5
123,1.025,False,True,False,False,False,GAP_GE_0P5
124,1.033333,False,True,False,False,False,GAP_GE_0P5
125,1.041667,False,True,False,False,False,GAP_GE_0P5
126,1.05,False,True,False,False,False,GAP_GE_0P5
127,1.058333,False,True,False,False,False,GAP_GE_0P5
128,1.066667,False,True,False,False,False,GAP_GE_0P5
129,1.075,False,True,False,False,False,GAP_GE_0P5
130,1.083333,False,True,False,False,False,GAP_GE_0P5
131,1.091667,False,True,False,False,False,GAP_GE_0P5
132,1.1,False,True,False,False,False,GAP_GE_0P5
133,1.108333,False,True,False,False,False,GAP_GE_0P5
134,1.116667,False,True,False,False,False,GAP_GE_0P5
135,1.125,False,True,False,False,False,GAP_GE_0P5
136,1.133333,False,True,False,False,False,GAP_GE_0P5
137,1.141667,False,True,False,False,False,GAP_GE_0P5
138,1.15,False,True,False,False,False,GAP_GE_0P5
139,1.158333,False,True,False,False,False,GAP_GE_0P5
140,1.166667,False,True,False,False,False,GAP_GE_0P5
141,1.175,False,True,False,False,False,GAP_GE_0P5
142,1.183333,False,True,False,False,False,GAP_GE_0P5
143,1.191667,False,True,False,False,False,GAP_GE_0P5
144,1.2,False,True,False,False,False,GAP_GE_0P5
145,1.208333,False,True,False,False,False,GAP_GE_0P5
146,1.216667,False,True,False,False,False,GAP_GE_0P5
147,1.225,False,True,False,False,False,GAP_GE_0P5
148,1.233333,False,True,False,False,False,GAP_GE_0P5
149,1.241667,False,True,False,False,False,GAP_GE_0P5
150,1.25,False,True,False,False,False,GAP_GE_0P5
151,1.258333,False,True,False,False,False,GAP_GE_0P5
152,1.266667,False,True,False,False,False,GAP_GE_0P5
153,1.275,False,True,False,False,False,GAP_GE_0P5
154,1.283333,False,True,False,False,False,GAP_GE_0P5
155,1.291667,False,True,False,False,False,GAP_GE_0P5
156,1.3,False,True,False,False,False,GAP_GE_0P5
157,1.308333,False,True,False,False,False,GAP_GE_0P5
158,1.316667,False,True,False,False,False,GAP_GE_0P5
159,1.325,False,True,False,False,False,GAP_GE_0P5
160,1.333333,False,True,False,False,False,GAP_GE_0P5
161,1.341667,False,True,False,False,False,GAP_GE_0P5
162,1.35,False,True,False,False,False,GAP_GE_0P5
163,1.358333,False,True,False,False,False,GAP_GE_0P5
164,1.366667,False,True,False,False,False,GAP_GE_0P5
165,1.375,False,True,False,False,False,GAP_GE_0P5
166,1.383333,False,True,False,False,False,GAP_GE_0P5
167,1.391667,False,True,False,False,False,GAP_GE_0P5
168,1.4,False,True,False,False,False,GAP_GE_0P5
169,1.408333,False,True,False,False,False,GAP_GE_0P5
170,1.416667,False,True,False,False,False,GAP_GE_0P5
171,1.425,False,True,False,False,False,GAP_GE_0P5
172,1.433333,False,True,False,False,False,GAP_GE_0P5
173,1.441667,False,True,False,False,False,GAP_GE_0P5
174,1.45,False,True,False,False,False,GAP_GE_0P5
175,1.458333,False,True,False,False,False,GAP_GE_0P5
176,1.466667,False,True,False,False,False,GAP_GE_0P5
177,1.475,False,True,False,False,False,GAP_GE_0P5
178,1.483333,False,True,False,False,False,GAP_GE_0P5
179,1.491667,False,True,False,False,False,GAP_GE_0P5
180,1.5,False,True,False,False,False,GAP_GE_0P5
181,1.508333,False,True,False,False,False,GAP_GE_0P5
182,1.516667,False,True,False,False,False,GAP_GE_0P5
183,1.525,False,True,False,False,False,GAP_GE_0P5
184,1.533333,False,True,False,False,False,GAP_GE_0P5
185,1.541667,False,True,False,False,False,GAP_GE_0P5
186,1.55,False,True,False,False,False,GAP_GE_0P5
187,1.558333,False,True,False,False,False,GAP_GE_0P5
188,1.566667,False,True,False,False,False,GAP_GE_0P5
189,1.575,False,True,False,False,False,GAP_GE_0P5
190,1.583333,False,True,False,False,False,GAP_GE_0P5
191,1.591667,False,True,False,False,False,GAP_GE_0P5
192,1.6,False,True,False,False,False,GAP_GE_0P5
193,1.608333,False,True,False,False,False,GAP_GE_0P5
194,1.616667,False,True,False,False,False,GAP_GE_0P5
195,1.625,False,True,False,False,False,GAP_GE_0P5
196,1.633333,False,True,False,False,False,GAP_GE_0P5
197,1.641667,False,True,False,False,False,GAP_GE_0P5
198,1.65,False,True,False,False,False,GAP_GE_0P5
199,1.658333,False,True,False,False,False,GAP_GE_0P5
200,1.666667,False,True,False,False,False,GAP_GE_0P5
201,1.675,False,True,False,False,False,GAP_GE_0P5
202,1.683333,False,True,False,False,False,GAP_GE_0P5
203,1.691667,False,True,False,False,False,GAP_GE_0P5
204,1.7,False,True,False,False,False,GAP_GE_0P5
205,1.708333,False,True,False,False,False,GAP_GE_0P5
206,1.716667,False,True,False,False,False,GAP_GE_0P5
207,1.725,False,True,False,False,False,GAP_GE_0P5
208,1.733333,False,True,False,False,False,GAP_GE_0P5
209,1.741667,False,True,False,False,False,GAP_GE_0P5
210,1.75,False,True,False,False,False,GAP_GE_0P5
211,1.758333,False,True,False,False,False,GAP_GE_0P5
212,1.766667,False,True,False,False,False,GAP_GE_0P5
213,1.775,False,True,False,False,False,GAP_GE_0P5
214,1.783333,False,True,False,False,False,GAP_GE_0P5
215,1.791667,False,True,False,False,False,GAP_GE_0P5
216,1.8,False,True,False,False,False,GAP_GE_0P5
217,1.808333,False,True,False,False,False,GAP_GE_0P5
218,1.816667,False,True,False,False,False,GAP_GE_0P5
219,1.825,False,True,False,False,False,GAP_GE_0P5
220,1.833333,False,True,False,False,False,GAP_GE_0P5
221,1.841667,False,True,False,False,False,GAP_GE_0P5
222,1.85,False,True,False,False,False,GAP_GE_0P5
223,1.858333,False,True,False,False,False,GAP_GE_0P5
224,1.866667,False,True,False,False,False,GAP_GE_0P5
225,1.875,False,True,False,False,False,GAP_GE_0P5
226,1.883333,False,True,False,False,False,GAP_GE_0P5
227,1.891667,False,True,False,False,False,GAP_GE_0P5
228,1.9,False,True,False,False,False,GAP_GE_0P5
229,1.908333,False,True,False,False,False,GAP_GE_0P5
230,1.916667,False,True,False,False,False,GAP_GE_0P5
231,1.925,False,True,False,False,False,GAP_GE_0P5
232,1.933333,False,True,False,False,False,GAP_GE_0P5
233,1.941667,False,True,False,False,False,GAP_GE_0P5
234,1.95,False,True,False,False,False,GAP_GE_0P5
235,1.958333,False,True,False,False,False,GAP_GE_0P5
236,1.966667,False,True,False,False,False,GAP_GE_0P5
237,1.975,False,True,False,False,False,GAP_GE_0P5
238,1.983333,False,True,False,False,False,GAP_GE_0P5
239,1.991667,False,True,False,False,False,GAP_GE_0P5
240,2.0,False,True,False,False,False,GAP_GE_0P5
241,2.008333,False,True,False,False,False,GAP_GE_0P5
242,2.016667,False,True,False,False,False,GAP_GE_0P5
243,2.025,False,True,False,False,False,GAP_GE_0P5
244,2.033333,False,True,False,False,False,GAP_GE_0P5
245,2.041667,False,True,False,False,False,GAP_GE_0P5
246,2.05,False,True,False,False,False,GAP_GE_0P5
247,2.058333,False,True,False,False,False,GAP_GE_0P5
248,2.066667,False,True,False,False,False,GAP_GE_0P5
249,2.075,False,True,False,False,False,GAP_GE_0P5
250,2.083333,False,True,False,False,False,GAP_GE_0P5
251,2.091667,False,True,False,False,False,GAP_GE_0P5
252,2.1,False,True,False,False,False,GAP_GE_0P5
253,2.108333,False,True,False,False,False,GAP_GE_0P5
254,2.116667,False,True,False,False,False,GAP_GE_0P5
255,2.125,False,True,False,False,False,GAP_GE_0P5
256,2.133333,False,True,False,False,False,GAP_GE_0P5
257,2.141667,False,True,False,False,False,GAP_GE_0P5
258,2.15,False,True,False,False,False,GAP_GE_0P5
259,2.158333,False,True,False,False,False,GAP_GE_0P5
260,2.166667,False,True,False,False,False,GAP_GE_0P5
261,2.175,False,True,False,False,False,GAP_GE_0P5
262,2.183333,False,True,False,False,False,GAP_GE_0P5
263,2.191667,False,True,False,False,False,GAP_GE_0P5
264,2.2,False,True,False,False,False,GAP_GE_0P5
265,2.208333,False,True,False,False,False,GAP_GE_0P5
266,2.216667,False,True,False,False,False,GAP_GE_0P5
267,2.225,False,True,False,False,False,GAP_GE_0P5
268,2.233333,False,True,False,False,False,GAP_GE_0P5
269,2.241667,False,True,False,False,False,GAP_GE_0P5
270,2.25,False,True,False,False,False,GAP_GE_0P5
271,2.258333,False,True,False,False,False,GAP_GE_0P5
272,2.266667,False,True,False,False,False,GAP_GE_0P5
273,2.275,False,True,False,False,False,GAP_GE_0P5
274,2.283333,False,True,False,False,False,GAP_GE_0P5
275,2.291667,False,True,False,False,False,GAP_GE_0P5
276,2.3,False,True,False,False,False,GAP_GE_0P5
277,2.308333,False,True,False,False,False,GAP_GE_0P5
278,2.316667,False,True,False,False,False,GAP_GE_0P5
279,2.325,False,True,False,False,False,GAP_GE_0P5
280,2.333333,False,True,False,False,False,GAP_GE_0P5
281,2.341667,False,True,False,False,False,GAP_GE_0P5
282,2.35,False,True,False,False,False,GAP_GE_0P5
283,2.358333,False,True,False,False,False,GAP_GE_0P5
284,2.366667,False,True,False,False,False,GAP_GE_0P5
285,2.375,False,True,False,False,False,GAP_GE_0P5
286,2.383333,False,True,False,False,False,GAP_GE_0P5
287,2.391667,False,True,False,False,False,GAP_GE_0P5
288,2.4,False,True,False,False,False,GAP_GE_0P5
289,2.408333,False,True,False,False,False,GAP_GE_0P5
290,2.416667,False,True,False,False,False,GAP_GE_0P5
291,2.425,False,True,False,False,False,GAP_GE_0P5
292,2.433333,False,True,False,False,False,GAP_GE_0P5
293,2.441667,False,True,False,False,False,GAP_GE_0P5
294,2.45,False,True,False,False,False,GAP_GE_0P5
295,2.458333,False,True,False,False,False,GAP_GE_0P5
296,2.466667,False,True,False,False,False,GAP_GE_0P5
297,2.475,False,True,False,False,False,GAP_GE_0P5
298,2.483333,False,True,False,False,False,GAP_GE_0P5
299,2.491667,False,True,False,False,False,GAP_GE_0P5
300,2.5,False,True,False,False,False,GAP_GE_0P5
301,2.508333,False,True,False,False,False,GAP_GE_0P5
302,2.516667,False,True,False,False,False,GAP_GE_0P5
303,2.525,False,True,False,False,False,GAP_GE_0P5
304,2.533333,False,True,False,False,False,GAP_GE_0P5
305,2.541667,False,True,False,False,False,GAP_GE_0P5
306,2.55,False,True,False,False,False,GAP_GE_0P5
307,2.558333,False,True,False,False,False,GAP_GE_0P5
308,2.566667,False,True,False,False,False,GAP_GE_0P5
309,2.575,False,True,False,False,False,GAP_GE_0P5
310,2.583333,False,True,False,False,False,GAP_GE_0P5
311,2.591667,False,True,False,False,False,GAP_GE_0P5
312,2.6,False,True,False,False,False,GAP_GE_0P5
313,2.608333,False,True,False,False,False,GAP_GE_0P5
314,2.616667,False,True,False,False,False,GAP_GE_0P5
315,2.625,False,True,False,False,False,GAP_GE_0P5
316,2.633333,False,True,False,False,False,GAP_GE_0P5
317,2.641667,False,True,False,False,False,GAP_GE_0P5
318,2.65,False,True,False,False,False,GAP_GE_0P5
319,2.658333,False,True,False,False,False,GAP_GE_0P5
320,2.666667,False,True,False,False,False,GAP_GE_0P5
321,2.675,False,True,False,False,False,GAP_GE_0P5
322,2.683333,False,True,False,False,False,GAP_GE_0P5
323,2.691667,False,True,False,False,False,GAP_GE_0P5
324,2.7,False,True,False,False,False,GAP_GE_0P5
325,2.708333,False,True,False,False,False,GAP_GE_0P5
326,2.716667,False,True,False,False,False,GAP_GE_0P5
327,2.725,False,True,False,False,False,GAP_GE_0P5
328,2.733333,False,True,False,False,False,GAP_GE_0P5
329,2.741667,False,True,False,False,False,GAP_GE_0P5
330,2.75,False,True,False,False,False,GAP_GE_0P5
331,2.758333,False,True,False,False,False,GAP_GE_0P5
332,2.766667,False,True,False,False,False,GAP_GE_0P5
333,2.775,False,True,False,False,False,GAP_GE_0P5
334,2.783333,False,True,False,False,False,GAP_GE_0P5
335,2.791667,False,True,False,False,False,GAP_GE_0P5
336,2.8,False,True,False,False,False,GAP_GE_0P5
337,2.808333,False,True,False,False,False,GAP_GE_0P5
338,2.816667,False,True,False,False,False,GAP_GE_0P5
339,2.825,False,True,False,False,False,GAP_GE_0P5
340,2.833333,False,True,False,False,False,GAP_GE_0P5
341,2.841667,False,True,False,False,False,GAP_GE_0P5
342,2.85,False,True,False,False,False,GAP_GE_0P5
343,2.858333,False,True,False,False,False,GAP_GE_0P5
344,2.866667,False,True,False,False,False,GAP_GE_0P5
345,2.875,False,True,False,False,False,GAP_GE_0P5
346,2.883333,False,True,False,False,False,GAP_GE_0P5
347,2.891667,False,True,False,False,False,GAP_GE_0P5
348,2.9,False,True,False,False,False,GAP_GE_0P5
349,2.908333,False,True,False,False,False,GAP_GE_0P5
350,2.916667,False,True,False,False,False,GAP_GE_0P5
351,2.925,False,True,False,False,False,GAP_GE_0P5
352,2.933333,False,True,False,False,False,GAP_GE_0P5
353,2.941667,False,True,False,False,False,GAP_GE_0P5
354,2.95,False,True,False,False,False,GAP_GE_0P5
355,2.958333,False,True,False,False,False,GAP_GE_0P5
356,2.966667,False,True,False,False,False,GAP_GE_0P5
357,2.975,False,True,False,False,False,GAP_GE_0P5
358,2.983333,False,True,False,False,False,GAP_GE_0P5
359,2.991667,False,True,False,False,False,GAP_GE_0P5
360,3.0,False,True,False,False,False,GAP_GE_0P5
361,3.008333,False,True,False,False,False,GAP_GE_0P5
362,3.016667,False,True,False,False,False,GAP_GE_0P5
363,3.025,False,True,False,False,False,GAP_GE_0P5
364,3.033333,False,True,False,False,False,GAP_GE_0P5
365,3.041667,False,True,False,False,False,GAP_GE_0P5
366,3.05,False,True,False,False,False,GAP_GE_0P5
367,3.058333,False,True,False,False,False,GAP_GE_0P5
368,3.066667,False,True,False,False,False,GAP_GE_0P5
369,3.075,False,True,False,False,False,GAP_GE_0P5
370,3.083333,False,True,False,False,False,GAP_GE_0P5
371,3.091667,False,True,False,False,False,GAP_GE_0P5
372,3.1,False,True,False,False,False,GAP_GE_0P5
373,3.108333,False,True,False,False,False,GAP_GE_0P5
374,3.116667,False,True,False,False,False,GAP_GE_0P5
375,3.125,False,True,False,False,False,GAP_GE_0P5
376,3.133333,False,True,False,False,False,GAP_GE_0P5
377,3.141667,False,True,False,False,False,GAP_GE_0P5
378,3.15,False,True,False,False,False,GAP_GE_0P5
379,3.158333,False,True,False,False,False,GAP_GE_0P5
380,3.166667,False,True,False,False,False,GAP_GE_0P5
381,3.175,False,True,False,False,False,GAP_GE_0P5
382,3.183333,False,True,False,False,False,GAP_GE_0P5
383,3.191667,False,True,False,False,False,GAP_GE_0P5
384,3.2,False,True,False,False,False,GAP_GE_0P5
385,3.208333,False,True,False,False,False,GAP_GE_0P5
386,3.216667,False,True,False,False,False,GAP_GE_0P5
387,3.225,False,True,False,False,False,GAP_GE_0P5
388,3.233333,False,True,False,False,False,GAP_GE_0P5
389,3.241667,False,True,False,False,False,GAP_GE_0P5
390,3.25,False,True,False,False,False,GAP_GE_0P5
391,3.258333,False,True,False,False,False,GAP_GE_0P5
392,3.266667,False,True,False,False,False,GAP_GE_0P5
393,3.275,False,True,False,False,False,GAP_GE_0P5
394,3.283333,False,True,False,False,False,GAP_GE_0P5
395,3.291667,False,True,False,False,False,GAP_GE_0P5
396,3.3,False,True,False,False,False,GAP_GE_0P5
397,3.308333,False,True,False,False,False,GAP_GE_0P5
398,3.316667,False,True,False,False,False,GAP_GE_0P5
399,3.325,False,True,False,False,False,GAP_GE_0P5
400,3.333333,False,True,False,False,False,GAP_GE_0P5
401,3.341667,False,True,False,False,False,GAP_GE_0P5
402,3.35,False,True,False,False,False,GAP_GE_0P5
403,3.358333,False,True,False,False,False,GAP_GE_0P5
404,3.366667,False,True,False,False,False,GAP_GE_0P5
405,3.375,False,True,False,False,False,GAP_GE_0P5
406,3.383333,False,True,False,False,False,GAP_GE_0P5
407,3.391667,False,True,False,False,False,GAP_GE_0P5
408,3.4,False,True,False,False,False,GAP_GE_0P5
409,3.408333,False,True,False,False,False,GAP_GE_0P5
410,3.416667,False,True,False,False,False,GAP_GE_0P5
411,3.425,False,True,False,False,False,GAP_GE_0P5
412,3.433333,False,True,False,False,False,GAP_GE_0P5
413,3.441667,False,True,False,False,False,GAP_GE_0P5
414,3.45,False,True,False,False,False,GAP_GE_0P5
415,3.458333,False,True,False,False,False,GAP_GE_0P5
416,3.466667,False,True,False,False,False,GAP_GE_0P5
417,3.475,False,True,False,False,False,GAP_GE_0P5
418,3.483333,False,True,False,False,False,GAP_GE_0P5
419,3.491667,False,True,False,False,False,GAP_GE_0P5
420,3.5,False,True,False,False,False,GAP_GE_0P5
421,3.508333,False,True,False,False,False,GAP_GE_0P5
422,3.516667,False,True,False,False,False,GAP_GE_0P5
423,3.525,False,True,False,False,False,GAP_GE_0P5
424,3.533333,False,True,False,False,False,GAP_GE_0P5
425,3.541667,False,True,False,False,False,GAP_GE_0P5
426,3.55,False,True,False,False,False,GAP_GE_0P5
427,3.558333,False,True,False,False,False,GAP_GE_0P5
428,3.566667,False,True,False,False,False,GAP_GE_0P5
429,3.575,False,True,False,False,False,GAP_GE_0P5
430,3.583333,False,True,False,False,False,GAP_GE_0P5
431,3.591667,False,True,False,False,False,GAP_GE_0P5
432,3.6,False,True,False,False,False,GAP_GE_0P5
433,3.608333,False,True,False,False,False,GAP_GE_0P5
434,3.616667,False,True,False,False,False,GAP_GE_0P5
435,3.625,False,True,False,False,False,GAP_GE_0P5
436,3.633333,False,True,False,False,False,GAP_GE_0P5
437,3.641667,False,True,False,False,False,GAP_GE_0P5
438,3.65,False,True,False,False,False,GAP_GE_0P5
439,3.658333,False,True,False,False,False,GAP_GE_0P5
440,3.666667,False,True,False,False,False,GAP_GE_0P5
441,3.675,False,True,False,False,False,GAP_GE_0P5
442,3.683333,False,True,False,False,False,GAP_GE_0P5
443,3.691667,False,True,False,False,False,GAP_GE_0P5
444,3.7,False,True,False,False,False,GAP_GE_0P5
445,3.708333,False,True,False,False,False,GAP_GE_0P5
446,3.716667,False,True,False,False,False,GAP_GE_0P5
447,3.725,False,True,False,False,False,GAP_GE_0P5
448,3.733333,False,True,False,False,False,GAP_GE_0P5
449,3.741667,False,True,False,False,False,GAP_GE_0P5
450,3.75,False,True,False,False,False,GAP_GE_0P5
451,3.758333,False,True,False,False,False,GAP_GE_0P5
452,3.766667,False,True,False,False,False,GAP_GE_0P5
453,3.775,False,True,False,False,False,GAP_GE_0P5
454,3.783333,False,True,False,False,False,GAP_GE_0P5
455,3.791667,False,True,False,False,False,GAP_GE_0P5
456,3.8,False,True,False,False,False,GAP_GE_0P5
457,3.808333,False,True,False,False,False,GAP_GE_0P5
458,3.816667,False,True,False,False,False,GAP_GE_0P5
459,3.825,False,True,False,False,False,GAP_GE_0P5
460,3.833333,False,True,False,False,False,GAP_GE_0P5
461,3.841667,False,True,False,False,False,GAP_GE_0P5
462,3.85,False,True,False,False,False,GAP_GE_0P5
463,3.858333,False,True,False,False,False,GAP_GE_0P5
464,3.866667,False,True,False,False,False,GAP_GE_0P5
465,3.875,False,True,False,False,False,GAP_GE_0P5
466,3.883333,False,True,False,False,False,GAP_GE_0P5
467,3.891667,False,True,False,False,False,GAP_GE_0P5
468,3.9,False,True,False,False,False,GAP_GE_0P5
469,3.908333,False,True,False,False,False,GAP_GE_0P5
470,3.916667,False,True,False,False,False,GAP_GE_0P5
471,3.925,False,True,False,False,False,GAP_GE_0P5
472,3.933333,False,True,False,False,False,GAP_GE_0P5
473,3.941667,False,True,False,False,False,GAP_GE_0P5
474,3.95,False,True,False,False,False,GAP_GE_0P5
475,3.958333,False,True,False,False,False,GAP_GE_0P5
476,3.966667,False,True,False,False,False,GAP_GE_0P5
477,3.975,False,True,False,False,False,GAP_GE_0P5
478,3.983333,False,True,False,False,False,GAP_GE_0P5
479,3.991667,False,True,False,False,False,GAP_GE_0P5
480,4.0,False,True,False,False,False,GAP_GE_0P5
481,4.008333,False,True,False,False,False,GAP_GE_0P5
482,4.016667,False,True,False,False,False,GAP_GE_0P5
483,4.025,False,True,False,False,False,GAP_GE_0P5
484,4.033333,False,True,False,False,False,GAP_GE_0P5
485,4.041667,False,True,False,False,False,GAP_GE_0P5
486,4.05,False,True,False,False,False,GAP_GE_0P5
487,4.058333,False,True,False,False,False,GAP_GE_0P5
488,4.066667,False,True,False,False,False,GAP_GE_0P5
489,4.075,False,True,False,False,False,GAP_GE_0P5
490,4.083333,False,True,False,False,False,GAP_GE_0P5
491,4.091667,False,True,False,False,False,GAP_GE_0P5
492,4.1,False,True,False,False,False,GAP_GE_0P5
493,4.108333,False,True,False,False,False,GAP_GE_0P5
494,4.116667,False,True,False,False,False,GAP_GE_0P5
495,4.125,False,True,False,False,False,GAP_GE_0P5
496,4.133333,False,True,False,False,False,GAP_GE_0P5
497,4.141667,False,True,False,False,False,GAP_GE_0P5
498,4.15,False,True,False,False,False,GAP_GE_0P5
499,4.158333,False,True,False,False,False,GAP_GE_0P5
500,4.166667,False,True,False,False,False,GAP_GE_0P5
