event_id,marker_name,body_region_group,method,start_frame,end_frame,start_time_s,end_time_s,duration_frames,duration_seconds,event_class,severity,near_gap,methods_in_event,peak_metric_value
E000001,T3_671:LHandOut,wrist_hand,velocity_mad,5375,5375,44.791667,44.791667,1,0.008333,single_frame,minor,False,velocity_mad,6.723767
E000002,T3_671:LHandOut,wrist_hand,velocity_mad,15784,15784,131.533333,131.533333,1,0.008333,single_frame,moderate,False,velocity_mad,8.533406
E000003,T3_671:LHandOut,wrist_hand,velocity_mad,29191,29191,243.258333,243.258333,1,0.008333,single_frame,minor,False,velocity_mad,6.501896
E000004,T3_671:LHandOut,wrist_hand,velocity_mad,29557,29557,246.308333,246.308333,1,0.008333,single_frame,minor,False,velocity_mad,6.543016
E000005,T3_671:LHandOut,wrist_hand,velocity_mad,30440,30440,253.666667,253.666667,1,0.008333,single_frame,minor,False,velocity_mad,6.677534
E000006,T3_671:LHandOut,wrist_hand,velocity_mad,30730,30730,256.083333,256.083333,1,0.008333,single_frame,minor,False,velocity_mad,6.697874
E000007,LHandOut__LWristOut,wrist_hand,segment_length_violation,5382,5397,44.85,44.975,16,0.133333,sustained,moderate,False,segment_length_violation,0.219123
E000008,LHandOut__LWristOut,wrist_hand,segment_length_violation,15627,15630,130.225,130.25,4,0.033333,short_burst,moderate,False,segment_length_violation,0.13706
E000009,LHandOut__LWristOut,wrist_hand,segment_length_violation,15761,15783,131.341667,131.525,23,0.191667,sustained,moderate,False,segment_length_violation,0.133708
E000010,LHandOut__LWristOut,wrist_hand,segment_length_violation,21920,21923,182.666667,182.691667,4,0.033333,short_burst,moderate,False,segment_length_violation,0.136509
E000011,LHandOut__LWristOut,wrist_hand,segment_length_violation,27581,27581,229.841667,229.841667,1,0.008333,single_frame,moderate,False,segment_length_violation,0.136687
E000012,LHandOut__LWristOut,wrist_hand,segment_length_violation,27634,27637,230.283333,230.308333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.138365
E000013,LHandOut__LWristOut,wrist_hand,segment_length_violation,27664,27666,230.533333,230.55,3,0.025,short_burst,moderate,False,segment_length_violation,0.137782
E000014,LHandOut__LWristOut,wrist_hand,segment_length_violation,27688,27692,230.733333,230.766667,5,0.041667,short_burst,moderate,False,segment_length_violation,0.137128
E000015,LHandOut__LWristOut,wrist_hand,segment_length_violation,27714,27718,230.95,230.983333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.138059
E000016,LHandOut__LWristOut,wrist_hand,segment_length_violation,27780,27784,231.5,231.533333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.134445
E000017,LHandOut__LWristOut,wrist_hand,segment_length_violation,27810,27813,231.75,231.775,4,0.033333,short_burst,moderate,False,segment_length_violation,0.134921
E000018,LHandOut__LWristOut,wrist_hand,segment_length_violation,27875,27880,232.291667,232.333333,6,0.05,sustained,moderate,False,segment_length_violation,0.138114
E000019,LHandOut__LWristOut,wrist_hand,segment_length_violation,27903,27907,232.525,232.558333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.136061
E000020,LHandOut__LWristOut,wrist_hand,segment_length_violation,27931,27935,232.758333,232.791667,5,0.041667,short_burst,moderate,False,segment_length_violation,0.135608
E000021,LHandOut__LWristOut,wrist_hand,segment_length_violation,27981,27985,233.175,233.208333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.137971
E000022,LHandOut__LWristOut,wrist_hand,segment_length_violation,28010,28015,233.416667,233.458333,6,0.05,sustained,moderate,False,segment_length_violation,0.137069
E000023,LHandOut__LWristOut,wrist_hand,segment_length_violation,28040,28045,233.666667,233.708333,6,0.05,sustained,moderate,False,segment_length_violation,0.138351
E000024,LHandOut__LWristOut,wrist_hand,segment_length_violation,28067,28071,233.891667,233.925,5,0.041667,short_burst,moderate,False,segment_length_violation,0.136582
E000025,LHandOut__LWristOut,wrist_hand,segment_length_violation,28133,28137,234.441667,234.475,5,0.041667,short_burst,moderate,False,segment_length_violation,0.138566
E000026,LHandOut__LWristOut,wrist_hand,segment_length_violation,28171,28175,234.758333,234.791667,5,0.041667,short_burst,moderate,False,segment_length_violation,0.134497
E000027,LHandOut__LWristOut,wrist_hand,segment_length_violation,28378,28381,236.483333,236.508333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.136887
E000028,LHandOut__LWristOut,wrist_hand,segment_length_violation,28405,28408,236.708333,236.733333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.137909
E000029,LHandOut__LWristOut,wrist_hand,segment_length_violation,28434,28439,236.95,236.991667,6,0.05,sustained,moderate,False,segment_length_violation,0.138625
E000030,LHandOut__LWristOut,wrist_hand,segment_length_violation,28473,28477,237.275,237.308333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.135266
E000031,LHandOut__LWristOut,wrist_hand,segment_length_violation,28511,28515,237.591667,237.625,5,0.041667,short_burst,moderate,False,segment_length_violation,0.136525
E000032,LHandOut__LWristOut,wrist_hand,segment_length_violation,28552,28555,237.933333,237.958333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.137725
E000033,LHandOut__LWristOut,wrist_hand,segment_length_violation,28653,28655,238.775,238.791667,3,0.025,short_burst,moderate,False,segment_length_violation,0.136025
E000034,LHandOut__LWristOut,wrist_hand,segment_length_violation,28681,28684,239.008333,239.033333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.133221
E000035,LHandOut__LWristOut,wrist_hand,segment_length_violation,28719,28720,239.325,239.333333,2,0.016667,short_burst,moderate,False,segment_length_violation,0.138352
E000036,LHandOut__LWristOut,wrist_hand,segment_length_violation,28757,28762,239.641667,239.683333,6,0.05,sustained,moderate,False,segment_length_violation,0.136777
E000037,LHandOut__LWristOut,wrist_hand,segment_length_violation,28843,28844,240.358333,240.366667,2,0.016667,short_burst,moderate,False,segment_length_violation,0.135028
E000038,LHandOut__LWristOut,wrist_hand,segment_length_violation,28955,28956,241.291667,241.3,2,0.016667,short_burst,moderate,False,segment_length_violation,0.138012
E000039,LHandOut__LWristOut,wrist_hand,segment_length_violation,29049,29054,242.075,242.116667,6,0.05,sustained,moderate,False,segment_length_violation,0.134624
E000040,LHandOut__LWristOut,wrist_hand,segment_length_violation,29120,29124,242.666667,242.7,5,0.041667,short_burst,moderate,False,segment_length_violation,0.135121
E000041,LHandOut__LWristOut,wrist_hand,segment_length_violation,29147,29150,242.891667,242.916667,4,0.033333,short_burst,moderate,False,segment_length_violation,0.136902
E000042,LHandOut__LWristOut,wrist_hand,segment_length_violation,29194,29199,243.283333,243.325,6,0.05,sustained,moderate,False,segment_length_violation,0.136907
E000043,LHandOut__LWristOut,wrist_hand,segment_length_violation,29248,29251,243.733333,243.758333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.135738
E000044,LHandOut__LWristOut,wrist_hand,segment_length_violation,29286,29290,244.05,244.083333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.137933
E000045,LHandOut__LWristOut,wrist_hand,segment_length_violation,29319,29323,244.325,244.358333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.134073
E000046,LHandOut__LWristOut,wrist_hand,segment_length_violation,29378,29382,244.816667,244.85,5,0.041667,short_burst,moderate,False,segment_length_violation,0.134313
E000047,LHandOut__LWristOut,wrist_hand,segment_length_violation,29405,29409,245.041667,245.075,5,0.041667,short_burst,moderate,False,segment_length_violation,0.136454
E000048,LHandOut__LWristOut,wrist_hand,segment_length_violation,29453,29457,245.441667,245.475,5,0.041667,short_burst,moderate,False,segment_length_violation,0.132126
E000049,LHandOut__LWristOut,wrist_hand,segment_length_violation,29516,29520,245.966667,246.0,5,0.041667,short_burst,moderate,False,segment_length_violation,0.132622
E000050,LHandOut__LWristOut,wrist_hand,segment_length_violation,29559,29565,246.325,246.375,7,0.058333,sustained,moderate,False,segment_length_violation,0.137766
E000051,LHandOut__LWristOut,wrist_hand,segment_length_violation,29755,29759,247.958333,247.991667,5,0.041667,short_burst,moderate,False,segment_length_violation,0.137555
E000052,LHandOut__LWristOut,wrist_hand,segment_length_violation,29857,29861,248.808333,248.841667,5,0.041667,short_burst,moderate,False,segment_length_violation,0.136061
E000053,LHandOut__LWristOut,wrist_hand,segment_length_violation,29886,29889,249.05,249.075,4,0.033333,short_burst,moderate,False,segment_length_violation,0.137702
E000054,LHandOut__LWristOut,wrist_hand,segment_length_violation,29919,29921,249.325,249.341667,3,0.025,short_burst,moderate,False,segment_length_violation,0.135852
E000055,LHandOut__LWristOut,wrist_hand,segment_length_violation,29943,29947,249.525,249.558333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.138427
E000056,LHandOut__LWristOut,wrist_hand,segment_length_violation,29980,29985,249.833333,249.875,6,0.05,sustained,moderate,False,segment_length_violation,0.137024
E000057,LHandOut__LWristOut,wrist_hand,segment_length_violation,30053,30054,250.441667,250.45,2,0.016667,short_burst,moderate,False,segment_length_violation,0.137417
E000058,LHandOut__LWristOut,wrist_hand,segment_length_violation,30078,30079,250.65,250.658333,2,0.016667,short_burst,moderate,False,segment_length_violation,0.137943
E000059,LHandOut__LWristOut,wrist_hand,segment_length_violation,30174,30179,251.45,251.491667,6,0.05,sustained,moderate,False,segment_length_violation,0.138404
E000060,LHandOut__LWristOut,wrist_hand,segment_length_violation,30247,30250,252.058333,252.083333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.137488
E000061,LHandOut__LWristOut,wrist_hand,segment_length_violation,30304,30305,252.533333,252.541667,2,0.016667,short_burst,moderate,False,segment_length_violation,0.13808
E000062,LHandOut__LWristOut,wrist_hand,segment_length_violation,30338,30342,252.816667,252.85,5,0.041667,short_burst,moderate,False,segment_length_violation,0.132772
E000063,LHandOut__LWristOut,wrist_hand,segment_length_violation,30403,30407,253.358333,253.391667,5,0.041667,short_burst,moderate,False,segment_length_violation,0.137774
E000064,LHandOut__LWristOut,wrist_hand,segment_length_violation,30443,30448,253.691667,253.733333,6,0.05,sustained,moderate,False,segment_length_violation,0.137796
E000065,LHandOut__LWristOut,wrist_hand,segment_length_violation,30458,30461,253.816667,253.841667,4,0.033333,short_burst,moderate,False,segment_length_violation,0.138324
E000066,LHandOut__LWristOut,wrist_hand,segment_length_violation,30506,30510,254.216667,254.25,5,0.041667,short_burst,moderate,False,segment_length_violation,0.135647
E000067,LHandOut__LWristOut,wrist_hand,segment_length_violation,30538,30543,254.483333,254.525,6,0.05,sustained,moderate,False,segment_length_violation,0.137181
E000068,LHandOut__LWristOut,wrist_hand,segment_length_violation,30557,30562,254.641667,254.683333,6,0.05,sustained,moderate,False,segment_length_violation,0.13382
E000069,LHandOut__LWristOut,wrist_hand,segment_length_violation,30602,30606,255.016667,255.05,5,0.041667,short_burst,moderate,False,segment_length_violation,0.134583
E000070,LHandOut__LWristOut,wrist_hand,segment_length_violation,30687,30691,255.725,255.758333,5,0.041667,short_burst,moderate,False,segment_length_violation,0.13725
E000071,LHandOut__LWristOut,wrist_hand,segment_length_violation,30718,30721,255.983333,256.008333,4,0.033333,short_burst,moderate,False,segment_length_violation,0.136502
E000072,LHandOut__LWristOut,wrist_hand,segment_length_violation,30745,30749,256.208333,256.241667,5,0.041667,short_burst,moderate,False,segment_length_violation,0.136598
E000073,LHandOut__LWristOut,wrist_hand,segment_length_violation,30774,30777,256.45,256.475,4,0.033333,short_burst,moderate,False,segment_length_violation,0.137003
E000074,LHandOut__LWristOut,wrist_hand,segment_length_violation,30798,30803,256.65,256.691667,6,0.05,sustained,moderate,False,segment_length_violation,0.135705
E000075,LHandOut__LWristOut,wrist_hand,segment_length_violation,30824,30829,256.866667,256.908333,6,0.05,sustained,moderate,False,segment_length_violation,0.137298
E000076,T3_671:LFArm,shoulder_upper_arm,velocity_mad,5401,5401,45.008333,45.008333,1,0.008333,single_frame,minor,False,velocity_mad,5.090017
E000077,T3_671:LFArm,shoulder_upper_arm,velocity_mad,15210,15210,126.75,126.75,1,0.008333,single_frame,minor,False,velocity_mad,4.735716
E000078,T3_671:LFArm,shoulder_upper_arm,velocity_mad,20517,20517,170.975,170.975,1,0.008333,single_frame,severe,False,velocity_mad,11.296193
E000079,T3_671:LFArm,shoulder_upper_arm,velocity_mad,20759,20759,172.991667,172.991667,1,0.008333,single_frame,moderate,False,velocity_mad,5.843828
E000080,T3_671:LFArm,shoulder_upper_arm,velocity_mad,21462,21462,178.85,178.85,1,0.008333,single_frame,minor,False,velocity_mad,4.126117
E000081,T3_671:LFArm,shoulder_upper_arm,velocity_mad,28831,28831,240.258333,240.258333,1,0.008333,single_frame,moderate,False,velocity_mad,5.514779
E000082,T3_671:LFArm,shoulder_upper_arm,velocity_mad,30430,30430,253.583333,253.583333,1,0.008333,single_frame,moderate,False,velocity_mad,6.476478
E000083,T3_671:LFArm,shoulder_upper_arm,velocity_mad,30492,30492,254.1,254.1,1,0.008333,single_frame,moderate,False,velocity_mad,5.202943
E000084,T3_671:RHandOut,wrist_hand,velocity_mad,8072,8072,67.266667,67.266667,1,0.008333,single_frame,moderate,False,velocity_mad,8.05556
E000085,T3_671:RHandOut,wrist_hand,velocity_mad,16102,16102,134.183333,134.183333,1,0.008333,single_frame,moderate,False,velocity_mad,8.880325
E000086,T3_671:RHandOut,wrist_hand,velocity_mad,29590,29590,246.583333,246.583333,1,0.008333,single_frame,minor,False,velocity_mad,5.960128
E000087,T3_671:RHandOut,wrist_hand,velocity_mad,29691,29691,247.425,247.425,1,0.008333,single_frame,minor,False,velocity_mad,5.604693
E000088,BackLeft__LShoulderBack,torso_chest_back,segment_length_violation,8543,8553,71.191667,71.275,11,0.091667,sustained,moderate,False,segment_length_violation,0.122954
E000089,BackLeft__LShoulderBack,torso_chest_back,segment_length_violation,8558,8563,71.316667,71.358333,6,0.05,sustained,moderate,False,segment_length_violation,0.122902
E000090,BackLeft__LShoulderBack,torso_chest_back,segment_length_violation,8577,8592,71.475,71.6,16,0.133333,sustained,moderate,False,segment_length_violation,0.123042
E000091,BackLeft__LShoulderBack,torso_chest_back,segment_length_violation,22047,22067,183.725,183.891667,21,0.175,sustained,moderate,False,segment_length_violation,0.122733
E000092,RHandIn__RWristOut,wrist_hand,segment_length_violation,15684,15714,130.7,130.95,31,0.258333,sustained,moderate,False,segment_length_violation,0.186494
E000093,RHandIn__RWristOut,wrist_hand,segment_length_violation,19667,19719,163.891667,164.325,53,0.441667,sustained,moderate,False,segment_length_violation,0.186729
E000094,RHandIn__RWristOut,wrist_hand,segment_length_violation,29529,29534,246.075,246.116667,6,0.05,sustained,moderate,False,segment_length_violation,0.18426
E000095,RHandIn__RWristOut,wrist_hand,segment_length_violation,29575,29580,246.458333,246.5,6,0.05,sustained,moderate,False,segment_length_violation,0.186061
E000096,T3_671:RFArm,shoulder_upper_arm,velocity_mad,16160,16160,134.666667,134.666667,1,0.008333,single_frame,moderate,False,velocity_mad,5.583885
E000097,T3_671:RFArm,shoulder_upper_arm,velocity_mad,16790,16790,139.916667,139.916667,1,0.008333,single_frame,moderate,False,velocity_mad,6.570025
E000098,T3_671:RFArm,shoulder_upper_arm,velocity_mad,17069,17069,142.241667,142.241667,1,0.008333,single_frame,minor,False,velocity_mad,4.734848
E000099,T3_671:RFArm,shoulder_upper_arm,velocity_mad,21413,21413,178.441667,178.441667,1,0.008333,single_frame,minor,False,velocity_mad,3.836289
