file_name,input_file,project_name,subject_id,session_id,motive_version,capture_frame_rate_hz,export_frame_rate_hz,effective_frame_rate_hz,frame_rate_status,total_frames_metadata,total_frames_observed,frame_start,frame_end,frame_continuity_status,duration_seconds,time_column_status,length_units,coordinate_space,axis_convention,rotation_type,n_marker_triplets_total,n_labeled_markers,n_unlabeled_markers,contains_marker_xyz,contains_rigid_body_columns,contains_skeleton_columns,contains_quaternion_columns,raw_data_status,validation_status,n_errors,n_warnings,total_marker_frames_all,missing_marker_frames_all,missing_percent_all,total_marker_frames_labeled,missing_marker_frames_labeled,missing_percent_labeled,total_marker_frames_unlabeled,missing_marker_frames_unlabeled,missing_percent_unlabeled,n_gaps_total_all,n_gaps_total_labeled,n_gaps_ge_0p2s_labeled,n_gaps_ge_0p5s_labeled,n_gaps_ge_1p0s_labeled,longest_gap_marker_labeled,longest_gap_seconds_labeled,gap_evidence_summary,markers_with_gap_ge_0p5s,n_markers_with_gap_ge_0p5s,union_gap_seconds_ge_0p2_labeled,longest_merged_gap_run_seconds,max_critical_gap_seconds_labeled,n_labeled_markers_in_analysis,n_quarantined_markers,labeled_marker_coverage_mean_pct,min_marker_coverage_pct_observed,pct_time_below_coverage,n_markers_sustained_dropout,pct_frames_union_flag_gap_0p2,pct_frames_union_flag_gap_0p5,pct_frames_union_flag_artifact_sigma,pct_frames_union_flag_segment_swap,pct_frames_union_flag_edge_effect,pct_frames_union_any_flag,dominant_gap_marker_canonical,dominant_gap_marker_raw,pct_frames_dominant_marker_in_gap_ge_0p5,pct_session_time_dominant_marker_in_gap_ge_0p5,dominant_criterion
671_T3_P1_R2_Take 2026-02-03 08.05.01 PM_005.csv,/Users/drorhazan/Desktop/gaga_psilo/projects/3Layers_project/Layer1_motive_qc/motive_qc/data/671/671_T3_P1_R2_Take 2026-02-03 08.05.01 PM_005.csv,Motive raw marker QC,671,T3_P1_R2,Motive:Body 3.4.0.2,120.0,120.0,120.0,ok,31392,31392,0,31391,continuous,261.59166666666664,ok,Meters,Global,unknown,XYZ,115,54,61,True,False,False,False,consistent_with_marker_xyz,pass,0,0,3610080,1918535,53.143836,1506816,31489,2.089771,1914912,1872367,97.778227,241,114,43,18,12,T3_671:LThighFront,103.3,Longest labeled gap: T3_671:LThighFront (103.300s); 18 gaps >=0.5s across 5 marker(s).,T3_671:ChestTop;T3_671:LHandIn;T3_671:LHandOut;T3_671:LThighFront;T3_671:RFArm,5,241.175,103.3,103.3,48,0,97.910229,89.583333,0.015928,2,2.471967,92.192278,0.525612,1.860347,0.347222,92.549057,LThighFront,T3_671:LThighFront,92.093527,92.096474,gaps_over_0p5
