start_frame,end_frame,start_s,end_s,duration_s,reason,criterion,affected_markers,has_gap_ge_0p5,has_gap_0p2,has_artifact_sigma,has_segment_swap,has_edge_effect
5882,5912,49.0167,49.2667,0.25,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:LShoulderTop;BackLeft__LShoulderBack,False,True,False,True,False
5913,5913,49.275,49.275,0.0,GAP_GE_0P2,gaps_over_0p2,671:LShoulderTop,False,True,False,False,False
5956,5956,49.6333,49.6333,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RFArm,False,False,True,False,False
7179,7212,59.825,60.1,0.275,GAP_GE_0P2,gaps_over_0p2,671:RHandIn,False,True,False,False,False
7800,7806,65.0,65.05,0.05,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut,False,False,False,True,False
11682,11715,97.35,97.625,0.275,GAP_GE_0P2,gaps_over_0p2,671:RHandIn,False,True,False,False,False
12109,12116,100.9083,100.9667,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
12117,12137,100.975,101.1417,0.1667,GAP_GE_0P5,gaps_over_0p5,671:RHandIn,True,False,False,False,False
12138,12287,101.15,102.3917,1.2417,GAP_GE_0P5;SEGMENT_SWAP,gaps_over_0p5,671:RHandIn;BackLeft__LShoulderBack,True,False,False,True,False
12288,12295,102.4,102.4583,0.0583,SEGMENT_SWAP;EDGE_EFFECT,segment_swap,BackLeft__LShoulderBack,False,False,False,True,True
12296,12534,102.4667,104.45,1.9833,SEGMENT_SWAP,segment_swap,BackLeft__LShoulderBack,False,False,False,True,False
12557,12565,104.6417,104.7083,0.0667,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut,False,False,False,True,False
14324,14324,119.3667,119.3667,0.0,ARTIFACT_SIGMA,artifact_sigma,671:WaistRFront,False,False,True,False,False
14327,14327,119.3917,119.3917,0.0,ARTIFACT_SIGMA,artifact_sigma,671:WaistRFront,False,False,True,False,False
14372,14379,119.7667,119.825,0.0583,EDGE_EFFECT,edge_effect,671:RHandIn,False,False,False,False,True
14380,14387,119.8333,119.8917,0.0583,GAP_GE_0P5,gaps_over_0p5,671:LFArm,True,False,False,False,False
14388,14411,119.9,120.0917,0.1917,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,671:LFArm;671:RFArm,True,True,False,False,False
14412,14415,120.1,120.125,0.025,GAP_GE_0P5,gaps_over_0p5,671:LFArm,True,False,False,False,False
14416,14416,120.1333,120.1333,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:ChestTop;671:LFArm;671:RHandIn,True,False,True,False,False
14417,14473,120.1417,120.6083,0.4667,GAP_GE_0P5,gaps_over_0p5,671:LFArm;671:LHandIn;671:RHandIn,True,False,False,False,False
14474,14481,120.6167,120.675,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
14587,14603,121.5583,121.6917,0.1333,GAP_GE_0P2,gaps_over_0p2,671:RHandIn,False,True,False,False,False
14604,14608,121.7,121.7333,0.0333,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:LFArm;671:RHandIn;LHandIn__LWristOut,False,True,False,True,False
14609,14609,121.7417,121.7417,0.0,GAP_GE_0P2;ARTIFACT_SIGMA,artifact_sigma,671:LHandIn;671:LWristOut;671:RHandIn,False,True,True,False,False
14610,14610,121.75,121.75,0.0,GAP_GE_0P2,gaps_over_0p2,671:LFArm;671:LHandIn;671:RHandIn,False,True,False,False,False
14735,14736,122.7917,122.8,0.0083,SEGMENT_SWAP,segment_swap,RHandIn__RWristOut,False,False,False,True,False
15032,15032,125.2667,125.2667,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LHandIn;671:RHandIn,False,False,True,False,False
15051,15085,125.425,125.7083,0.2833,GAP_GE_0P2,gaps_over_0p2,671:RFArm,False,True,False,False,False
15108,15134,125.9,126.1167,0.2167,GAP_GE_0P2,gaps_over_0p2,671:RHandIn,False,True,False,False,False
15185,15192,126.5417,126.6,0.0583,EDGE_EFFECT,edge_effect,671:LHandIn,False,False,False,False,True
15193,15269,126.6083,127.2417,0.6333,GAP_GE_0P5,gaps_over_0p5,671:LHandIn,True,False,False,False,False
15270,15277,127.25,127.3083,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
15280,15280,127.3333,127.3333,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LHandIn,False,False,True,False,False
15338,15338,127.8167,127.8167,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LFArm,False,False,True,False,False
15364,15370,128.0333,128.0833,0.05,GAP_GE_0P2,gaps_over_0p2,671:LFArm,False,True,False,False,False
15371,15371,128.0917,128.0917,0.0,GAP_GE_0P2;ARTIFACT_SIGMA,artifact_sigma,671:LFArm;671:RShoulderTop,False,True,True,False,False
15372,15410,128.1,128.4167,0.3167,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:LFArm;671:LHandIn,False,True,False,False,False
15416,15416,128.4667,128.4667,0.0,ARTIFACT_SIGMA,artifact_sigma,671:ChestLow,False,False,True,False,False
15439,15448,128.6583,128.7333,0.075,GAP_GE_0P2,gaps_over_0p2,671:RFArm;671:RHandIn,False,True,False,False,False
15449,15449,128.7417,128.7417,0.0,GAP_GE_0P2;ARTIFACT_SIGMA,artifact_sigma,671:ChestTop;671:RFArm,False,True,True,False,False
15450,15479,128.75,128.9917,0.2417,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:RFArm;671:RHandIn,False,True,False,False,False
15502,15502,129.1833,129.1833,0.0,ARTIFACT_SIGMA,artifact_sigma,671:ChestLow,False,False,True,False,False
15560,15601,129.6667,130.0083,0.3417,SEGMENT_SWAP,segment_swap,671:ChestLow;671:LFArm;LHandIn__LWristOut,False,False,False,True,False
15602,15602,130.0167,130.0167,0.0,ARTIFACT_SIGMA,artifact_sigma,671:ChestLow;671:LHandIn,False,False,True,False,False
15608,15647,130.0667,130.3917,0.325,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:RFArm;671:RHandIn,False,True,False,False,False
15648,15652,130.4,130.4333,0.0333,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:RFArm;RHandIn__RHandOut,False,True,False,True,False
15653,15653,130.4417,130.4417,0.0,GAP_GE_0P2;ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,671:ChestLow;671:RFArm;RHandIn__RHandOut,False,True,True,True,False
15654,15660,130.45,130.5,0.05,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:RFArm;RHandIn__RHandOut,False,True,False,True,False
15687,15720,130.725,131.0,0.275,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:LFArm;671:LHandIn,False,True,False,False,False
15755,15755,131.2917,131.2917,0.0,ARTIFACT_SIGMA,artifact_sigma,671:ChestLow,False,False,True,False,False
15759,15805,131.325,131.7083,0.3833,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:RFArm;671:RHandIn,False,True,False,False,False
15808,15812,131.7333,131.7667,0.0333,EDGE_EFFECT,edge_effect,,False,False,False,False,True
15813,15813,131.775,131.775,0.0,ARTIFACT_SIGMA;EDGE_EFFECT,artifact_sigma,671:ChestLow,False,False,True,False,True
15814,15815,131.7833,131.7917,0.0083,EDGE_EFFECT,edge_effect,,False,False,False,False,True
15816,15833,131.8,131.9417,0.1417,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut,True,False,False,False,False
15834,15834,131.95,131.95,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:LElbowOut;671:LFArm;671:LHandOut,True,False,True,False,False
15835,15845,131.9583,132.0417,0.0833,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut;671:LFArm;671:LHandOut,True,False,False,False,False
15846,15846,132.05,132.05,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:LElbowOut;671:LFArm;671:LHandOut,True,False,True,False,False
15847,15863,132.0583,132.1917,0.1333,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut;671:LFArm;671:LHandIn,True,False,False,False,False
15864,15864,132.2,132.2,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:LElbowOut;671:LFArm,True,False,True,False,False
15865,15900,132.2083,132.5,0.2917,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut,True,False,False,False,False
15901,15908,132.5083,132.5667,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
15935,15935,132.7917,132.7917,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LShoulderTop,False,False,True,False,False
15947,15972,132.8917,133.1,0.2083,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:RFArm,False,True,False,False,False
15992,16026,133.2667,133.55,0.2833,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:ChestTop;671:LFArm;671:LHandIn,False,True,False,False,False
16131,16131,134.425,134.425,0.0,ARTIFACT_SIGMA,artifact_sigma,671:ChestLow,False,False,True,False,False
16133,16169,134.4417,134.7417,0.3,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:ChestTop;671:LFArm;671:LHandIn,False,True,False,False,False
16280,16280,135.6667,135.6667,0.0,ARTIFACT_SIGMA,artifact_sigma,671:ChestLow,False,False,True,False,False
16291,16309,135.7583,135.9083,0.15,GAP_GE_0P2,gaps_over_0p2,671:ChestTop;671:LFArm,False,True,False,False,False
16310,16328,135.9167,136.0667,0.15,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:ChestTop;671:RHandIn;LHandIn__LWristOut,False,True,False,True,False
16329,16329,136.075,136.075,0.0,GAP_GE_0P2;ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,671:ChestTop;671:LFArm;LHandIn__LWristOut,False,True,True,True,False
16368,16368,136.4,136.4,0.0,ARTIFACT_SIGMA,artifact_sigma,671:ChestLow,False,False,True,False,False
16393,16400,136.6083,136.6667,0.0583,EDGE_EFFECT,edge_effect,671:RHandIn,False,False,False,False,True
16401,16473,136.675,137.275,0.6,GAP_GE_0P5,gaps_over_0p5,671:LFArm;671:RFArm,True,False,False,False,False
16474,16481,137.2833,137.3417,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
16536,16543,137.8,137.8583,0.0583,EDGE_EFFECT,edge_effect,671:ChestLow,False,False,False,False,True
16544,16555,137.8667,137.9583,0.0917,GAP_GE_0P5,gaps_over_0p5,671:ChestLow;671:LElbowOut;671:RFArm,True,False,False,False,False
16556,16556,137.9667,137.9667,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:LFArm;671:RFArm,True,False,True,False,False
16557,16561,137.975,138.0083,0.0333,GAP_GE_0P5,gaps_over_0p5,671:RFArm,True,False,False,False,False
16562,16562,138.0167,138.0167,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:ChestTop;671:RFArm,True,False,True,False,False
16563,16565,138.025,138.0417,0.0167,GAP_GE_0P5,gaps_over_0p5,671:LHandIn;671:RFArm,True,False,False,False,False
16566,16572,138.05,138.1,0.05,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,671:LElbowOut;671:LHandIn;671:RFArm,True,True,False,False,False
16573,16573,138.1083,138.1083,0.0,GAP_GE_0P5;GAP_GE_0P2;ARTIFACT_SIGMA,gaps_over_0p5,671:ChestTop;671:LElbowOut;671:LHandIn;671:RFArm,True,True,True,False,False
16574,16610,138.1167,138.4167,0.3,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,671:LElbowOut;671:LHandIn;671:RFArm,True,True,False,False,False
16611,16611,138.425,138.425,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:LFArm;671:RFArm,True,False,True,False,False
16612,16640,138.4333,138.6667,0.2333,GAP_GE_0P5,gaps_over_0p5,671:ChestTop;671:RFArm,True,False,False,False,False
16641,16678,138.675,138.9833,0.3083,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,671:ChestLow;671:RFArm,True,True,False,False,False
16679,16681,138.9917,139.0083,0.0167,GAP_GE_0P2,gaps_over_0p2,671:ChestLow,False,True,False,False,False
16682,16686,139.0167,139.05,0.0333,EDGE_EFFECT,edge_effect,,False,False,False,False,True
16716,16747,139.3,139.5583,0.2583,GAP_GE_0P2,gaps_over_0p2,671:ChestLow;671:LFArm,False,True,False,False,False
16886,16886,140.7167,140.7167,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LFArm;671:LShoulderTop,False,False,True,False,False
16888,16888,140.7333,140.7333,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LFArm;671:LShoulderTop,False,False,True,False,False
16942,16942,141.1833,141.1833,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RShoulderTop,False,False,True,False,False
16962,16962,141.35,141.35,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RShoulderTop,False,False,True,False,False
17070,17082,142.25,142.35,0.1,SEGMENT_SWAP,segment_swap,671:LFArm;LHandIn__LWristOut,False,False,False,True,False
17166,17166,143.05,143.05,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RFArm,False,False,True,False,False
17257,17257,143.8083,143.8083,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LShoulderTop,False,False,True,False,False
17438,17443,145.3167,145.3583,0.0417,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut;RHandIn__RWristOut,False,False,False,True,False
17484,17484,145.7,145.7,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LFArm,False,False,True,False,False
17530,17535,146.0833,146.125,0.0417,SEGMENT_SWAP,segment_swap,671:RFArm;RHandIn__RHandOut,False,False,False,True,False
18057,18069,150.475,150.575,0.1,GAP_GE_0P2,gaps_over_0p2,671:LFArm;671:LShoulderTop,False,True,False,False,False
18070,18070,150.5833,150.5833,0.0,GAP_GE_0P2;ARTIFACT_SIGMA,artifact_sigma,671:BackTop;671:LFArm;671:LShoulderTop;671:WaistRFront,False,True,True,False,False
18071,18099,150.5917,150.825,0.2333,GAP_GE_0P2,gaps_over_0p2,671:LFArm;671:LShoulderTop,False,True,False,False,False
18136,18136,151.1333,151.1333,0.0,ARTIFACT_SIGMA,artifact_sigma,671:WaistLFront,False,False,True,False,False
18242,18265,152.0167,152.2083,0.1917,GAP_GE_0P2,gaps_over_0p2,671:LFArm;671:LShoulderTop,False,True,False,False,False
18266,18272,152.2167,152.2667,0.05,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,671:LElbowOut;671:LFArm;671:LShoulderTop,True,True,False,False,False
18273,18280,152.275,152.3333,0.0583,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut;671:LFArm,True,False,False,False,False
18281,18281,152.3417,152.3417,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:ChestTop;671:LElbowOut;671:LFArm,True,False,True,False,False
18282,18287,152.35,152.3917,0.0417,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut;671:LFArm;671:LHandIn,True,False,False,False,False
18288,18288,152.4,152.4,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:HeadLeft;671:LElbowOut,True,False,True,False,False
18289,18326,152.4083,152.7167,0.3083,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut,True,False,False,False,False
18327,18327,152.725,152.725,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:LElbowOut;671:LFArm,True,False,True,False,False
18328,18329,152.7333,152.7417,0.0083,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut,True,False,False,False,False
18330,18337,152.75,152.8083,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
18526,18551,154.3833,154.5917,0.2083,GAP_GE_0P2,gaps_over_0p2,671:LFArm;671:LHandIn;671:RHandIn,False,True,False,False,False
18636,18662,155.3,155.5167,0.2167,GAP_GE_0P2,gaps_over_0p2,671:LShoulderTop,False,True,False,False,False
18695,18695,155.7917,155.7917,0.0,ARTIFACT_SIGMA,artifact_sigma,671:ChestLow,False,False,True,False,False
18752,18761,156.2667,156.3417,0.075,SEGMENT_SWAP,segment_swap,ChestTop__WaistCBack,False,False,False,True,False
18781,18781,156.5083,156.5083,0.0,GAP_GE_0P2;ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,671:ChestTop;671:RFArm;ChestTop__WaistCBack,False,True,True,True,False
18782,18783,156.5167,156.525,0.0083,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:RFArm;ChestTop__WaistCBack,False,True,False,True,False
18784,18784,156.5333,156.5333,0.0,GAP_GE_0P2;ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,671:LShoulderTop;671:RFArm;ChestTop__WaistCBack,False,True,True,True,False
18785,18788,156.5417,156.5667,0.025,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:LFArm;671:RFArm;ChestTop__WaistCBack,False,True,False,True,False
18789,18791,156.575,156.5917,0.0167,GAP_GE_0P2,gaps_over_0p2,671:LFArm;671:RFArm,False,True,False,False,False
18792,18792,156.6,156.6,0.0,GAP_GE_0P5;GAP_GE_0P2;ARTIFACT_SIGMA;SEGMENT_SWAP,gaps_over_0p5,671:ChestTop;671:LElbowOut;671:LFArm;671:RFArm;ChestTop__WaistCBack,True,True,True,True,False
18793,18795,156.6083,156.625,0.0167,GAP_GE_0P5;GAP_GE_0P2;SEGMENT_SWAP,gaps_over_0p5,671:LElbowOut;671:LFArm;671:RFArm;ChestTop__WaistCBack,True,True,False,True,False
18796,18835,156.6333,156.9583,0.325,GAP_GE_0P5;GAP_GE_0P2,gaps_over_0p5,671:ChestLow;671:ChestTop;671:LElbowOut;671:LFArm;671:LHandIn;671:RFArm;671:RHandIn,True,True,False,False,False
18836,18876,156.9667,157.3,0.3333,GAP_GE_0P5,gaps_over_0p5,671:LElbowOut;671:RHandIn,True,False,False,False,False
18877,18877,157.3083,157.3083,0.0,GAP_GE_0P5;ARTIFACT_SIGMA,gaps_over_0p5,671:HeadLeft;671:LElbowOut,True,False,True,False,False
18878,18889,157.3167,157.4083,0.0917,GAP_GE_0P5,gaps_over_0p5,671:HeadLeft;671:LElbowOut,True,False,False,False,False
18890,18897,157.4167,157.475,0.0583,EDGE_EFFECT,edge_effect,,False,False,False,False,True
19033,19061,158.6083,158.8417,0.2333,GAP_GE_0P2,gaps_over_0p2,671:LFArm,False,True,False,False,False
19311,19311,160.925,160.925,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LShoulderTop,False,False,True,False,False
19332,19332,161.1,161.1,0.0,ARTIFACT_SIGMA,artifact_sigma,671:HeadLeft,False,False,True,False,False
19531,19531,162.7583,162.7583,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LFArm;671:WaistRFront,False,False,True,False,False
19536,19536,162.8,162.8,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RHandIn;671:WaistRFront,False,False,True,False,False
19569,19572,163.075,163.1,0.025,SEGMENT_SWAP,segment_swap,RKneeOut__RThighSide,False,False,False,True,False
19593,19596,163.275,163.3,0.025,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut;RHandIn__RWristOut,False,False,False,True,False
19601,19601,163.3417,163.3417,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RHandIn,False,False,True,False,False
19603,19603,163.3583,163.3583,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RFArm,False,False,True,False,False
19627,19630,163.5583,163.5833,0.025,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut;RHandIn__RWristOut,False,False,False,True,False
19631,19631,163.5917,163.5917,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RHandIn,False,False,True,False,False
19697,19697,164.1417,164.1417,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LShoulderTop;671:WaistLFront,False,False,True,False,False
19709,19709,164.2417,164.2417,0.0,ARTIFACT_SIGMA,artifact_sigma,671:WaistLFront,False,False,True,False,False
19710,19739,164.25,164.4917,0.2417,GAP_GE_0P2,gaps_over_0p2,671:RHandIn,False,True,False,False,False
19744,19744,164.5333,164.5333,0.0,ARTIFACT_SIGMA,artifact_sigma,671:BackTop,False,False,True,False,False
19841,19841,165.3417,165.3417,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LFArm;671:LShoulderTop,False,False,True,False,False
19865,19865,165.5417,165.5417,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LFArm,False,False,True,False,False
19874,19874,165.6167,165.6167,0.0,ARTIFACT_SIGMA,artifact_sigma,671:LShoulderTop,False,False,True,False,False
19884,19884,165.7,165.7,0.0,ARTIFACT_SIGMA,artifact_sigma,671:HeadLeft,False,False,True,False,False
19886,19886,165.7167,165.7167,0.0,ARTIFACT_SIGMA,artifact_sigma,671:HeadLeft,False,False,True,False,False
19888,19889,165.7333,165.7417,0.0083,ARTIFACT_SIGMA,artifact_sigma,671:HeadLeft;671:HeadRight;671:HeadTop,False,False,True,False,False
19893,19893,165.775,165.775,0.0,ARTIFACT_SIGMA,artifact_sigma,671:HeadRight;671:HeadTop,False,False,True,False,False
19896,19896,165.8,165.8,0.0,ARTIFACT_SIGMA,artifact_sigma,671:HeadTop,False,False,True,False,False
19899,19900,165.825,165.8333,0.0083,GAP_GE_0P2;ARTIFACT_SIGMA,artifact_sigma,671:HeadFront;671:HeadRight;671:RHandIn,False,True,True,False,False
19901,19926,165.8417,166.05,0.2083,GAP_GE_0P2,gaps_over_0p2,671:RHandIn,False,True,False,False,False
19997,19997,166.6417,166.6417,0.0,ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,671:RFArm;RKneeOut__RThighSide,False,False,True,True,False
19998,20004,166.65,166.7,0.05,SEGMENT_SWAP,segment_swap,RKneeOut__RThighSide,False,False,False,True,False
20106,20147,167.55,167.8917,0.3417,GAP_GE_0P2,gaps_over_0p2,671:RHandIn,False,True,False,False,False
20290,20290,169.0833,169.0833,0.0,ARTIFACT_SIGMA,artifact_sigma,671:WaistRBack,False,False,True,False,False
20297,20297,169.1417,169.1417,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RHandIn;671:WaistRBack,False,False,True,False,False
20337,20353,169.475,169.6083,0.1333,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut,False,False,False,True,False
20361,20361,169.675,169.675,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RFArm;671:RHandIn,False,False,True,False,False
20399,20400,169.9917,170.0,0.0083,GAP_GE_0P2,gaps_over_0p2,671:LFArm,False,True,False,False,False
20401,20426,170.0083,170.2167,0.2083,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:LFArm;RHandIn__RHandOut;RHandIn__RWristOut,False,True,False,True,False
20427,20433,170.225,170.275,0.05,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut,False,False,False,True,False
20465,20488,170.5417,170.7333,0.1917,SEGMENT_SWAP,segment_swap,671:RHandIn;RKneeOut__RThighSide,False,False,False,True,False
20489,20491,170.7417,170.7583,0.0167,GAP_GE_0P2;SEGMENT_SWAP,segment_swap,671:RHandIn;RKneeOut__RThighSide,False,True,False,True,False
20492,20534,170.7667,171.1167,0.35,GAP_GE_0P2,gaps_over_0p2,671:RFArm;671:RHandIn,False,True,False,False,False
20541,20541,171.175,171.175,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RFArm,False,False,True,False,False
20641,20641,172.0083,172.0083,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RHandIn,False,False,True,False,False
22811,22812,190.0917,190.1,0.0083,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut,False,False,False,True,False
22840,22840,190.3333,190.3333,0.0,ARTIFACT_SIGMA,artifact_sigma,671:WaistRFront,False,False,True,False,False
23154,23154,192.95,192.95,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RFArm,False,False,True,False,False
23217,23234,193.475,193.6167,0.1417,SEGMENT_SWAP,segment_swap,RKneeOut__RThighSide,False,False,False,True,False
23235,23235,193.625,193.625,0.0,ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,671:RKneeOut;RKneeOut__RThighSide,False,False,True,True,False
23236,23237,193.6333,193.6417,0.0083,SEGMENT_SWAP,segment_swap,RKneeOut__RThighSide,False,False,False,True,False
23238,23238,193.65,193.65,0.0,ARTIFACT_SIGMA;SEGMENT_SWAP,segment_swap,671:RKneeOut;RKneeOut__RThighSide,False,False,True,True,False
23239,23256,193.6583,193.8,0.1417,SEGMENT_SWAP,segment_swap,RKneeOut__RThighSide,False,False,False,True,False
23274,23274,193.95,193.95,0.0,ARTIFACT_SIGMA,artifact_sigma,671:WaistRFront,False,False,True,False,False
23394,23437,194.95,195.3083,0.3583,SEGMENT_SWAP,segment_swap,RKneeOut__RThighSide,False,False,False,True,False
23777,23777,198.1417,198.1417,0.0,ARTIFACT_SIGMA,artifact_sigma,671:WaistLFront,False,False,True,False,False
24160,24183,201.3333,201.525,0.1917,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut;RHandIn__RWristOut,False,False,False,True,False
24184,24184,201.5333,201.5333,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RHandIn,False,False,True,False,False
24270,24272,202.25,202.2667,0.0167,SEGMENT_SWAP,segment_swap,RHandIn__RHandOut,False,False,False,True,False
24766,24796,206.3833,206.6333,0.25,GAP_GE_0P2,gaps_over_0p2,671:LShoulderTop,False,True,False,False,False
24828,24866,206.9,207.2167,0.3167,GAP_GE_0P2,gaps_over_0p2,671:LHandIn;671:RFArm;671:RHandIn,False,True,False,False,False
24869,24869,207.2417,207.2417,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RFArm,False,False,True,False,False
25065,25065,208.875,208.875,0.0,ARTIFACT_SIGMA,artifact_sigma,671:RFArm,False,False,True,False,False
