participant_id,session_id,timepoint,part_id,repetition_id,source_file,start_frame,end_frame,time_sec,end_time_sec,gap_flag,jump_flag,swap_candidate_flag,artifact_flag,unlabeled_burden_flag,marker_set_id,marker_set_mismatch_or_prefix_change_flag,dominant_reason,affected_markers,affected_marker_count
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,1136,1267,9.4667,10.5583,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,ChestTop__WaistCBack;RHandIn__RHandOut,2
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,1268,1275,10.5667,10.625,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,ChestTop__WaistCBack;RHandIn__RHandOut,2
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,1276,1531,10.6333,12.7583,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop;671:WaistLFront;RHandIn__RHandOut,3
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,1532,1542,12.7667,12.85,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop;671:WaistLFront,2
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,1543,1554,12.8583,12.95,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop;RHandIn__RHandOut,2
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,1555,1610,12.9583,13.4167,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:ChestTop,1
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,1611,1618,13.425,13.4833,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,5116,5458,42.6333,45.4833,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,BackLeft__LShoulderBack;BackRight__RShoulderBack;BackTop__WaistCBack,3
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,5459,5466,45.4917,45.55,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,BackLeft__LShoulderBack;BackRight__RShoulderBack;BackTop__WaistCBack,3
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,5467,5856,45.5583,48.8,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:LShoulderTop;BackLeft__LShoulderBack;BackRight__RShoulderBack;BackTop__WaistCBack,4
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,5857,5864,48.8083,48.8667,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,671:LShoulderTop;BackLeft__LShoulderBack;BackRight__RShoulderBack,3
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,5865,5881,48.875,49.0083,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,BackLeft__LShoulderBack;BackRight__RShoulderBack,2
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,5882,5912,49.0167,49.2667,True,False,True,False,False,f843d515a491ec5b,False,segment_swap,671:LShoulderTop;BackLeft__LShoulderBack,2
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,5913,5913,49.275,49.275,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:LShoulderTop,1
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,5956,5956,49.6333,49.6333,False,False,False,True,False,f843d515a491ec5b,False,artifact_sigma,671:RFArm,1
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,7179,7212,59.825,60.1,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:RHandIn,1
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,7800,7806,65.0,65.05,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,RHandIn__RHandOut,1
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,11682,11715,97.35,97.625,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p2,671:RHandIn,1
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,12109,12116,100.9083,100.9667,False,False,False,False,False,f843d515a491ec5b,False,edge_effect,,0
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,12117,12137,100.975,101.1417,True,False,False,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:RHandIn,1
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,12138,12287,101.15,102.3917,True,False,True,False,False,f843d515a491ec5b,False,gaps_over_0p5,671:RHandIn;BackLeft__LShoulderBack,2
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,12288,12295,102.4,102.4583,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,BackLeft__LShoulderBack,1
671,T1_P1_R1,T1,P1,R1,671_T1_P1_R1_Take 2026-01-06 03.57.12 PM_001.csv,12296,12534,102.4667,104.45,False,False,True,False,False,f843d515a491ec5b,False,segment_swap,BackLeft__LShoulderBack,1
