source_bone_name,has_complete_xyzw_columns,total_frames,finite_row_count,non_finite_row_count,missing_x_count,missing_y_count,missing_z_count,missing_w_count,complete_xyzw_row_count,complete_xyzw_percent,min_norm,max_norm,mean_norm,median_norm,std_norm,max_abs_norm_error,norm_outside_tolerance_count,norm_outside_tolerance_percent,zero_norm_count,near_zero_norm_count,invalid_row_count,first_invalid_row_index,last_invalid_row_index,first_invalid_frame,last_invalid_frame,invalid_gap_count,longest_invalid_gap_length,qc_status,qc_fail_reasons,qc_warning_reasons,stage05_may_proceed
T3_671:Ab,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999993282227744,1.0000007459967217,1.0000000329525864,1.0000000345304993,2.913308193174106e-07,7.459967217293695e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:Chest,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999992826497427,1.000000776089199,1.0000000356373715,1.0000000358599994,2.893919172124569e-07,7.760891989061491e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:Head,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999992325287055,1.000000852180137,1.0000000316397013,1.0000000326682494,2.9350737884122156e-07,8.521801369010262e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LFArm,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991445416341,1.0000009075005882,1.0000000328886594,1.0000000326687495,2.911466990089118e-07,9.075005882319687e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LFoot,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999992786527399,1.000000788516189,1.0000000345317677,1.000000036800499,2.912308835984781e-07,7.885161890097692e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LHand,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991862661689,1.000000873007119,1.000000029239126,1.0000000286312496,2.9043811239062553e-07,8.730071190399258e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LIndex1,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991153826088,1.000000880851112,1.000000036381788,1.0000000349627494,2.909681819041341e-07,8.846173912280264e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LIndex2,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991926376741,1.0000008547451347,1.0000000304415138,1.0000000306937493,2.914172586844463e-07,8.547451346707646e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LIndex3,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999992036046829,1.0000008833361098,1.0000000334135797,1.0000000325862495,2.9183442077456264e-07,8.83336109813726e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LMiddle1,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991437051334,1.0000009102245857,1.0000000352719474,1.0000000350422493,2.9088025745925804e-07,9.102245857040003e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LMiddle2,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991613561483,1.000000911204585,1.0000000310310515,1.0000000319477493,2.89870639702402e-07,9.112045848969075e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LMiddle3,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991749001595,1.0000009005965944,1.0000000325632097,1.0000000313064996,2.917893828185903e-07,9.005965944108851e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LPinky1,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991764461609,1.000000895518599,1.0000000328739242,1.0000000363232493,2.9187762864289463e-07,8.955185990533465e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LPinky2,True,31674,31674,0,0,0,0,0,31674,100.0,0.999999198658179,1.000000888959105,1.0000000320029698,1.0000000312932495,2.9306471781584897e-07,8.889591049943135e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LPinky3,True,31674,31674,0,0,0,0,0,31674,100.0,0.999999142060132,1.0000009008685944,1.000000031439583,1.0000000310654995,2.920130733096385e-07,9.008685943889816e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LRing1,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991470686362,1.0000009493100495,1.0000000317699225,1.0000000313554995,2.9225937653389367e-07,9.493100494584183e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LRing2,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991890646711,1.000000933587064,1.0000000333354446,1.0000000348429994,2.913009992260525e-07,9.335870641002941e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LRing3,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991837406668,1.0000008849076085,1.000000035119468,1.0000000319492495,2.911142423365269e-07,8.84907608522667e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LShin,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999992879307464,1.0000008477416407,1.000000033432818,1.0000000346042492,2.906904879889712e-07,8.477416406638127e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LShoulder,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999992783367395,1.0000007466702212,1.0000000332410066,1.0000000328452496,2.905605626473607e-07,7.466702212077792e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LThigh,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999992984727539,1.0000007979491816,1.0000000303285403,1.0000000283507497,2.909114389469707e-07,7.979491816190176e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
T3_671:LThumb1,True,31674,31674,0,0,0,0,0,31674,100.0,0.9999991769726613,1.000000967490032,1.0000000342322197,1.0000000371249993,2.9347057853136185e-07,9.674900320888469e-07,0,0.0,0,0,0,,,,,0,0,pass,,,True
