participant_id,timepoint,mean_abs_delta,gini,top3_share,links_needed_for_80_percent,concentration_label
252,T1,0.0140146503186154,0.5866597865010537,0.5832024361533797,6,more_concentrated
252,T2,0.0071900729943397,0.464617591493681,0.4347508515952846,7,moderately_distributed
252,T3,0.0090225258765114,0.6243885447732547,0.6184093955793023,6,more_concentrated
671,T1,0.0124924726699905,0.5366128911261958,0.5955999142585136,6,more_concentrated
671,T2,0.0156198329434068,0.5633724036463166,0.6113742047994764,5,more_concentrated
671,T3,0.0109698369458959,0.4591860876612628,0.470085289183075,6,moderately_distributed
